Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,No_of_vehicles,Max Vehicles
LNG_S2_2027,2027,S2,D3,862851,LNG_S2_2027,LNG,2027,149692,106000,D4,LNG,0.162463,0.40391388597,7484.6,1496.92,0.16054333719199998,25999.113742351998,4,9
Diesel_S2_2027,2027,S2,D4,146448,Diesel_S2_2027,Diesel,2027,117052,106000,D4,B20,0.223852,0.68243073016,5852.6,1170.52,0.29728217156000003,38535.03018536,2,2
Diesel_S4_2027,2027,S4,D1,16532,Diesel_S4_2027,Diesel,2027,170258,118000,D4,B20,0.219827,0.67016019566,8512.9,1702.58,0.29193685081,44664.02839558,1,1
LNG_S4_2027,2027,S4,D2,829347,LNG_S4_2027,LNG,2027,217734,118000,D4,LNG,0.162424,0.40381692456000007,10886.7,2177.34,0.160504798016,32003.606165888003,8,8
Diesel_S4_2027,2027,S4,D3,129765,Diesel_S4_2027,Diesel,2027,170258,118000,D4,B20,0.219827,0.67016019566,8512.9,1702.58,0.29193685081,44664.02839558,2,2
Diesel_S4_2027,2027,S4,D4,2019,Diesel_S4_2027,Diesel,2027,170258,118000,D4,B20,0.219827,0.67016019566,8512.9,1702.58,0.29193685081,44664.02839558,1,1
LNG_S3_2023,2027,S3,D1,2381369,LNG_S3_2023,LNG,2023,0,73000,D4,LNG,0.164823,0.40978129437,13602.24,13602.24,0.162875451432,21240.05175798,3,33
BEV_S3_2026,2027,S3,D1,2381369,BEV_S3_2026,BEV,2026,0,73000,D2,Electricity,0.898003,0.0,15900.359999999999,7950.179999999999,0.14626044261899998,27022.682120854,3,33
Diesel_S3_2026,2027,S3,D1,2381369,Diesel_S3_2026,Diesel,2026,0,73000,D4,B20,0.224082,0.68313190356,7748.4,3874.2,0.29758761846000004,29019.997834680005,5,33
BEV_S3_2027,2027,S3,D1,2381369,BEV_S3_2027,BEV,2027,251756,73000,D2,Electricity,0.859516,0.0,12587.800000000001,2517.56,0.13999194946799998,25324.772311164,7,33
Diesel_S3_2027,2027,S3,D1,2381369,Diesel_S3_2027,Diesel,2027,133014,73000,D4,B20,0.224082,0.68313190356,6650.700000000001,1330.14,0.29758761846000004,29704.736147580003,9,33
LNG_S3_2027,2027,S3,D1,2381369,LNG_S3_2027,LNG,2027,170105,73000,D4,LNG,0.161089,0.40049786091000006,8505.25,1701.05,0.159185572376,21826.846783448,6,33
Diesel_S3_2023,2027,S3,D2,2591566,Diesel_S3_2023,Diesel,2023,0,73000,D4,B20,0.224082,0.68313190356,10636.289999999999,10636.289999999999,0.29758761846000004,27061.34362824,4,36
LNG_S3_2025,2027,S3,D2,2591566,LNG_S3_2025,LNG,2025,0,73000,D4,LNG,0.164823,0.40978129437,11223.800000000001,8017.0,0.162875451432,21650.457610728,3,36
BEV_S3_2026,2027,S3,D2,2591566,BEV_S3_2026,BEV,2026,0,73000,D2,Electricity,0.898003,0.0,15900.359999999999,7950.179999999999,0.14626044261899998,27022.682120854,3,36
LNG_S3_2026,2027,S3,D2,2591566,LNG_S3_2026,LNG,2026,0,73000,D4,LNG,0.164047,0.40785201093,9909.0,4954.5,0.162108620648,21812.470635121,5,36
BEV_S3_2027,2027,S3,D2,2591566,BEV_S3_2027,BEV,2027,251756,73000,D2,Electricity,0.859516,0.0,12587.800000000001,2517.56,0.13999194946799998,25324.772311164,2,36
Diesel_S3_2027,2027,S3,D2,2591566,Diesel_S3_2027,Diesel,2027,133014,73000,D4,B20,0.224082,0.68313190356,6650.700000000001,1330.14,0.29758761846000004,29704.736147580003,8,36
LNG_S3_2027,2027,S3,D2,2591566,LNG_S3_2027,LNG,2027,170105,73000,D4,LNG,0.161089,0.40049786091000006,8505.25,1701.05,0.159185572376,21826.846783448,11,36
LNG_S3_2025,2027,S3,D3,1137494,LNG_S3_2025,LNG,2025,0,73000,D4,LNG,0.164823,0.40978129437,11223.800000000001,8017.0,0.162875451432,21650.457610728,3,16
LNG_S3_2026,2027,S3,D3,1137494,LNG_S3_2026,LNG,2026,0,73000,D4,LNG,0.164047,0.40785201093,9909.0,4954.5,0.162108620648,21812.470635121,4,16
LNG_S3_2027,2027,S3,D3,1137494,LNG_S3_2027,LNG,2027,170105,73000,D4,LNG,0.161089,0.40049786091000006,8505.25,1701.05,0.159185572376,21826.846783448,9,16
Diesel_S3_2027,2027,S3,D4,224937,Diesel_S3_2027,Diesel,2027,133014,73000,D4,B20,0.224082,0.68313190356,6650.700000000001,1330.14,0.29758761846000004,29704.736147580003,4,4
LNG_S1_2026,2027,S1,D2,3023153,LNG_S1_2026,LNG,2026,0,102000,D4,LNG,0.164681,0.40942825539,6556.32,3278.16,0.162735129304,23252.846050842,7,30
BEV_S1_2027,2027,S1,D2,3023153,BEV_S1_2027,BEV,2027,152312,102000,D2,Electricity,0.868161,0.0,7615.6,1523.1200000000001,0.14139998655299998,23561.518628406,10,30
LNG_S1_2027,2027,S1,D2,3023153,LNG_S1_2027,LNG,2027,112550,102000,D4,LNG,0.161965,0.40267576335,5627.5,1125.5,0.16005122155999998,23078.224599119996,13,30
Diesel_S1_2026,2027,S1,D3,3581681,Diesel_S1_2026,Diesel,2026,0,102000,D4,B20,0.223016,0.6798821172799999,5572.86,2786.43,0.29617193848,35153.425700160005,7,36
LNG_S1_2026,2027,S1,D3,3581681,LNG_S1_2026,LNG,2026,0,102000,D4,LNG,0.164681,0.40942825539,6556.32,3278.16,0.162735129304,23252.846050842,8,36
Diesel_S1_2027,2027,S1,D3,3581681,Diesel_S1_2027,Diesel,2027,95668,102000,D4,B20,0.223016,0.6798821172799999,4783.400000000001,956.6800000000001,0.29617193848,35949.61772496,8,36
LNG_S1_2027,2027,S1,D3,3581681,LNG_S1_2027,LNG,2027,112550,102000,D4,LNG,0.161965,0.40267576335,5627.5,1125.5,0.16005122155999998,23078.224599119996,13,36
