,Allocation,Year,Size,Distance_x,Demand (km),ID,Vehicle,Cost ($),Yearly range (km),Distance_y,Operating Year,Fuel,carbon_emissions,insurance_cost,maintenance_cost,fuel_costs
25,Diesel_S1_2030,2032,S1,D1,1069740,Diesel_S1_2030,Diesel,104539,102000,D4,2032,HVO,11092.291306368,7317.7300000000005,5226.950000000001,37436.915364
26,Diesel_S1_2031,2032,S1,D1,1069740,Diesel_S1_2031,Diesel,107675,102000,D4,2032,B20,69347.97596256,6460.5,3230.25,33560.49139488
27,Diesel_S1_2031,2032,S1,D1,1069740,Diesel_S1_2031,Diesel,107675,102000,D4,2032,HVO,11092.291306368,6460.5,3230.25,37436.915364
28,Diesel_S1_2032,2032,S1,D1,1069740,Diesel_S1_2032,Diesel,110905,102000,D4,2032,B20,69347.97596256,5545.25,1109.05,33560.49139488
29,Diesel_S1_2032,2032,S1,D1,1069740,Diesel_S1_2032,Diesel,110905,102000,D4,2032,HVO,11092.291306368,5545.25,1109.05,37436.915364
30,LNG_S1_2023,2032,S1,D1,1069740,LNG_S1_2023,LNG,100000,102000,D4,2032,LNG,41971.14852966,14000.000000000002,19000.0,16200.570603528
31,LNG_S1_2023,2032,S1,D1,1069740,LNG_S1_2023,LNG,100000,102000,D4,2032,BioLNG,6375.2658937020005,14000.000000000002,19000.0,17384.28620292
32,LNG_S1_2024,2032,S1,D1,1069740,LNG_S1_2024,LNG,103000,102000,D4,2032,LNG,41971.14852966,13390.0,17510.0,16200.570603528
33,LNG_S1_2024,2032,S1,D1,1069740,LNG_S1_2024,LNG,103000,102000,D4,2032,BioLNG,6375.2658937020005,13390.0,17510.0,17384.28620292
34,LNG_S1_2025,2032,S1,D1,1069740,LNG_S1_2025,LNG,106090,102000,D4,2032,LNG,41971.14852966,12730.8,15913.5,16200.570603528
35,LNG_S1_2025,2032,S1,D1,1069740,LNG_S1_2025,LNG,106090,102000,D4,2032,BioLNG,6375.2658937020005,12730.8,15913.5,17384.28620292
36,LNG_S1_2026,2032,S1,D1,1069740,LNG_S1_2026,LNG,109272,102000,D4,2032,LNG,41761.68204978,12019.92,14205.36,16119.718003224
37,LNG_S1_2026,2032,S1,D1,1069740,LNG_S1_2026,LNG,109272,102000,D4,2032,BioLNG,6299.646969600001,12019.92,14205.36,17178.086016
38,LNG_S1_2027,2032,S1,D1,1069740,LNG_S1_2027,LNG,112550,102000,D4,2032,LNG,41072.9278617,11255.0,12380.5,15853.86369036
39,LNG_S1_2027,2032,S1,D1,1069740,LNG_S1_2027,LNG,112550,102000,D4,2032,BioLNG,6155.550265326001,11255.0,12380.5,16785.158349960002
40,LNG_S1_2028,2032,S1,D1,1069740,LNG_S1_2028,LNG,115927,102000,D4,2032,LNG,39929.73792066,10433.43,10433.43,15412.600346328001
41,LNG_S1_2028,2032,S1,D1,1069740,LNG_S1_2028,LNG,115927,102000,D4,2032,BioLNG,6011.68516572,10433.43,10433.43,16392.8622312
42,LNG_S1_2029,2032,S1,D1,1069740,LNG_S1_2029,LNG,119405,102000,D4,2032,LNG,39239.462184300006,9552.4,8358.35,15146.15872644
43,LNG_S1_2029,2032,S1,D1,1069740,LNG_S1_2029,LNG,119405,102000,D4,2032,BioLNG,5959.226708418,9552.4,8358.35,16249.81677228
44,LNG_S1_2030,2032,S1,D1,1069740,LNG_S1_2030,LNG,122987,102000,D4,2032,LNG,39239.462184300006,8609.09,6149.35,15146.15872644
45,LNG_S1_2030,2032,S1,D1,1069740,LNG_S1_2030,LNG,122987,102000,D4,2032,BioLNG,5959.226708418,8609.09,6149.35,16249.81677228
46,LNG_S1_2031,2032,S1,D1,1069740,LNG_S1_2031,LNG,126677,102000,D4,2032,LNG,39239.462184300006,7600.62,3800.31,15146.15872644
47,LNG_S1_2031,2032,S1,D1,1069740,LNG_S1_2031,LNG,126677,102000,D4,2032,BioLNG,5959.226708418,7600.62,3800.31,16249.81677228
48,LNG_S1_2032,2032,S1,D1,1069740,LNG_S1_2032,LNG,130477,102000,D4,2032,LNG,39239.462184300006,6523.85,1304.77,15146.15872644
49,LNG_S1_2032,2032,S1,D1,1069740,LNG_S1_2032,LNG,130477,102000,D4,2032,BioLNG,5959.226708418,6523.85,1304.77,16249.81677228
50,BEV_S1_2026,2032,S1,D2,3430934,BEV_S1_2026,BEV,160329,102000,D2,2032,Electricity,0.0,17636.19,20842.77,12094.799272308
51,BEV_S1_2027,2032,S1,D2,3430934,BEV_S1_2027,BEV,152312,102000,D2,2032,Electricity,0.0,15231.2,16754.32,11757.813488316
52,BEV_S1_2028,2032,S1,D2,3430934,BEV_S1_2028,BEV,144697,102000,D2,2032,Electricity,0.0,13022.73,13022.73,11757.813488316
53,BEV_S1_2029,2032,S1,D2,3430934,BEV_S1_2029,BEV,137462,102000,D3,2032,Electricity,0.0,10996.960000000001,9622.34,11757.813488316
54,BEV_S1_2030,2032,S1,D2,3430934,BEV_S1_2030,BEV,130589,102000,D3,2032,Electricity,0.0,9141.230000000001,6529.450000000001,11757.813488316
55,BEV_S1_2031,2032,S1,D2,3430934,BEV_S1_2031,BEV,130589,102000,D3,2032,Electricity,0.0,7835.34,3917.67,11757.813488316
56,BEV_S1_2032,2032,S1,D2,3430934,BEV_S1_2032,BEV,130589,102000,D4,2032,Electricity,0.0,6529.450000000001,1305.89,11757.813488316
57,Diesel_S1_2023,2032,S1,D2,3430934,Diesel_S1_2023,Diesel,85000,102000,D4,2032,B20,69347.97596256,11900.000000000002,16150.0,33560.49139488
58,Diesel_S1_2023,2032,S1,D2,3430934,Diesel_S1_2023,Diesel,85000,102000,D4,2032,HVO,11092.291306368,11900.000000000002,16150.0,37436.915364
59,Diesel_S1_2024,2032,S1,D2,3430934,Diesel_S1_2024,Diesel,87550,102000,D4,2032,B20,69347.97596256,11381.5,14883.500000000002,33560.49139488
60,Diesel_S1_2024,2032,S1,D2,3430934,Diesel_S1_2024,Diesel,87550,102000,D4,2032,HVO,11092.291306368,11381.5,14883.500000000002,37436.915364
61,Diesel_S1_2025,2032,S1,D2,3430934,Diesel_S1_2025,Diesel,90176,102000,D4,2032,B20,69347.97596256,10821.119999999999,13526.4,33560.49139488
62,Diesel_S1_2025,2032,S1,D2,3430934,Diesel_S1_2025,Diesel,90176,102000,D4,2032,HVO,11092.291306368,10821.119999999999,13526.4,37436.915364
63,Diesel_S1_2026,2032,S1,D2,3430934,Diesel_S1_2026,Diesel,92881,102000,D4,2032,B20,69347.97596256,10216.91,12074.53,33560.49139488
64,Diesel_S1_2026,2032,S1,D2,3430934,Diesel_S1_2026,Diesel,92881,102000,D4,2032,HVO,11092.291306368,10216.91,12074.53,37436.915364
65,Diesel_S1_2027,2032,S1,D2,3430934,Diesel_S1_2027,Diesel,95668,102000,D4,2032,B20,69347.97596256,9566.800000000001,10523.48,33560.49139488
66,Diesel_S1_2027,2032,S1,D2,3430934,Diesel_S1_2027,Diesel,95668,102000,D4,2032,HVO,11092.291306368,9566.800000000001,10523.48,37436.915364
67,Diesel_S1_2028,2032,S1,D2,3430934,Diesel_S1_2028,Diesel,98538,102000,D4,2032,B20,69347.97596256,8868.42,8868.42,33560.49139488
68,Diesel_S1_2028,2032,S1,D2,3430934,Diesel_S1_2028,Diesel,98538,102000,D4,2032,HVO,11092.291306368,8868.42,8868.42,37436.915364
69,Diesel_S1_2029,2032,S1,D2,3430934,Diesel_S1_2029,Diesel,101494,102000,D4,2032,B20,69347.97596256,8119.52,7104.580000000001,33560.49139488
70,Diesel_S1_2029,2032,S1,D2,3430934,Diesel_S1_2029,Diesel,101494,102000,D4,2032,HVO,11092.291306368,8119.52,7104.580000000001,37436.915364
71,Diesel_S1_2030,2032,S1,D2,3430934,Diesel_S1_2030,Diesel,104539,102000,D4,2032,B20,69347.97596256,7317.7300000000005,5226.950000000001,33560.49139488
72,Diesel_S1_2030,2032,S1,D2,3430934,Diesel_S1_2030,Diesel,104539,102000,D4,2032,HVO,11092.291306368,7317.7300000000005,5226.950000000001,37436.915364
73,Diesel_S1_2031,2032,S1,D2,3430934,Diesel_S1_2031,Diesel,107675,102000,D4,2032,B20,69347.97596256,6460.5,3230.25,33560.49139488
74,Diesel_S1_2031,2032,S1,D2,3430934,Diesel_S1_2031,Diesel,107675,102000,D4,2032,HVO,11092.291306368,6460.5,3230.25,37436.915364
75,Diesel_S1_2032,2032,S1,D2,3430934,Diesel_S1_2032,Diesel,110905,102000,D4,2032,B20,69347.97596256,5545.25,1109.05,33560.49139488
76,Diesel_S1_2032,2032,S1,D2,3430934,Diesel_S1_2032,Diesel,110905,102000,D4,2032,HVO,11092.291306368,5545.25,1109.05,37436.915364
77,LNG_S1_2023,2032,S1,D2,3430934,LNG_S1_2023,LNG,100000,102000,D4,2032,LNG,41971.14852966,14000.000000000002,19000.0,16200.570603528
78,LNG_S1_2023,2032,S1,D2,3430934,LNG_S1_2023,LNG,100000,102000,D4,2032,BioLNG,6375.2658937020005,14000.000000000002,19000.0,17384.28620292
79,LNG_S1_2024,2032,S1,D2,3430934,LNG_S1_2024,LNG,103000,102000,D4,2032,LNG,41971.14852966,13390.0,17510.0,16200.570603528
80,LNG_S1_2024,2032,S1,D2,3430934,LNG_S1_2024,LNG,103000,102000,D4,2032,BioLNG,6375.2658937020005,13390.0,17510.0,17384.28620292
81,LNG_S1_2025,2032,S1,D2,3430934,LNG_S1_2025,LNG,106090,102000,D4,2032,LNG,41971.14852966,12730.8,15913.5,16200.570603528
82,LNG_S1_2025,2032,S1,D2,3430934,LNG_S1_2025,LNG,106090,102000,D4,2032,BioLNG,6375.2658937020005,12730.8,15913.5,17384.28620292
83,LNG_S1_2026,2032,S1,D2,3430934,LNG_S1_2026,LNG,109272,102000,D4,2032,LNG,41761.68204978,12019.92,14205.36,16119.718003224
84,LNG_S1_2026,2032,S1,D2,3430934,LNG_S1_2026,LNG,109272,102000,D4,2032,BioLNG,6299.646969600001,12019.92,14205.36,17178.086016
85,LNG_S1_2027,2032,S1,D2,3430934,LNG_S1_2027,LNG,112550,102000,D4,2032,LNG,41072.9278617,11255.0,12380.5,15853.86369036
86,LNG_S1_2027,2032,S1,D2,3430934,LNG_S1_2027,LNG,112550,102000,D4,2032,BioLNG,6155.550265326001,11255.0,12380.5,16785.158349960002
87,LNG_S1_2028,2032,S1,D2,3430934,LNG_S1_2028,LNG,115927,102000,D4,2032,LNG,39929.73792066,10433.43,10433.43,15412.600346328001
88,LNG_S1_2028,2032,S1,D2,3430934,LNG_S1_2028,LNG,115927,102000,D4,2032,BioLNG,6011.68516572,10433.43,10433.43,16392.8622312
89,LNG_S1_2029,2032,S1,D2,3430934,LNG_S1_2029,LNG,119405,102000,D4,2032,LNG,39239.462184300006,9552.4,8358.35,15146.15872644
90,LNG_S1_2029,2032,S1,D2,3430934,LNG_S1_2029,LNG,119405,102000,D4,2032,BioLNG,5959.226708418,9552.4,8358.35,16249.81677228
91,LNG_S1_2030,2032,S1,D2,3430934,LNG_S1_2030,LNG,122987,102000,D4,2032,LNG,39239.462184300006,8609.09,6149.35,15146.15872644
92,LNG_S1_2030,2032,S1,D2,3430934,LNG_S1_2030,LNG,122987,102000,D4,2032,BioLNG,5959.226708418,8609.09,6149.35,16249.81677228
93,LNG_S1_2031,2032,S1,D2,3430934,LNG_S1_2031,LNG,126677,102000,D4,2032,LNG,39239.462184300006,7600.62,3800.31,15146.15872644
94,LNG_S1_2031,2032,S1,D2,3430934,LNG_S1_2031,LNG,126677,102000,D4,2032,BioLNG,5959.226708418,7600.62,3800.31,16249.81677228
95,LNG_S1_2032,2032,S1,D2,3430934,LNG_S1_2032,LNG,130477,102000,D4,2032,LNG,39239.462184300006,6523.85,1304.77,15146.15872644
96,LNG_S1_2032,2032,S1,D2,3430934,LNG_S1_2032,LNG,130477,102000,D4,2032,BioLNG,5959.226708418,6523.85,1304.77,16249.81677228
97,BEV_S1_2029,2032,S1,D3,4237026,BEV_S1_2029,BEV,137462,102000,D3,2032,Electricity,0.0,10996.960000000001,9622.34,11757.813488316
98,BEV_S1_2030,2032,S1,D3,4237026,BEV_S1_2030,BEV,130589,102000,D3,2032,Electricity,0.0,9141.230000000001,6529.450000000001,11757.813488316
99,BEV_S1_2031,2032,S1,D3,4237026,BEV_S1_2031,BEV,130589,102000,D3,2032,Electricity,0.0,7835.34,3917.67,11757.813488316
100,BEV_S1_2032,2032,S1,D3,4237026,BEV_S1_2032,BEV,130589,102000,D4,2032,Electricity,0.0,6529.450000000001,1305.89,11757.813488316
101,Diesel_S1_2023,2032,S1,D3,4237026,Diesel_S1_2023,Diesel,85000,102000,D4,2032,B20,69347.97596256,11900.000000000002,16150.0,33560.49139488
102,Diesel_S1_2023,2032,S1,D3,4237026,Diesel_S1_2023,Diesel,85000,102000,D4,2032,HVO,11092.291306368,11900.000000000002,16150.0,37436.915364
103,Diesel_S1_2024,2032,S1,D3,4237026,Diesel_S1_2024,Diesel,87550,102000,D4,2032,B20,69347.97596256,11381.5,14883.500000000002,33560.49139488
104,Diesel_S1_2024,2032,S1,D3,4237026,Diesel_S1_2024,Diesel,87550,102000,D4,2032,HVO,11092.291306368,11381.5,14883.500000000002,37436.915364
105,Diesel_S1_2025,2032,S1,D3,4237026,Diesel_S1_2025,Diesel,90176,102000,D4,2032,B20,69347.97596256,10821.119999999999,13526.4,33560.49139488
106,Diesel_S1_2025,2032,S1,D3,4237026,Diesel_S1_2025,Diesel,90176,102000,D4,2032,HVO,11092.291306368,10821.119999999999,13526.4,37436.915364
107,Diesel_S1_2026,2032,S1,D3,4237026,Diesel_S1_2026,Diesel,92881,102000,D4,2032,B20,69347.97596256,10216.91,12074.53,33560.49139488
108,Diesel_S1_2026,2032,S1,D3,4237026,Diesel_S1_2026,Diesel,92881,102000,D4,2032,HVO,11092.291306368,10216.91,12074.53,37436.915364
109,Diesel_S1_2027,2032,S1,D3,4237026,Diesel_S1_2027,Diesel,95668,102000,D4,2032,B20,69347.97596256,9566.800000000001,10523.48,33560.49139488
110,Diesel_S1_2027,2032,S1,D3,4237026,Diesel_S1_2027,Diesel,95668,102000,D4,2032,HVO,11092.291306368,9566.800000000001,10523.48,37436.915364
111,Diesel_S1_2028,2032,S1,D3,4237026,Diesel_S1_2028,Diesel,98538,102000,D4,2032,B20,69347.97596256,8868.42,8868.42,33560.49139488
112,Diesel_S1_2028,2032,S1,D3,4237026,Diesel_S1_2028,Diesel,98538,102000,D4,2032,HVO,11092.291306368,8868.42,8868.42,37436.915364
113,Diesel_S1_2029,2032,S1,D3,4237026,Diesel_S1_2029,Diesel,101494,102000,D4,2032,B20,69347.97596256,8119.52,7104.580000000001,33560.49139488
114,Diesel_S1_2029,2032,S1,D3,4237026,Diesel_S1_2029,Diesel,101494,102000,D4,2032,HVO,11092.291306368,8119.52,7104.580000000001,37436.915364
115,Diesel_S1_2030,2032,S1,D3,4237026,Diesel_S1_2030,Diesel,104539,102000,D4,2032,B20,69347.97596256,7317.7300000000005,5226.950000000001,33560.49139488
116,Diesel_S1_2030,2032,S1,D3,4237026,Diesel_S1_2030,Diesel,104539,102000,D4,2032,HVO,11092.291306368,7317.7300000000005,5226.950000000001,37436.915364
117,Diesel_S1_2031,2032,S1,D3,4237026,Diesel_S1_2031,Diesel,107675,102000,D4,2032,B20,69347.97596256,6460.5,3230.25,33560.49139488
118,Diesel_S1_2031,2032,S1,D3,4237026,Diesel_S1_2031,Diesel,107675,102000,D4,2032,HVO,11092.291306368,6460.5,3230.25,37436.915364
119,Diesel_S1_2032,2032,S1,D3,4237026,Diesel_S1_2032,Diesel,110905,102000,D4,2032,B20,69347.97596256,5545.25,1109.05,33560.49139488
120,Diesel_S1_2032,2032,S1,D3,4237026,Diesel_S1_2032,Diesel,110905,102000,D4,2032,HVO,11092.291306368,5545.25,1109.05,37436.915364
121,LNG_S1_2023,2032,S1,D3,4237026,LNG_S1_2023,LNG,100000,102000,D4,2032,LNG,41971.14852966,14000.000000000002,19000.0,16200.570603528
122,LNG_S1_2023,2032,S1,D3,4237026,LNG_S1_2023,LNG,100000,102000,D4,2032,BioLNG,6375.2658937020005,14000.000000000002,19000.0,17384.28620292
123,LNG_S1_2024,2032,S1,D3,4237026,LNG_S1_2024,LNG,103000,102000,D4,2032,LNG,41971.14852966,13390.0,17510.0,16200.570603528
124,LNG_S1_2024,2032,S1,D3,4237026,LNG_S1_2024,LNG,103000,102000,D4,2032,BioLNG,6375.2658937020005,13390.0,17510.0,17384.28620292
125,LNG_S1_2025,2032,S1,D3,4237026,LNG_S1_2025,LNG,106090,102000,D4,2032,LNG,41971.14852966,12730.8,15913.5,16200.570603528
126,LNG_S1_2025,2032,S1,D3,4237026,LNG_S1_2025,LNG,106090,102000,D4,2032,BioLNG,6375.2658937020005,12730.8,15913.5,17384.28620292
127,LNG_S1_2026,2032,S1,D3,4237026,LNG_S1_2026,LNG,109272,102000,D4,2032,LNG,41761.68204978,12019.92,14205.36,16119.718003224
128,LNG_S1_2026,2032,S1,D3,4237026,LNG_S1_2026,LNG,109272,102000,D4,2032,BioLNG,6299.646969600001,12019.92,14205.36,17178.086016
129,LNG_S1_2027,2032,S1,D3,4237026,LNG_S1_2027,LNG,112550,102000,D4,2032,LNG,41072.9278617,11255.0,12380.5,15853.86369036
130,LNG_S1_2027,2032,S1,D3,4237026,LNG_S1_2027,LNG,112550,102000,D4,2032,BioLNG,6155.550265326001,11255.0,12380.5,16785.158349960002
131,LNG_S1_2028,2032,S1,D3,4237026,LNG_S1_2028,LNG,115927,102000,D4,2032,LNG,39929.73792066,10433.43,10433.43,15412.600346328001
132,LNG_S1_2028,2032,S1,D3,4237026,LNG_S1_2028,LNG,115927,102000,D4,2032,BioLNG,6011.68516572,10433.43,10433.43,16392.8622312
133,LNG_S1_2029,2032,S1,D3,4237026,LNG_S1_2029,LNG,119405,102000,D4,2032,LNG,39239.462184300006,9552.4,8358.35,15146.15872644
134,LNG_S1_2029,2032,S1,D3,4237026,LNG_S1_2029,LNG,119405,102000,D4,2032,BioLNG,5959.226708418,9552.4,8358.35,16249.81677228
135,LNG_S1_2030,2032,S1,D3,4237026,LNG_S1_2030,LNG,122987,102000,D4,2032,LNG,39239.462184300006,8609.09,6149.35,15146.15872644
136,LNG_S1_2030,2032,S1,D3,4237026,LNG_S1_2030,LNG,122987,102000,D4,2032,BioLNG,5959.226708418,8609.09,6149.35,16249.81677228
137,LNG_S1_2031,2032,S1,D3,4237026,LNG_S1_2031,LNG,126677,102000,D4,2032,LNG,39239.462184300006,7600.62,3800.31,15146.15872644
138,LNG_S1_2031,2032,S1,D3,4237026,LNG_S1_2031,LNG,126677,102000,D4,2032,BioLNG,5959.226708418,7600.62,3800.31,16249.81677228
139,LNG_S1_2032,2032,S1,D3,4237026,LNG_S1_2032,LNG,130477,102000,D4,2032,LNG,39239.462184300006,6523.85,1304.77,15146.15872644
140,LNG_S1_2032,2032,S1,D3,4237026,LNG_S1_2032,LNG,130477,102000,D4,2032,BioLNG,5959.226708418,6523.85,1304.77,16249.81677228
141,BEV_S1_2032,2032,S1,D4,542921,BEV_S1_2032,BEV,130589,102000,D4,2032,Electricity,0.0,6529.450000000001,1305.89,11757.813488316
142,Diesel_S1_2023,2032,S1,D4,542921,Diesel_S1_2023,Diesel,85000,102000,D4,2032,B20,69347.97596256,11900.000000000002,16150.0,33560.49139488
143,Diesel_S1_2023,2032,S1,D4,542921,Diesel_S1_2023,Diesel,85000,102000,D4,2032,HVO,11092.291306368,11900.000000000002,16150.0,37436.915364
144,Diesel_S1_2024,2032,S1,D4,542921,Diesel_S1_2024,Diesel,87550,102000,D4,2032,B20,69347.97596256,11381.5,14883.500000000002,33560.49139488
145,Diesel_S1_2024,2032,S1,D4,542921,Diesel_S1_2024,Diesel,87550,102000,D4,2032,HVO,11092.291306368,11381.5,14883.500000000002,37436.915364
146,Diesel_S1_2025,2032,S1,D4,542921,Diesel_S1_2025,Diesel,90176,102000,D4,2032,B20,69347.97596256,10821.119999999999,13526.4,33560.49139488
147,Diesel_S1_2025,2032,S1,D4,542921,Diesel_S1_2025,Diesel,90176,102000,D4,2032,HVO,11092.291306368,10821.119999999999,13526.4,37436.915364
148,Diesel_S1_2026,2032,S1,D4,542921,Diesel_S1_2026,Diesel,92881,102000,D4,2032,B20,69347.97596256,10216.91,12074.53,33560.49139488
149,Diesel_S1_2026,2032,S1,D4,542921,Diesel_S1_2026,Diesel,92881,102000,D4,2032,HVO,11092.291306368,10216.91,12074.53,37436.915364
150,Diesel_S1_2027,2032,S1,D4,542921,Diesel_S1_2027,Diesel,95668,102000,D4,2032,B20,69347.97596256,9566.800000000001,10523.48,33560.49139488
151,Diesel_S1_2027,2032,S1,D4,542921,Diesel_S1_2027,Diesel,95668,102000,D4,2032,HVO,11092.291306368,9566.800000000001,10523.48,37436.915364
152,Diesel_S1_2028,2032,S1,D4,542921,Diesel_S1_2028,Diesel,98538,102000,D4,2032,B20,69347.97596256,8868.42,8868.42,33560.49139488
153,Diesel_S1_2028,2032,S1,D4,542921,Diesel_S1_2028,Diesel,98538,102000,D4,2032,HVO,11092.291306368,8868.42,8868.42,37436.915364
154,Diesel_S1_2029,2032,S1,D4,542921,Diesel_S1_2029,Diesel,101494,102000,D4,2032,B20,69347.97596256,8119.52,7104.580000000001,33560.49139488
155,Diesel_S1_2029,2032,S1,D4,542921,Diesel_S1_2029,Diesel,101494,102000,D4,2032,HVO,11092.291306368,8119.52,7104.580000000001,37436.915364
156,Diesel_S1_2030,2032,S1,D4,542921,Diesel_S1_2030,Diesel,104539,102000,D4,2032,B20,69347.97596256,7317.7300000000005,5226.950000000001,33560.49139488
157,Diesel_S1_2030,2032,S1,D4,542921,Diesel_S1_2030,Diesel,104539,102000,D4,2032,HVO,11092.291306368,7317.7300000000005,5226.950000000001,37436.915364
158,Diesel_S1_2031,2032,S1,D4,542921,Diesel_S1_2031,Diesel,107675,102000,D4,2032,B20,69347.97596256,6460.5,3230.25,33560.49139488
159,Diesel_S1_2031,2032,S1,D4,542921,Diesel_S1_2031,Diesel,107675,102000,D4,2032,HVO,11092.291306368,6460.5,3230.25,37436.915364
160,Diesel_S1_2032,2032,S1,D4,542921,Diesel_S1_2032,Diesel,110905,102000,D4,2032,B20,69347.97596256,5545.25,1109.05,33560.49139488
161,Diesel_S1_2032,2032,S1,D4,542921,Diesel_S1_2032,Diesel,110905,102000,D4,2032,HVO,11092.291306368,5545.25,1109.05,37436.915364
162,LNG_S1_2023,2032,S1,D4,542921,LNG_S1_2023,LNG,100000,102000,D4,2032,LNG,41971.14852966,14000.000000000002,19000.0,16200.570603528
163,LNG_S1_2023,2032,S1,D4,542921,LNG_S1_2023,LNG,100000,102000,D4,2032,BioLNG,6375.2658937020005,14000.000000000002,19000.0,17384.28620292
164,LNG_S1_2024,2032,S1,D4,542921,LNG_S1_2024,LNG,103000,102000,D4,2032,LNG,41971.14852966,13390.0,17510.0,16200.570603528
165,LNG_S1_2024,2032,S1,D4,542921,LNG_S1_2024,LNG,103000,102000,D4,2032,BioLNG,6375.2658937020005,13390.0,17510.0,17384.28620292
166,LNG_S1_2025,2032,S1,D4,542921,LNG_S1_2025,LNG,106090,102000,D4,2032,LNG,41971.14852966,12730.8,15913.5,16200.570603528
167,LNG_S1_2025,2032,S1,D4,542921,LNG_S1_2025,LNG,106090,102000,D4,2032,BioLNG,6375.2658937020005,12730.8,15913.5,17384.28620292
168,LNG_S1_2026,2032,S1,D4,542921,LNG_S1_2026,LNG,109272,102000,D4,2032,LNG,41761.68204978,12019.92,14205.36,16119.718003224
