Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km
LNG_S4_2037,2037,S4,D3,156518,LNG_S4_2037,LNG,2037,292617,118000,D4,LNG,0.38356442082000003,14630.85,2926.17,0.143778456432
LNG_S4_2037,2037,S4,D3,156518,LNG_S4_2037,LNG,2037,292617,118000,D4,BioLNG,0.05849455935200001,14630.85,2926.17,0.15489877552
BEV_S4_2037,2037,S4,D4,2414,BEV_S4_2037,BEV,2037,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.092704500864
Diesel_S4_2037,2037,S4,D4,2414,Diesel_S4_2037,Diesel,2037,228813,118000,D4,B20,0.67016019566,11440.650000000001,2288.13,0.36029425473
Diesel_S4_2037,2037,S4,D4,2414,Diesel_S4_2037,Diesel,2037,228813,118000,D4,HVO,0.107192921048,11440.650000000001,2288.13,0.34270369818999996
LNG_S4_2037,2037,S4,D4,2414,LNG_S4_2037,LNG,2037,292617,118000,D4,LNG,0.38356442082000003,14630.85,2926.17,0.143778456432
LNG_S4_2037,2037,S4,D4,2414,LNG_S4_2037,LNG,2037,292617,118000,D4,BioLNG,0.05849455935200001,14630.85,2926.17,0.15489877552
BEV_S3_2037,2037,S3,D1,3128820,BEV_S3_2037,BEV,2037,215849,73000,D4,Electricity,0.0,10792.45,2158.4900000000002,0.093036590388
Diesel_S3_2037,2037,S3,D1,3128820,Diesel_S3_2037,Diesel,2037,178760,73000,D4,B20,0.68313190356,8938.0,1787.6000000000001,0.36726815718
Diesel_S3_2037,2037,S3,D1,3128820,Diesel_S3_2037,Diesel,2037,178760,73000,D4,HVO,0.10926776116800001,8938.0,1787.6000000000001,0.34933711554
LNG_S3_2037,2037,S3,D1,3128820,LNG_S3_2037,LNG,2037,228607,73000,D4,LNG,0.38273651955000004,11430.35,2286.07,0.14346811907999998
LNG_S3_2037,2037,S3,D1,3128820,LNG_S3_2037,LNG,2037,228607,73000,D4,BioLNG,0.058730705288,11430.35,2286.07,0.15552411088
BEV_S3_2037,2037,S3,D2,3274991,BEV_S3_2037,BEV,2037,215849,73000,D4,Electricity,0.0,10792.45,2158.4900000000002,0.093036590388
Diesel_S3_2037,2037,S3,D2,3274991,Diesel_S3_2037,Diesel,2037,178760,73000,D4,B20,0.68313190356,8938.0,1787.6000000000001,0.36726815718
Diesel_S3_2037,2037,S3,D2,3274991,Diesel_S3_2037,Diesel,2037,178760,73000,D4,HVO,0.10926776116800001,8938.0,1787.6000000000001,0.34933711554
LNG_S3_2037,2037,S3,D2,3274991,LNG_S3_2037,LNG,2037,228607,73000,D4,LNG,0.38273651955000004,11430.35,2286.07,0.14346811907999998
LNG_S3_2037,2037,S3,D2,3274991,LNG_S3_2037,LNG,2037,228607,73000,D4,BioLNG,0.058730705288,11430.35,2286.07,0.15552411088
BEV_S3_2037,2037,S3,D3,1384988,BEV_S3_2037,BEV,2037,215849,73000,D4,Electricity,0.0,10792.45,2158.4900000000002,0.093036590388
Diesel_S3_2037,2037,S3,D3,1384988,Diesel_S3_2037,Diesel,2037,178760,73000,D4,B20,0.68313190356,8938.0,1787.6000000000001,0.36726815718
Diesel_S3_2037,2037,S3,D3,1384988,Diesel_S3_2037,Diesel,2037,178760,73000,D4,HVO,0.10926776116800001,8938.0,1787.6000000000001,0.34933711554
LNG_S3_2037,2037,S3,D3,1384988,LNG_S3_2037,LNG,2037,228607,73000,D4,LNG,0.38273651955000004,11430.35,2286.07,0.14346811907999998
LNG_S3_2037,2037,S3,D3,1384988,LNG_S3_2037,LNG,2037,228607,73000,D4,BioLNG,0.058730705288,11430.35,2286.07,0.15552411088
BEV_S3_2037,2037,S3,D4,292856,BEV_S3_2037,BEV,2037,215849,73000,D4,Electricity,0.0,10792.45,2158.4900000000002,0.093036590388
Diesel_S3_2037,2037,S3,D4,292856,Diesel_S3_2037,Diesel,2037,178760,73000,D4,B20,0.68313190356,8938.0,1787.6000000000001,0.36726815718
Diesel_S3_2037,2037,S3,D4,292856,Diesel_S3_2037,Diesel,2037,178760,73000,D4,HVO,0.10926776116800001,8938.0,1787.6000000000001,0.34933711554
LNG_S3_2037,2037,S3,D4,292856,LNG_S3_2037,LNG,2037,228607,73000,D4,LNG,0.38273651955000004,11430.35,2286.07,0.14346811907999998
LNG_S3_2037,2037,S3,D4,292856,LNG_S3_2037,LNG,2037,228607,73000,D4,BioLNG,0.058730705288,11430.35,2286.07,0.15552411088
