,Allocation,Year,Size,Distance_x,Demand (km),ID,Vehicle,Cost ($),Yearly range (km),Distance_y,Operating Year,Fuel,carbon_emissions,insurance_cost,maintenance_cost,fuel_costs
75,LNG_S4_2023,2024,S4,D1,15200,LNG_S4_2023,LNG,193454,118000,D4,2024,BioLNG,7416.792842576001,11607.24,5803.62,21194.868360640005
76,LNG_S4_2024,2024,S4,D1,15200,LNG_S4_2024,LNG,199258,118000,D4,2024,LNG,49073.243635080005,9962.900000000001,1992.5800000000002,19851.037875720005
77,LNG_S4_2024,2024,S4,D1,15200,LNG_S4_2024,LNG,199258,118000,D4,2024,BioLNG,7416.792842576001,9962.900000000001,1992.5800000000002,21194.868360640005
78,Diesel_S4_2023,2024,S4,D2,780979,Diesel_S4_2023,Diesel,151272,118000,D4,2024,B20,79078.90308788,9076.32,4538.16,32341.475824799996
79,Diesel_S4_2023,2024,S4,D2,780979,Diesel_S4_2023,Diesel,151272,118000,D4,2024,HVO,12648.764683664,9076.32,4538.16,46555.33136936
80,Diesel_S4_2024,2024,S4,D2,780979,Diesel_S4_2024,Diesel,155810,118000,D4,2024,B20,79078.90308788,7790.5,1558.1000000000001,32341.475824799996
81,Diesel_S4_2024,2024,S4,D2,780979,Diesel_S4_2024,Diesel,155810,118000,D4,2024,HVO,12648.764683664,7790.5,1558.1000000000001,46555.33136936
82,LNG_S4_2023,2024,S4,D2,780979,LNG_S4_2023,LNG,193454,118000,D4,2024,LNG,49073.243635080005,11607.24,5803.62,19851.037875720005
83,LNG_S4_2023,2024,S4,D2,780979,LNG_S4_2023,LNG,193454,118000,D4,2024,BioLNG,7416.792842576001,11607.24,5803.62,21194.868360640005
84,LNG_S4_2024,2024,S4,D2,780979,LNG_S4_2024,LNG,199258,118000,D4,2024,LNG,49073.243635080005,9962.900000000001,1992.5800000000002,19851.037875720005
85,LNG_S4_2024,2024,S4,D2,780979,LNG_S4_2024,LNG,199258,118000,D4,2024,BioLNG,7416.792842576001,9962.900000000001,1992.5800000000002,21194.868360640005
86,Diesel_S4_2023,2024,S4,D3,122186,Diesel_S4_2023,Diesel,151272,118000,D4,2024,B20,79078.90308788,9076.32,4538.16,32341.475824799996
87,Diesel_S4_2023,2024,S4,D3,122186,Diesel_S4_2023,Diesel,151272,118000,D4,2024,HVO,12648.764683664,9076.32,4538.16,46555.33136936
88,Diesel_S4_2024,2024,S4,D3,122186,Diesel_S4_2024,Diesel,155810,118000,D4,2024,B20,79078.90308788,7790.5,1558.1000000000001,32341.475824799996
89,Diesel_S4_2024,2024,S4,D3,122186,Diesel_S4_2024,Diesel,155810,118000,D4,2024,HVO,12648.764683664,7790.5,1558.1000000000001,46555.33136936
90,LNG_S4_2023,2024,S4,D3,122186,LNG_S4_2023,LNG,193454,118000,D4,2024,LNG,49073.243635080005,11607.24,5803.62,19851.037875720005
91,LNG_S4_2023,2024,S4,D3,122186,LNG_S4_2023,LNG,193454,118000,D4,2024,BioLNG,7416.792842576001,11607.24,5803.62,21194.868360640005
92,LNG_S4_2024,2024,S4,D3,122186,LNG_S4_2024,LNG,199258,118000,D4,2024,LNG,49073.243635080005,9962.900000000001,1992.5800000000002,19851.037875720005
93,LNG_S4_2024,2024,S4,D3,122186,LNG_S4_2024,LNG,199258,118000,D4,2024,BioLNG,7416.792842576001,9962.900000000001,1992.5800000000002,21194.868360640005
94,Diesel_S4_2023,2024,S4,D4,1893,Diesel_S4_2023,Diesel,151272,118000,D4,2024,B20,79078.90308788,9076.32,4538.16,32341.475824799996
95,Diesel_S4_2023,2024,S4,D4,1893,Diesel_S4_2023,Diesel,151272,118000,D4,2024,HVO,12648.764683664,9076.32,4538.16,46555.33136936
96,Diesel_S4_2024,2024,S4,D4,1893,Diesel_S4_2024,Diesel,155810,118000,D4,2024,B20,79078.90308788,7790.5,1558.1000000000001,32341.475824799996
97,Diesel_S4_2024,2024,S4,D4,1893,Diesel_S4_2024,Diesel,155810,118000,D4,2024,HVO,12648.764683664,7790.5,1558.1000000000001,46555.33136936
98,LNG_S4_2023,2024,S4,D4,1893,LNG_S4_2023,LNG,193454,118000,D4,2024,LNG,49073.243635080005,11607.24,5803.62,19851.037875720005
99,LNG_S4_2023,2024,S4,D4,1893,LNG_S4_2023,LNG,193454,118000,D4,2024,BioLNG,7416.792842576001,11607.24,5803.62,21194.868360640005
100,LNG_S4_2024,2024,S4,D4,1893,LNG_S4_2024,LNG,199258,118000,D4,2024,LNG,49073.243635080005,9962.900000000001,1992.5800000000002,19851.037875720005
101,LNG_S4_2024,2024,S4,D4,1893,LNG_S4_2024,LNG,199258,118000,D4,2024,BioLNG,7416.792842576001,9962.900000000001,1992.5800000000002,21194.868360640005
102,BEV_S3_2023,2024,S3,D1,2239440,BEV_S3_2023,BEV,309090,73000,D1,2024,Electricity,0.0,18545.399999999998,9272.699999999999,12069.383922747
103,BEV_S3_2024,2024,S3,D1,2239440,BEV_S3_2024,BEV,293636,73000,D1,2024,Electricity,0.0,14681.800000000001,2936.36,12069.383922747
104,Diesel_S3_2023,2024,S3,D1,2239440,Diesel_S3_2023,Diesel,118181,73000,D4,2024,B20,49868.62895988,7090.86,3545.43,20395.1369448
105,Diesel_S3_2023,2024,S3,D1,2239440,Diesel_S3_2023,Diesel,118181,73000,D4,2024,HVO,7976.5465652640005,7090.86,3545.43,29358.65895336
106,Diesel_S3_2024,2024,S3,D1,2239440,Diesel_S3_2024,Diesel,121727,73000,D4,2024,B20,49868.62895988,6086.35,1217.27,20395.1369448
107,Diesel_S3_2024,2024,S3,D1,2239440,Diesel_S3_2024,Diesel,121727,73000,D4,2024,HVO,7976.5465652640005,6086.35,1217.27,29358.65895336
108,LNG_S3_2023,2024,S3,D1,2239440,LNG_S3_2023,LNG,151136,73000,D4,2024,LNG,29914.03448901,9068.16,4534.08,12100.78217109
109,LNG_S3_2023,2024,S3,D1,2239440,LNG_S3_2023,LNG,151136,73000,D4,2024,BioLNG,4549.567924148,9068.16,4534.08,13001.238580719999
110,LNG_S3_2024,2024,S3,D1,2239440,LNG_S3_2024,LNG,155670,73000,D4,2024,LNG,29914.03448901,7783.5,1556.7,12100.78217109
111,LNG_S3_2024,2024,S3,D1,2239440,LNG_S3_2024,LNG,155670,73000,D4,2024,BioLNG,4549.567924148,7783.5,1556.7,13001.238580719999
112,Diesel_S3_2023,2024,S3,D2,2453497,Diesel_S3_2023,Diesel,118181,73000,D4,2024,B20,49868.62895988,7090.86,3545.43,20395.1369448
113,Diesel_S3_2023,2024,S3,D2,2453497,Diesel_S3_2023,Diesel,118181,73000,D4,2024,HVO,7976.5465652640005,7090.86,3545.43,29358.65895336
114,Diesel_S3_2024,2024,S3,D2,2453497,Diesel_S3_2024,Diesel,121727,73000,D4,2024,B20,49868.62895988,6086.35,1217.27,20395.1369448
115,Diesel_S3_2024,2024,S3,D2,2453497,Diesel_S3_2024,Diesel,121727,73000,D4,2024,HVO,7976.5465652640005,6086.35,1217.27,29358.65895336
116,LNG_S3_2023,2024,S3,D2,2453497,LNG_S3_2023,LNG,151136,73000,D4,2024,LNG,29914.03448901,9068.16,4534.08,12100.78217109
117,LNG_S3_2023,2024,S3,D2,2453497,LNG_S3_2023,LNG,151136,73000,D4,2024,BioLNG,4549.567924148,9068.16,4534.08,13001.238580719999
118,LNG_S3_2024,2024,S3,D2,2453497,LNG_S3_2024,LNG,155670,73000,D4,2024,LNG,29914.03448901,7783.5,1556.7,12100.78217109
119,LNG_S3_2024,2024,S3,D2,2453497,LNG_S3_2024,LNG,155670,73000,D4,2024,BioLNG,4549.567924148,7783.5,1556.7,13001.238580719999
120,Diesel_S3_2023,2024,S3,D3,1029375,Diesel_S3_2023,Diesel,118181,73000,D4,2024,B20,49868.62895988,7090.86,3545.43,20395.1369448
121,Diesel_S3_2023,2024,S3,D3,1029375,Diesel_S3_2023,Diesel,118181,73000,D4,2024,HVO,7976.5465652640005,7090.86,3545.43,29358.65895336
122,Diesel_S3_2024,2024,S3,D3,1029375,Diesel_S3_2024,Diesel,121727,73000,D4,2024,B20,49868.62895988,6086.35,1217.27,20395.1369448
123,Diesel_S3_2024,2024,S3,D3,1029375,Diesel_S3_2024,Diesel,121727,73000,D4,2024,HVO,7976.5465652640005,6086.35,1217.27,29358.65895336
124,LNG_S3_2023,2024,S3,D3,1029375,LNG_S3_2023,LNG,151136,73000,D4,2024,LNG,29914.03448901,9068.16,4534.08,12100.78217109
125,LNG_S3_2023,2024,S3,D3,1029375,LNG_S3_2023,LNG,151136,73000,D4,2024,BioLNG,4549.567924148,9068.16,4534.08,13001.238580719999
126,LNG_S3_2024,2024,S3,D3,1029375,LNG_S3_2024,LNG,155670,73000,D4,2024,LNG,29914.03448901,7783.5,1556.7,12100.78217109
127,LNG_S3_2024,2024,S3,D3,1029375,LNG_S3_2024,LNG,155670,73000,D4,2024,BioLNG,4549.567924148,7783.5,1556.7,13001.238580719999
128,Diesel_S3_2023,2024,S3,D4,208440,Diesel_S3_2023,Diesel,118181,73000,D4,2024,B20,49868.62895988,7090.86,3545.43,20395.1369448
129,Diesel_S3_2023,2024,S3,D4,208440,Diesel_S3_2023,Diesel,118181,73000,D4,2024,HVO,7976.5465652640005,7090.86,3545.43,29358.65895336
130,Diesel_S3_2024,2024,S3,D4,208440,Diesel_S3_2024,Diesel,121727,73000,D4,2024,B20,49868.62895988,6086.35,1217.27,20395.1369448
131,Diesel_S3_2024,2024,S3,D4,208440,Diesel_S3_2024,Diesel,121727,73000,D4,2024,HVO,7976.5465652640005,6086.35,1217.27,29358.65895336
132,LNG_S3_2023,2024,S3,D4,208440,LNG_S3_2023,LNG,151136,73000,D4,2024,LNG,29914.03448901,9068.16,4534.08,12100.78217109
133,LNG_S3_2023,2024,S3,D4,208440,LNG_S3_2023,LNG,151136,73000,D4,2024,BioLNG,4549.567924148,9068.16,4534.08,13001.238580719999
134,LNG_S3_2024,2024,S3,D4,208440,LNG_S3_2024,LNG,155670,73000,D4,2024,LNG,29914.03448901,7783.5,1556.7,12100.78217109
135,LNG_S3_2024,2024,S3,D4,208440,LNG_S3_2024,LNG,155670,73000,D4,2024,BioLNG,4549.567924148,7783.5,1556.7,13001.238580719999
