,Allocation,Year,Size,Distance_x,Demand (km),ID,Vehicle,Cost ($),Yearly range (km),Distance_y,Operating Year,Fuel,carbon_emissions,insurance_cost,maintenance_cost,fuel_costs
125,LNG_S1_2035,2035,S1,D2,3746146,LNG_S1_2035,LNG,142576,102000,D4,2035,LNG,39239.462184300006,7128.8,1425.76,14882.235902100001
126,LNG_S1_2035,2035,S1,D2,3746146,LNG_S1_2035,LNG,142576,102000,D4,2035,BioLNG,5959.226708418,7128.8,1425.76,15966.530724899998
127,BEV_S1_2029,2035,S1,D3,4476447,BEV_S1_2029,BEV,137462,102000,D3,2035,Electricity,0.0,15120.82,17870.06,10401.367488119999
128,BEV_S1_2030,2035,S1,D3,4476447,BEV_S1_2030,BEV,130589,102000,D3,2035,Electricity,0.0,13058.900000000001,14364.79,10401.367488119999
129,BEV_S1_2031,2035,S1,D3,4476447,BEV_S1_2031,BEV,130589,102000,D3,2035,Electricity,0.0,11753.01,11753.01,10401.367488119999
130,BEV_S1_2032,2035,S1,D3,4476447,BEV_S1_2032,BEV,130589,102000,D4,2035,Electricity,0.0,10447.12,9141.230000000001,10401.367488119999
131,BEV_S1_2033,2035,S1,D3,4476447,BEV_S1_2033,BEV,130589,102000,D4,2035,Electricity,0.0,9141.230000000001,6529.450000000001,10401.367488119999
132,BEV_S1_2034,2035,S1,D3,4476447,BEV_S1_2034,BEV,130589,102000,D4,2035,Electricity,0.0,7835.34,3917.67,10401.367488119999
133,BEV_S1_2035,2035,S1,D3,4476447,BEV_S1_2035,BEV,130589,102000,D4,2035,Electricity,0.0,6529.450000000001,1305.89,10401.367488119999
134,Diesel_S1_2023,2035,S1,D3,4476447,Diesel_S1_2023,Diesel,85000,102000,D4,2035,B20,69347.97596256,,,35746.99378272
135,Diesel_S1_2023,2035,S1,D3,4476447,Diesel_S1_2023,Diesel,85000,102000,D4,2035,HVO,11092.291306368,,,36239.707491839996
136,Diesel_S1_2024,2035,S1,D3,4476447,Diesel_S1_2024,Diesel,87550,102000,D4,2035,B20,69347.97596256,,,35746.99378272
137,Diesel_S1_2024,2035,S1,D3,4476447,Diesel_S1_2024,Diesel,87550,102000,D4,2035,HVO,11092.291306368,,,36239.707491839996
138,Diesel_S1_2025,2035,S1,D3,4476447,Diesel_S1_2025,Diesel,90176,102000,D4,2035,B20,69347.97596256,,,35746.99378272
139,Diesel_S1_2025,2035,S1,D3,4476447,Diesel_S1_2025,Diesel,90176,102000,D4,2035,HVO,11092.291306368,,,36239.707491839996
140,Diesel_S1_2026,2035,S1,D3,4476447,Diesel_S1_2026,Diesel,92881,102000,D4,2035,B20,69347.97596256,13003.340000000002,17647.39,35746.99378272
141,Diesel_S1_2026,2035,S1,D3,4476447,Diesel_S1_2026,Diesel,92881,102000,D4,2035,HVO,11092.291306368,13003.340000000002,17647.39,36239.707491839996
142,Diesel_S1_2027,2035,S1,D3,4476447,Diesel_S1_2027,Diesel,95668,102000,D4,2035,B20,69347.97596256,12436.84,16263.560000000001,35746.99378272
143,Diesel_S1_2027,2035,S1,D3,4476447,Diesel_S1_2027,Diesel,95668,102000,D4,2035,HVO,11092.291306368,12436.84,16263.560000000001,36239.707491839996
144,Diesel_S1_2028,2035,S1,D3,4476447,Diesel_S1_2028,Diesel,98538,102000,D4,2035,B20,69347.97596256,11824.56,14780.699999999999,35746.99378272
145,Diesel_S1_2028,2035,S1,D3,4476447,Diesel_S1_2028,Diesel,98538,102000,D4,2035,HVO,11092.291306368,11824.56,14780.699999999999,36239.707491839996
146,Diesel_S1_2029,2035,S1,D3,4476447,Diesel_S1_2029,Diesel,101494,102000,D4,2035,B20,69347.97596256,11164.34,13194.220000000001,35746.99378272
147,Diesel_S1_2029,2035,S1,D3,4476447,Diesel_S1_2029,Diesel,101494,102000,D4,2035,HVO,11092.291306368,11164.34,13194.220000000001,36239.707491839996
148,Diesel_S1_2030,2035,S1,D3,4476447,Diesel_S1_2030,Diesel,104539,102000,D4,2035,B20,69347.97596256,10453.900000000001,11499.29,35746.99378272
149,Diesel_S1_2030,2035,S1,D3,4476447,Diesel_S1_2030,Diesel,104539,102000,D4,2035,HVO,11092.291306368,10453.900000000001,11499.29,36239.707491839996
150,Diesel_S1_2031,2035,S1,D3,4476447,Diesel_S1_2031,Diesel,107675,102000,D4,2035,B20,69347.97596256,9690.75,9690.75,35746.99378272
151,Diesel_S1_2031,2035,S1,D3,4476447,Diesel_S1_2031,Diesel,107675,102000,D4,2035,HVO,11092.291306368,9690.75,9690.75,36239.707491839996
152,Diesel_S1_2032,2035,S1,D3,4476447,Diesel_S1_2032,Diesel,110905,102000,D4,2035,B20,69347.97596256,8872.4,7763.35,35746.99378272
153,Diesel_S1_2032,2035,S1,D3,4476447,Diesel_S1_2032,Diesel,110905,102000,D4,2035,HVO,11092.291306368,8872.4,7763.35,36239.707491839996
154,Diesel_S1_2033,2035,S1,D3,4476447,Diesel_S1_2033,Diesel,114232,102000,D4,2035,B20,69347.97596256,7996.240000000001,5711.6,35746.99378272
155,Diesel_S1_2033,2035,S1,D3,4476447,Diesel_S1_2033,Diesel,114232,102000,D4,2035,HVO,11092.291306368,7996.240000000001,5711.6,36239.707491839996
156,Diesel_S1_2034,2035,S1,D3,4476447,Diesel_S1_2034,Diesel,117659,102000,D4,2035,B20,69347.97596256,7059.54,3529.77,35746.99378272
157,Diesel_S1_2034,2035,S1,D3,4476447,Diesel_S1_2034,Diesel,117659,102000,D4,2035,HVO,11092.291306368,7059.54,3529.77,36239.707491839996
158,Diesel_S1_2035,2035,S1,D3,4476447,Diesel_S1_2035,Diesel,121189,102000,D4,2035,B20,69347.97596256,6059.450000000001,1211.89,35746.99378272
159,Diesel_S1_2035,2035,S1,D3,4476447,Diesel_S1_2035,Diesel,121189,102000,D4,2035,HVO,11092.291306368,6059.450000000001,1211.89,36239.707491839996
160,LNG_S1_2023,2035,S1,D3,4476447,LNG_S1_2023,LNG,100000,102000,D4,2035,LNG,41971.14852966,,,15918.274582020002
161,LNG_S1_2023,2035,S1,D3,4476447,LNG_S1_2023,LNG,100000,102000,D4,2035,BioLNG,6375.2658937020005,,,17081.2227411
162,LNG_S1_2024,2035,S1,D3,4476447,LNG_S1_2024,LNG,103000,102000,D4,2035,LNG,41971.14852966,,,15918.274582020002
163,LNG_S1_2024,2035,S1,D3,4476447,LNG_S1_2024,LNG,103000,102000,D4,2035,BioLNG,6375.2658937020005,,,17081.2227411
164,LNG_S1_2025,2035,S1,D3,4476447,LNG_S1_2025,LNG,106090,102000,D4,2035,LNG,41971.14852966,,,15918.274582020002
165,LNG_S1_2025,2035,S1,D3,4476447,LNG_S1_2025,LNG,106090,102000,D4,2035,BioLNG,6375.2658937020005,,,17081.2227411
166,LNG_S1_2026,2035,S1,D3,4476447,LNG_S1_2026,LNG,109272,102000,D4,2035,LNG,41761.68204978,15298.080000000002,20761.68,15838.83084366
167,LNG_S1_2026,2035,S1,D3,4476447,LNG_S1_2026,LNG,109272,102000,D4,2035,BioLNG,6299.646969600001,15298.080000000002,20761.68,16878.61728
168,LNG_S1_2027,2035,S1,D3,4476447,LNG_S1_2027,LNG,112550,102000,D4,2035,LNG,41072.9278617,14631.5,19133.5,15577.609059900002
169,LNG_S1_2027,2035,S1,D3,4476447,LNG_S1_2027,LNG,112550,102000,D4,2035,BioLNG,6155.550265326001,14631.5,19133.5,16492.5395943
170,LNG_S1_2028,2035,S1,D3,4476447,LNG_S1_2028,LNG,115927,102000,D4,2035,LNG,39929.73792066,13911.24,17389.05,15144.034759020002
