Operating Year,ID,Num_Vehicles,Type,Fuel,Distance_bucket,Distance_per_vehicle(km),Yearly range (km),Vehicle_Year
2023,BEV_S2_2023,18,Buy,Electricity,D1,17027.0,106000,2023
2023,BEV_S2_2023,4,Buy,Electricity,D1,80692.0,106000,2023
2023,BEV_S2_2023,40,Buy,Electricity,D1,34455.57,106000,2023
2023,BEV_S2_2023,10,Buy,Electricity,D1,79430.81,106000,2023
2023,BEV_S2_2023,30,Buy,Electricity,D1,41799.0,106000,2023
2023,BEV_S2_2023,4,Buy,Electricity,D1,23013.0,106000,2023
2023,BEV_S2_2023,8,Buy,Electricity,D1,58748.0,106000,2023
2023,BEV_S2_2023,17,Buy,Electricity,D1,2569.57,106000,2023
2023,BEV_S2_2023,35,Buy,Electricity,D1,81692.0,106000,2023
2023,BEV_S2_2023,5,Buy,Electricity,D1,101097.77,106000,2023
2023,BEV_S2_2023,27,Buy,Electricity,D1,19122.72,106000,2023
2023,BEV_S2_2023,37,Buy,Electricity,D1,64848.0,106000,2023
2023,BEV_S2_2023,7,Buy,Electricity,D1,91571.8,106000,2023
2023,BEV_S2_2023,33,Buy,Electricity,D1,30605.0,106000,2023
2023,BEV_S2_2023,18,Buy,Electricity,D1,71757.0,106000,2023
2023,Diesel_S2_2023,44,Buy,B20,D4,42629.0,106000,2023
2023,Diesel_S2_2023,6,Buy,B20,D4,10617.0,106000,2023
2023,Diesel_S2_2023,22,Buy,B20,D4,43283.71,106000,2023
2023,Diesel_S2_2023,25,Buy,B20,D4,92187.0,106000,2023
2023,Diesel_S2_2023,3,Buy,B20,D4,24918.0,106000,2023
2023,Diesel_S2_2023,8,Buy,B20,D4,58830.82,106000,2023
2023,Diesel_S2_2023,45,Buy,B20,D4,45911.0,106000,2023
2023,Diesel_S2_2023,12,Buy,B20,D4,47024.63,106000,2023
2023,Diesel_S2_2023,29,Buy,B20,D4,92113.1,106000,2023
2023,Diesel_S2_2023,32,Buy,B20,D4,21499.0,106000,2023
2023,Diesel_S2_2023,2,Buy,B20,D4,54525.0,106000,2023
2023,Diesel_S2_2023,17,Buy,B20,D4,15316.0,106000,2023
2023,Diesel_S2_2023,19,Buy,B20,D4,56680.0,106000,2023
2023,Diesel_S2_2023,15,Buy,B20,D4,7699.0,106000,2023
2023,Diesel_S2_2023,22,Buy,B20,D4,87107.0,106000,2023
2023,Diesel_S2_2023,48,Buy,B20,D4,73600.0,106000,2023
2023,Diesel_S2_2023,5,Buy,HVO,D4,71125.0,106000,2023
2023,Diesel_S2_2023,42,Buy,HVO,D4,4908.55,106000,2023
2023,Diesel_S2_2023,17,Buy,HVO,D4,32933.44,106000,2023
2023,Diesel_S2_2023,17,Buy,HVO,D4,64957.84,106000,2023
2023,Diesel_S2_2023,6,Buy,HVO,D4,10091.0,106000,2023
2023,Diesel_S2_2023,33,Buy,HVO,D4,21697.0,106000,2023
2023,Diesel_S2_2023,23,Buy,HVO,D4,62725.34,106000,2023
2023,Diesel_S2_2023,4,Buy,HVO,D4,19647.0,106000,2023
2023,Diesel_S2_2023,9,Buy,HVO,D4,32989.25,106000,2023
2023,Diesel_S2_2023,29,Buy,HVO,D4,5397.0,106000,2023
2023,Diesel_S2_2023,42,Buy,HVO,D4,18440.0,106000,2023
2023,Diesel_S2_2023,11,Buy,HVO,D4,26319.0,106000,2023
2023,Diesel_S2_2023,39,Buy,HVO,D4,35065.85,106000,2023
2023,Diesel_S2_2023,29,Buy,HVO,D4,27685.0,106000,2023
2023,Diesel_S2_2023,32,Buy,HVO,D4,15823.0,106000,2023
2023,Diesel_S2_2023,45,Buy,HVO,D4,83176.64,106000,2023
2023,LNG_S2_2023,14,Buy,LNG,D4,3368.0,106000,2023
2023,LNG_S2_2023,44,Buy,LNG,D4,20115.0,106000,2023
2023,LNG_S2_2023,3,Buy,LNG,D4,29.59,106000,2023
2023,LNG_S2_2023,38,Buy,LNG,D4,26872.0,106000,2023
2023,LNG_S2_2023,8,Buy,LNG,D4,35600.65,106000,2023
2023,LNG_S2_2023,24,Buy,LNG,D4,36579.28,106000,2023
2023,LNG_S2_2023,31,Buy,LNG,D4,5222.24,106000,2023
2023,LNG_S2_2023,18,Buy,LNG,D4,40549.88,106000,2023
2023,LNG_S2_2023,4,Buy,LNG,D4,89200.0,106000,2023
2023,LNG_S2_2023,48,Buy,LNG,D4,52675.0,106000,2023
2023,LNG_S2_2023,35,Buy,LNG,D4,18018.0,106000,2023
2023,LNG_S2_2023,17,Buy,LNG,D4,6298.37,106000,2023
2023,LNG_S2_2023,19,Buy,LNG,D4,57495.0,106000,2023
2023,LNG_S2_2023,43,Buy,LNG,D4,8993.0,106000,2023
2023,LNG_S2_2023,19,Buy,LNG,D4,39659.0,106000,2023
2023,LNG_S2_2023,29,Buy,LNG,D4,100202.02,106000,2023
2023,LNG_S2_2023,6,Buy,BioLNG,D4,104482.01,106000,2023
2023,LNG_S2_2023,31,Buy,BioLNG,D4,79678.0,106000,2023
2023,LNG_S2_2023,5,Buy,BioLNG,D4,11811.47,106000,2023
2023,LNG_S2_2023,33,Buy,BioLNG,D4,27075.81,106000,2023
2023,LNG_S2_2023,38,Buy,BioLNG,D4,66782.0,106000,2023
2023,LNG_S2_2023,44,Buy,BioLNG,D4,38253.0,106000,2023
2023,LNG_S2_2023,46,Buy,BioLNG,D4,68374.64,106000,2023
2023,LNG_S2_2023,30,Buy,BioLNG,D4,5223.41,106000,2023
2023,LNG_S2_2023,28,Buy,BioLNG,D4,36830.88,106000,2023
2023,LNG_S2_2023,40,Buy,BioLNG,D4,62928.0,106000,2023
2023,LNG_S2_2023,28,Buy,BioLNG,D4,13372.0,106000,2023
2023,LNG_S2_2023,30,Buy,BioLNG,D4,96571.9,106000,2023
2023,LNG_S2_2023,9,Buy,BioLNG,D4,14182.63,106000,2023
2023,LNG_S2_2023,12,Buy,BioLNG,D4,85456.0,106000,2023
2023,LNG_S2_2023,34,Buy,BioLNG,D4,99725.26,106000,2023
2023,LNG_S2_2023,15,Buy,BioLNG,D4,39694.0,106000,2023
2023,BEV_S4_2023,42,Buy,Electricity,D1,100477.0,118000,2023
2023,BEV_S4_2023,49,Buy,Electricity,D1,34806.48,118000,2023
2023,BEV_S4_2023,14,Buy,Electricity,D1,79548.0,118000,2023
2023,BEV_S4_2023,20,Buy,Electricity,D1,98526.54,118000,2023
2023,BEV_S4_2023,42,Buy,Electricity,D1,64962.0,118000,2023
2023,BEV_S4_2023,13,Buy,Electricity,D1,104025.42,118000,2023
2023,BEV_S4_2023,45,Buy,Electricity,D1,87407.77,118000,2023
2023,BEV_S4_2023,44,Buy,Electricity,D1,115504.0,118000,2023
2023,BEV_S4_2023,17,Buy,Electricity,D1,17572.0,118000,2023
2023,BEV_S4_2023,38,Buy,Electricity,D1,47310.31,118000,2023
2023,BEV_S4_2023,15,Buy,Electricity,D1,40860.0,118000,2023
2023,BEV_S4_2023,37,Buy,Electricity,D1,31574.6,118000,2023
2023,BEV_S4_2023,5,Buy,Electricity,D1,109030.68,118000,2023
2023,BEV_S4_2023,48,Buy,Electricity,D1,38171.81,118000,2023
2023,BEV_S4_2023,1,Buy,Electricity,D1,70468.0,118000,2023
2023,BEV_S4_2023,50,Buy,Electricity,D1,18841.96,118000,2023
2023,Diesel_S4_2023,18,Buy,B20,D4,32677.53,118000,2023
2023,Diesel_S4_2023,43,Buy,B20,D4,56331.56,118000,2023
2023,Diesel_S4_2023,45,Buy,B20,D4,14143.13,118000,2023
2023,Diesel_S4_2023,35,Buy,B20,D4,73725.0,118000,2023
2023,Diesel_S4_2023,12,Buy,B20,D4,103656.79,118000,2023
2023,Diesel_S4_2023,24,Buy,B20,D4,3659.0,118000,2023
2023,Diesel_S4_2023,7,Buy,B20,D4,83346.0,118000,2023
2023,Diesel_S4_2023,15,Buy,B20,D4,109527.0,118000,2023
2023,Diesel_S4_2023,47,Buy,B20,D4,98353.0,118000,2023
2023,Diesel_S4_2023,44,Buy,B20,D4,74781.01,118000,2023
2023,Diesel_S4_2023,2,Buy,B20,D4,89242.0,118000,2023
2023,Diesel_S4_2023,15,Buy,B20,D4,80649.7,118000,2023
2023,Diesel_S4_2023,38,Buy,B20,D4,89718.0,118000,2023
2023,Diesel_S4_2023,7,Buy,B20,D4,57110.0,118000,2023
2023,Diesel_S4_2023,48,Buy,B20,D4,85043.0,118000,2023
2023,Diesel_S4_2023,45,Buy,B20,D4,110738.0,118000,2023
2023,Diesel_S4_2023,21,Buy,HVO,D4,10048.98,118000,2023
2023,Diesel_S4_2023,36,Buy,HVO,D4,56225.0,118000,2023
2023,Diesel_S4_2023,47,Buy,HVO,D4,94024.0,118000,2023
2023,Diesel_S4_2023,33,Buy,HVO,D4,19381.0,118000,2023
2023,Diesel_S4_2023,35,Buy,HVO,D4,51223.31,118000,2023
2023,Diesel_S4_2023,43,Buy,HVO,D4,26731.96,118000,2023
2023,Diesel_S4_2023,29,Buy,HVO,D4,86063.29,118000,2023
2023,Diesel_S4_2023,38,Buy,HVO,D4,29623.0,118000,2023
2023,Diesel_S4_2023,37,Buy,HVO,D4,16158.28,118000,2023
2023,Diesel_S4_2023,19,Buy,HVO,D4,82620.0,118000,2023
2023,Diesel_S4_2023,43,Buy,HVO,D4,100321.0,118000,2023
2023,Diesel_S4_2023,36,Buy,HVO,D4,24446.0,118000,2023
2023,Diesel_S4_2023,40,Buy,HVO,D4,100817.0,118000,2023
2023,Diesel_S4_2023,36,Buy,HVO,D4,99664.31,118000,2023
2023,Diesel_S4_2023,2,Buy,HVO,D4,71940.0,118000,2023
2023,Diesel_S4_2023,30,Buy,HVO,D4,63966.0,118000,2023
2023,LNG_S4_2023,13,Buy,LNG,D4,71581.42,118000,2023
2023,LNG_S4_2023,7,Buy,LNG,D4,43875.5,118000,2023
2023,LNG_S4_2023,50,Buy,LNG,D4,35647.07,118000,2023
2023,LNG_S4_2023,50,Buy,LNG,D4,49255.0,118000,2023
2023,LNG_S4_2023,4,Buy,LNG,D4,116707.0,118000,2023
2023,LNG_S4_2023,33,Buy,LNG,D4,108467.0,118000,2023
2023,LNG_S4_2023,50,Buy,LNG,D4,24896.0,118000,2023
2023,LNG_S4_2023,36,Buy,LNG,D4,106558.35,118000,2023
2023,LNG_S4_2023,14,Buy,LNG,D4,35046.0,118000,2023
2023,LNG_S4_2023,12,Buy,LNG,D4,65980.0,118000,2023
2023,LNG_S4_2023,18,Buy,LNG,D4,4767.0,118000,2023
2023,LNG_S4_2023,5,Buy,LNG,D4,59620.0,118000,2023
2023,LNG_S4_2023,24,Buy,LNG,D4,88652.0,118000,2023
2023,LNG_S4_2023,48,Buy,LNG,D4,108509.0,118000,2023
2023,LNG_S4_2023,11,Buy,LNG,D4,53260.0,118000,2023
2023,LNG_S4_2023,39,Buy,LNG,D4,104900.2,118000,2023
2023,LNG_S4_2023,49,Buy,BioLNG,D4,45957.0,118000,2023
2023,LNG_S4_2023,8,Buy,BioLNG,D4,46324.0,118000,2023
2023,LNG_S4_2023,41,Buy,BioLNG,D4,56685.93,118000,2023
2023,LNG_S4_2023,27,Buy,BioLNG,D4,31407.0,118000,2023
2023,LNG_S4_2023,41,Buy,BioLNG,D4,113571.0,118000,2023
2023,LNG_S4_2023,49,Buy,BioLNG,D4,82184.0,118000,2023
2023,LNG_S4_2023,47,Buy,BioLNG,D4,71428.0,118000,2023
2023,LNG_S4_2023,23,Buy,BioLNG,D4,99179.0,118000,2023
2023,LNG_S4_2023,15,Buy,BioLNG,D4,11096.82,118000,2023
2023,LNG_S4_2023,32,Buy,BioLNG,D4,1700.15,118000,2023
2023,LNG_S4_2023,22,Buy,BioLNG,D4,117073.06,118000,2023
2023,LNG_S4_2023,8,Buy,BioLNG,D4,116152.61,118000,2023
2023,LNG_S4_2023,37,Buy,BioLNG,D4,85599.62,118000,2023
2023,LNG_S4_2023,17,Buy,BioLNG,D4,29680.88,118000,2023
2023,LNG_S4_2023,7,Buy,BioLNG,D4,77701.0,118000,2023
2023,LNG_S4_2023,43,Buy,BioLNG,D4,111796.0,118000,2023
2023,BEV_S3_2023,35,Buy,Electricity,D1,23920.0,73000,2023
2023,BEV_S3_2023,44,Buy,Electricity,D1,54463.21,73000,2023
2023,BEV_S3_2023,14,Buy,Electricity,D1,55208.0,73000,2023
2023,BEV_S3_2023,18,Buy,Electricity,D1,3068.48,73000,2023
2023,BEV_S3_2023,32,Buy,Electricity,D1,72702.24,73000,2023
2023,BEV_S3_2023,22,Buy,Electricity,D1,17691.45,73000,2023
2023,BEV_S3_2023,35,Buy,Electricity,D1,38973.0,73000,2023
2023,BEV_S3_2023,46,Buy,Electricity,D1,43599.92,73000,2023
2023,BEV_S3_2023,2,Buy,Electricity,D1,34026.02,73000,2023
2023,BEV_S3_2023,6,Buy,Electricity,D1,33000.0,73000,2023
2023,BEV_S3_2023,48,Buy,Electricity,D1,33452.0,73000,2023
2023,BEV_S3_2023,39,Buy,Electricity,D1,11827.05,73000,2023
2023,BEV_S3_2023,32,Buy,Electricity,D1,64098.33,73000,2023
2023,BEV_S3_2023,29,Buy,Electricity,D1,1364.0,73000,2023
2023,BEV_S3_2023,39,Buy,Electricity,D1,22068.0,73000,2023
2023,BEV_S3_2023,49,Buy,Electricity,D1,34337.0,73000,2023
2023,Diesel_S3_2023,44,Buy,B20,D4,23393.34,73000,2023
2023,Diesel_S3_2023,37,Buy,B20,D4,15214.51,73000,2023
2023,Diesel_S3_2023,33,Buy,B20,D4,72324.0,73000,2023
2023,Diesel_S3_2023,10,Buy,B20,D4,10651.72,73000,2023
2023,Diesel_S3_2023,50,Buy,B20,D4,30218.41,73000,2023
2023,Diesel_S3_2023,41,Buy,B20,D4,71328.63,73000,2023
2023,Diesel_S3_2023,17,Buy,B20,D4,4548.0,73000,2023
2023,Diesel_S3_2023,36,Buy,B20,D4,6144.0,73000,2023
2023,Diesel_S3_2023,4,Buy,B20,D4,31797.0,73000,2023
2023,Diesel_S3_2023,40,Buy,B20,D4,56309.0,73000,2023
2023,Diesel_S3_2023,38,Buy,B20,D4,24708.0,73000,2023
2023,Diesel_S3_2023,4,Buy,B20,D4,53675.8,73000,2023
2023,Diesel_S3_2023,41,Buy,B20,D4,4895.59,73000,2023
2023,Diesel_S3_2023,36,Buy,B20,D4,40185.0,73000,2023
2023,Diesel_S3_2023,2,Buy,B20,D4,30466.0,73000,2023
2023,Diesel_S3_2023,4,Buy,B20,D4,37857.4,73000,2023
2023,Diesel_S3_2023,28,Buy,HVO,D4,41178.81,73000,2023
2023,Diesel_S3_2023,14,Buy,HVO,D4,5079.26,73000,2023
2023,Diesel_S3_2023,34,Buy,HVO,D4,33973.0,73000,2023
2023,Diesel_S3_2023,15,Buy,HVO,D4,18262.0,73000,2023
2023,Diesel_S3_2023,9,Buy,HVO,D4,51933.0,73000,2023
2023,Diesel_S3_2023,5,Buy,HVO,D4,53349.0,73000,2023
2023,Diesel_S3_2023,47,Buy,HVO,D4,13768.79,73000,2023
2023,Diesel_S3_2023,22,Buy,HVO,D4,16874.28,73000,2023
2023,Diesel_S3_2023,46,Buy,HVO,D4,24682.51,73000,2023
2023,Diesel_S3_2023,29,Buy,HVO,D4,23734.0,73000,2023
2023,Diesel_S3_2023,23,Buy,HVO,D4,67890.76,73000,2023
2023,Diesel_S3_2023,15,Buy,HVO,D4,58778.84,73000,2023
2023,Diesel_S3_2023,1,Buy,HVO,D4,58457.52,73000,2023
2023,Diesel_S3_2023,38,Buy,HVO,D4,48067.3,73000,2023
2023,Diesel_S3_2023,10,Buy,HVO,D4,31105.0,73000,2023
2023,Diesel_S3_2023,34,Buy,HVO,D4,6962.51,73000,2023
2023,LNG_S3_2023,6,Buy,LNG,D4,61093.76,73000,2023
2023,LNG_S3_2023,15,Buy,LNG,D4,6400.0,73000,2023
2023,LNG_S3_2023,23,Buy,LNG,D4,11490.7,73000,2023
2023,LNG_S3_2023,16,Buy,LNG,D4,34404.47,73000,2023
2023,LNG_S3_2023,20,Buy,LNG,D4,53834.0,73000,2023
2023,LNG_S3_2023,13,Buy,LNG,D4,1774.0,73000,2023
2023,LNG_S3_2023,40,Buy,LNG,D4,11950.0,73000,2023
2023,LNG_S3_2023,33,Buy,LNG,D4,55917.0,73000,2023
2023,LNG_S3_2023,31,Buy,LNG,D4,43283.0,73000,2023
2023,LNG_S3_2023,21,Buy,LNG,D4,70023.0,73000,2023
2023,LNG_S3_2023,21,Buy,LNG,D4,57761.0,73000,2023
2023,LNG_S3_2023,6,Buy,LNG,D4,37609.0,73000,2023
2023,LNG_S3_2023,11,Buy,LNG,D4,23118.38,73000,2023
2023,LNG_S3_2023,25,Buy,LNG,D4,28440.35,73000,2023
2023,LNG_S3_2023,12,Buy,LNG,D4,12083.0,73000,2023
2023,LNG_S3_2023,22,Buy,LNG,D4,6548.0,73000,2023
2023,LNG_S3_2023,19,Buy,BioLNG,D4,51657.76,73000,2023
2023,LNG_S3_2023,14,Buy,BioLNG,D4,1956.0,73000,2023
2023,LNG_S3_2023,20,Buy,BioLNG,D4,37933.0,73000,2023
2023,LNG_S3_2023,3,Buy,BioLNG,D4,7200.0,73000,2023
2023,LNG_S3_2023,48,Buy,BioLNG,D4,13609.24,73000,2023
2023,LNG_S3_2023,41,Buy,BioLNG,D4,17862.45,73000,2023
2023,LNG_S3_2023,42,Buy,BioLNG,D4,51270.54,73000,2023
2023,LNG_S3_2023,1,Buy,BioLNG,D4,21376.42,73000,2023
2023,LNG_S3_2023,39,Buy,BioLNG,D4,55041.21,73000,2023
2023,LNG_S3_2023,1,Buy,BioLNG,D4,910.14,73000,2023
2023,LNG_S3_2023,10,Buy,BioLNG,D4,70769.0,73000,2023
2023,LNG_S3_2023,50,Buy,BioLNG,D4,50427.94,73000,2023
2023,LNG_S3_2023,4,Buy,BioLNG,D4,53194.0,73000,2023
2023,LNG_S3_2023,6,Buy,BioLNG,D4,51896.0,73000,2023
2023,LNG_S3_2023,18,Buy,BioLNG,D4,28071.0,73000,2023
2023,LNG_S3_2023,19,Buy,BioLNG,D4,36119.42,73000,2023
2024,BEV_S1_2023,35,Sell,Electricity,D1,75721.47,102000,2023
2024,BEV_S1_2023,47,Sell,Electricity,D1,19612.0,102000,2023
2024,BEV_S1_2023,34,Use,Electricity,D1,43589.7,102000,2023
2024,BEV_S1_2023,14,Sell,Electricity,D1,5535.0,102000,2023
2024,BEV_S1_2023,34,Use,Electricity,D1,43466.0,102000,2023
2024,BEV_S1_2023,8,Sell,Electricity,D1,46647.2,102000,2023
2024,BEV_S1_2023,13,Sell,Electricity,D1,67803.67,102000,2023
2024,BEV_S1_2023,10,Use,Electricity,D1,95268.0,102000,2023
2024,BEV_S1_2023,47,Sell,Electricity,D1,77121.0,102000,2023
2024,BEV_S1_2023,30,Sell,Electricity,D1,48073.79,102000,2023
2024,BEV_S1_2023,13,Sell,Electricity,D1,93816.0,102000,2023
2024,BEV_S1_2023,49,Sell,Electricity,D1,100643.0,102000,2023
2024,BEV_S1_2023,36,Sell,Electricity,D1,65555.0,102000,2023
2024,BEV_S1_2023,35,Use,Electricity,D1,61895.0,102000,2023
2024,BEV_S1_2023,2,Use,Electricity,D1,74737.52,102000,2023
2024,BEV_S1_2023,18,Sell,Electricity,D1,38865.0,102000,2023
2024,BEV_S1_2024,44,Buy,Electricity,D1,94322.29,102000,2024
2024,BEV_S1_2024,49,Buy,Electricity,D1,38876.0,102000,2024
2024,BEV_S1_2024,10,Buy,Electricity,D1,90690.0,102000,2024
2024,BEV_S1_2024,17,Buy,Electricity,D1,27179.0,102000,2024
2024,BEV_S1_2024,4,Buy,Electricity,D1,77693.0,102000,2024
2024,BEV_S1_2024,42,Buy,Electricity,D1,80354.0,102000,2024
2024,BEV_S1_2024,23,Buy,Electricity,D1,68725.0,102000,2024
2024,BEV_S1_2024,48,Buy,Electricity,D1,35884.82,102000,2024
2024,BEV_S1_2024,21,Buy,Electricity,D1,60674.0,102000,2024
2024,BEV_S1_2024,25,Buy,Electricity,D1,12520.0,102000,2024
2024,BEV_S1_2024,34,Buy,Electricity,D1,98221.65,102000,2024
2024,BEV_S1_2024,21,Buy,Electricity,D1,11445.11,102000,2024
2024,BEV_S1_2024,22,Buy,Electricity,D1,28869.11,102000,2024
2024,BEV_S1_2024,37,Buy,Electricity,D1,78022.23,102000,2024
2024,BEV_S1_2024,45,Buy,Electricity,D1,7145.38,102000,2024
2024,BEV_S1_2024,13,Buy,Electricity,D1,56298.0,102000,2024
2024,Diesel_S1_2023,8,Sell,B20,D4,71696.0,102000,2023
2024,Diesel_S1_2023,18,Use,B20,D4,38495.23,102000,2023
2024,Diesel_S1_2023,33,Use,B20,D4,32408.34,102000,2023
2024,Diesel_S1_2023,30,Use,B20,D4,82630.0,102000,2023
2024,Diesel_S1_2023,32,Sell,B20,D4,98333.0,102000,2023
2024,Diesel_S1_2023,16,Sell,B20,D4,99424.08,102000,2023
2024,Diesel_S1_2023,12,Use,B20,D4,40337.75,102000,2023
2024,Diesel_S1_2023,44,Sell,B20,D4,14489.54,102000,2023
2024,Diesel_S1_2023,32,Use,B20,D4,37943.82,102000,2023
2024,Diesel_S1_2023,19,Sell,B20,D4,80925.0,102000,2023
2024,Diesel_S1_2023,44,Sell,B20,D4,9221.64,102000,2023
2024,Diesel_S1_2023,39,Sell,B20,D4,12862.0,102000,2023
2024,Diesel_S1_2023,23,Use,B20,D4,74348.0,102000,2023
2024,Diesel_S1_2023,8,Use,B20,D4,63312.18,102000,2023
2024,Diesel_S1_2023,36,Sell,B20,D4,30796.98,102000,2023
