Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km
Diesel_S2_2038,2038,S2,D2,2151804,Diesel_S2_2038,Diesel,2038,162028,106000,D4,B20,0.68243073016,8101.400000000001,1620.28,0.37469019315999996
Diesel_S2_2038,2038,S2,D2,2151804,Diesel_S2_2038,Diesel,2038,162028,106000,D4,HVO,0.109155607648,8101.400000000001,1620.28,0.34521783884
LNG_S2_2038,2038,S2,D2,2151804,LNG_S2_2038,LNG,2038,207209,106000,D4,LNG,0.38726635773,10360.45,2072.09,0.14431796973299998
LNG_S2_2038,2038,S2,D2,2151804,LNG_S2_2038,LNG,2038,207209,106000,D4,BioLNG,0.05867280412100001,10360.45,2072.09,0.154463185154
BEV_S2_2038,2038,S2,D3,1187938,BEV_S2_2038,BEV,2038,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.08879959231
Diesel_S2_2038,2038,S2,D3,1187938,Diesel_S2_2038,Diesel,2038,162028,106000,D4,B20,0.68243073016,8101.400000000001,1620.28,0.37469019315999996
Diesel_S2_2038,2038,S2,D3,1187938,Diesel_S2_2038,Diesel,2038,162028,106000,D4,HVO,0.109155607648,8101.400000000001,1620.28,0.34521783884
LNG_S2_2038,2038,S2,D3,1187938,LNG_S2_2038,LNG,2038,207209,106000,D4,LNG,0.38726635773,10360.45,2072.09,0.14431796973299998
LNG_S2_2038,2038,S2,D3,1187938,LNG_S2_2038,LNG,2038,207209,106000,D4,BioLNG,0.05867280412100001,10360.45,2072.09,0.154463185154
BEV_S2_2038,2038,S2,D4,190889,BEV_S2_2038,BEV,2038,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.08879959231
Diesel_S2_2038,2038,S2,D4,190889,Diesel_S2_2038,Diesel,2038,162028,106000,D4,B20,0.68243073016,8101.400000000001,1620.28,0.37469019315999996
Diesel_S2_2038,2038,S2,D4,190889,Diesel_S2_2038,Diesel,2038,162028,106000,D4,HVO,0.109155607648,8101.400000000001,1620.28,0.34521783884
LNG_S2_2038,2038,S2,D4,190889,LNG_S2_2038,LNG,2038,207209,106000,D4,LNG,0.38726635773,10360.45,2072.09,0.14431796973299998
LNG_S2_2038,2038,S2,D4,190889,LNG_S2_2038,LNG,2038,207209,106000,D4,BioLNG,0.05867280412100001,10360.45,2072.09,0.154463185154
BEV_S4_2038,2038,S4,D1,23437,BEV_S4_2038,BEV,2038,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.088992655232
Diesel_S4_2038,2038,S4,D1,23437,Diesel_S4_2038,Diesel,2038,235677,118000,D4,B20,0.67016019566,11783.85,2356.77,0.36795302740999997
Diesel_S4_2038,2038,S4,D1,23437,Diesel_S4_2038,Diesel,2038,235677,118000,D4,HVO,0.107192921048,11783.85,2356.77,0.33901060459
LNG_S4_2038,2038,S4,D1,23437,LNG_S4_2038,LNG,2038,301395,118000,D4,LNG,0.38356442082000003,15069.75,3013.9500000000003,0.142938412722
LNG_S4_2038,2038,S4,D1,23437,LNG_S4_2038,LNG,2038,301395,118000,D4,BioLNG,0.05849455935200001,15069.75,3013.9500000000003,0.15399393444800002
BEV_S4_2038,2038,S4,D2,1148555,BEV_S4_2038,BEV,2038,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.088992655232
Diesel_S4_2038,2038,S4,D2,1148555,Diesel_S4_2038,Diesel,2038,235677,118000,D4,B20,0.67016019566,11783.85,2356.77,0.36795302740999997
Diesel_S4_2038,2038,S4,D2,1148555,Diesel_S4_2038,Diesel,2038,235677,118000,D4,HVO,0.107192921048,11783.85,2356.77,0.33901060459
LNG_S4_2038,2038,S4,D2,1148555,LNG_S4_2038,LNG,2038,301395,118000,D4,LNG,0.38356442082000003,15069.75,3013.9500000000003,0.142938412722
LNG_S4_2038,2038,S4,D2,1148555,LNG_S4_2038,LNG,2038,301395,118000,D4,BioLNG,0.05849455935200001,15069.75,3013.9500000000003,0.15399393444800002
BEV_S4_2038,2038,S4,D3,161386,BEV_S4_2038,BEV,2038,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.088992655232
Diesel_S4_2038,2038,S4,D3,161386,Diesel_S4_2038,Diesel,2038,235677,118000,D4,B20,0.67016019566,11783.85,2356.77,0.36795302740999997
Diesel_S4_2038,2038,S4,D3,161386,Diesel_S4_2038,Diesel,2038,235677,118000,D4,HVO,0.107192921048,11783.85,2356.77,0.33901060459
LNG_S4_2038,2038,S4,D3,161386,LNG_S4_2038,LNG,2038,301395,118000,D4,LNG,0.38356442082000003,15069.75,3013.9500000000003,0.142938412722
LNG_S4_2038,2038,S4,D3,161386,LNG_S4_2038,LNG,2038,301395,118000,D4,BioLNG,0.05849455935200001,15069.75,3013.9500000000003,0.15399393444800002
BEV_S4_2038,2038,S4,D4,2446,BEV_S4_2038,BEV,2038,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.088992655232
Diesel_S4_2038,2038,S4,D4,2446,Diesel_S4_2038,Diesel,2038,235677,118000,D4,B20,0.67016019566,11783.85,2356.77,0.36795302740999997
Diesel_S4_2038,2038,S4,D4,2446,Diesel_S4_2038,Diesel,2038,235677,118000,D4,HVO,0.107192921048,11783.85,2356.77,0.33901060459
LNG_S4_2038,2038,S4,D4,2446,LNG_S4_2038,LNG,2038,301395,118000,D4,LNG,0.38356442082000003,15069.75,3013.9500000000003,0.142938412722
LNG_S4_2038,2038,S4,D4,2446,LNG_S4_2038,LNG,2038,301395,118000,D4,BioLNG,0.05849455935200001,15069.75,3013.9500000000003,0.15399393444800002
BEV_S3_2038,2038,S3,D1,3229278,BEV_S3_2038,BEV,2038,215849,73000,D4,Electricity,0.0,10792.45,2158.4900000000002,0.089311448044
Diesel_S3_2038,2038,S3,D1,3229278,Diesel_S3_2038,Diesel,2038,184123,73000,D4,B20,0.68313190356,9206.15,1841.23,0.37507517406
Diesel_S3_2038,2038,S3,D1,3229278,Diesel_S3_2038,Diesel,2038,184123,73000,D4,HVO,0.10926776116800001,9206.15,1841.23,0.34557253794000004
LNG_S3_2038,2038,S3,D1,3229278,LNG_S3_2038,LNG,2038,235465,73000,D4,LNG,0.38273651955000004,11773.25,2354.65,0.142629888555
LNG_S3_2038,2038,S3,D1,3229278,LNG_S3_2038,LNG,2038,235465,73000,D4,BioLNG,0.058730705288,11773.25,2354.65,0.154615616912
BEV_S3_2038,2038,S3,D2,3297618,BEV_S3_2038,BEV,2038,215849,73000,D4,Electricity,0.0,10792.45,2158.4900000000002,0.089311448044
Diesel_S3_2038,2038,S3,D2,3297618,Diesel_S3_2038,Diesel,2038,184123,73000,D4,B20,0.68313190356,9206.15,1841.23,0.37507517406
Diesel_S3_2038,2038,S3,D2,3297618,Diesel_S3_2038,Diesel,2038,184123,73000,D4,HVO,0.10926776116800001,9206.15,1841.23,0.34557253794000004
LNG_S3_2038,2038,S3,D2,3297618,LNG_S3_2038,LNG,2038,235465,73000,D4,LNG,0.38273651955000004,11773.25,2354.65,0.142629888555
LNG_S3_2038,2038,S3,D2,3297618,LNG_S3_2038,LNG,2038,235465,73000,D4,BioLNG,0.058730705288,11773.25,2354.65,0.154615616912
BEV_S3_2038,2038,S3,D3,1448550,BEV_S3_2038,BEV,2038,215849,73000,D4,Electricity,0.0,10792.45,2158.4900000000002,0.089311448044
Diesel_S3_2038,2038,S3,D3,1448550,Diesel_S3_2038,Diesel,2038,184123,73000,D4,B20,0.68313190356,9206.15,1841.23,0.37507517406
Diesel_S3_2038,2038,S3,D3,1448550,Diesel_S3_2038,Diesel,2038,184123,73000,D4,HVO,0.10926776116800001,9206.15,1841.23,0.34557253794000004
LNG_S3_2038,2038,S3,D3,1448550,LNG_S3_2038,LNG,2038,235465,73000,D4,LNG,0.38273651955000004,11773.25,2354.65,0.142629888555
LNG_S3_2038,2038,S3,D3,1448550,LNG_S3_2038,LNG,2038,235465,73000,D4,BioLNG,0.058730705288,11773.25,2354.65,0.154615616912
BEV_S3_2038,2038,S3,D4,306910,BEV_S3_2038,BEV,2038,215849,73000,D4,Electricity,0.0,10792.45,2158.4900000000002,0.089311448044
Diesel_S3_2038,2038,S3,D4,306910,Diesel_S3_2038,Diesel,2038,184123,73000,D4,B20,0.68313190356,9206.15,1841.23,0.37507517406
Diesel_S3_2038,2038,S3,D4,306910,Diesel_S3_2038,Diesel,2038,184123,73000,D4,HVO,0.10926776116800001,9206.15,1841.23,0.34557253794000004
LNG_S3_2038,2038,S3,D4,306910,LNG_S3_2038,LNG,2038,235465,73000,D4,LNG,0.38273651955000004,11773.25,2354.65,0.142629888555
LNG_S3_2038,2038,S3,D4,306910,LNG_S3_2038,LNG,2038,235465,73000,D4,BioLNG,0.058730705288,11773.25,2354.65,0.154615616912
