Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles,Distance
BEV_S1_2034,2037,S1,D3,4474763,BEV_S1_2034,BEV,2034,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.106227311799,138424.4462273118,0.9344139589427136,7.0,22.0,43.0,D3
BEV_S1_2037,2037,S1,D3,4663966,BEV_S1_2037,BEV,2037,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.093972351123,138424.43397235114,0.934414002529433,8.0,,,D3
Diesel_S1_2037,2037,S1,D3,4663966,Diesel_S1_2037,Diesel,2037,128570,102000,D4,B20,0.223016,0.6798821172799999,6428.5,1285.7,0.36552099384,136284.56552099384,0.08888487721988951,1.0,,,D3
Diesel_S1_2037,2037,S1,D3,4663966,Diesel_S1_2037,Diesel,2037,128570,102000,D4,HVO,0.223016,0.108747953984,6428.5,1285.7,0.34767525352,136284.54767525353,0.8314319451779859,5.0,,,D3
LNG_S1_2037,2037,S1,D3,4663966,LNG_S1_2037,LNG,2037,151258,102000,D4,LNG,0.154735,0.38470060965,7562.900000000001,1512.58,0.14420435484000002,160333.62420435483,0.424797261641239,3.0,,,D3
LNG_S1_2037,2037,S1,D3,4663966,LNG_S1_2037,LNG,2037,151258,102000,D4,BioLNG,0.154381,0.058423791259,7562.900000000001,1512.58,0.15471137533999998,160333.63471137534,0.8345713937428471,6.0,,,D3
Diesel_S1_2036,2037,S1,D4,602557,Diesel_S1_2036,Diesel,2036,124825,102000,D4,B20,0.223016,0.6798821172799999,6241.25,1248.25,0.35791168792,132314.85791168793,0.10830227046856818,2.0,4.0,6.0,D4
BEV_S1_2037,2037,S1,D4,630092,BEV_S1_2037,BEV,2037,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.093972351123,138424.43397235114,0.9743120155505606,6.0,,,D4
Diesel_S1_2037,2037,S1,D4,630092,Diesel_S1_2037,Diesel,2037,128570,102000,D4,B20,0.223016,0.6798821172799999,6428.5,1285.7,0.36552099384,136284.56552099384,0.09439392348445146,1.0,,,D4
Diesel_S1_2037,2037,S1,D4,630092,Diesel_S1_2037,Diesel,2037,128570,102000,D4,HVO,0.223016,0.108747953984,6428.5,1285.7,0.34767525352,136284.54767525353,0.8403022978389427,4.0,,,D4
LNG_S1_2037,2037,S1,D4,630092,LNG_S1_2037,LNG,2037,151258,102000,D4,LNG,0.154735,0.38470060965,7562.900000000001,1512.58,0.14420435484000002,160333.62420435483,0.4286411805924275,3.0,,,D4
LNG_S1_2037,2037,S1,D4,630092,LNG_S1_2037,LNG,2037,151258,102000,D4,BioLNG,0.154381,0.058423791259,7562.900000000001,1512.58,0.15471137533999998,160333.63471137534,0.8600162661402038,5.0,,,D4
BEV_S2_2034,2037,S2,D1,1344795,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10456677781,201343.9245667778,0.8717996014891267,7.0,6.0,13.0,D1
Diesel_S2_2034,2037,S2,D1,1344795,Diesel_S2_2034,Diesel,2034,143960,106000,D4,B20,0.223852,0.68243073016,7198.0,1439.6,0.34445002648,152597.9444500265,0.1547425617390916,2.0,4.0,13.0,D1
LNG_S2_2036,2037,S2,D1,1388729,LNG_S2_2036,LNG,2036,195314,106000,D4,LNG,0.155767,0.38726635773,9765.7,1953.14,0.146019256907,207032.9860192569,0.42289521312255846,4.0,3.0,13.0,D1
BEV_S2_2037,2037,S2,D1,1402031,BEV_S2_2037,BEV,2037,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.09250338537,201343.91250338536,0.8717996292941622,8.0,,,D1
Diesel_S2_2037,2037,S2,D1,1402031,Diesel_S2_2037,Diesel,2037,157309,106000,D4,B20,0.223852,0.68243073016,7865.450000000001,1573.0900000000001,0.36689118948,166747.9068911895,0.12298376767497543,1.0,,,D1
Diesel_S2_2037,2037,S2,D1,1402031,Diesel_S2_2037,Diesel,2037,157309,106000,D4,HVO,0.223852,0.109155607648,7865.450000000001,1573.0900000000001,0.34897855244,166747.88897855245,0.8372512098840882,6.0,,,D1
LNG_S2_2037,2037,S2,D1,1402031,LNG_S2_2037,LNG,2037,201174,106000,D4,LNG,0.155767,0.38726635773,10058.7,2011.74,0.145166121048,213244.58516612105,0.4204117228490412,3.0,,,D1
LNG_S2_2037,2037,S2,D1,1402031,LNG_S2_2037,LNG,2037,201174,106000,D4,BioLNG,0.155039,0.05867280412100001,10058.7,2011.74,0.15537078346000002,213244.59537078347,0.8188131788353213,5.0,,,D1
Diesel_S2_2033,2037,S2,D2,1790314,Diesel_S2_2033,Diesel,2033,139767,106000,D4,B20,0.223852,0.68243073016,6988.35,1397.67,0.3372800469199999,148153.3572800469,0.1645339648489045,2.0,4.0,17.0,D2
BEV_S2_2034,2037,S2,D2,1869435,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10456677781,201343.9245667778,0.861455203924582,7.0,8.0,17.0,D2
LNG_S2_2036,2037,S2,D2,1982301,LNG_S2_2036,LNG,2036,195314,106000,D4,LNG,0.155767,0.38726635773,9765.7,1953.14,0.146019256907,207032.9860192569,0.4212532827407567,4.0,5.0,17.0,D2
BEV_S2_2037,2037,S2,D2,2079105,BEV_S2_2037,BEV,2037,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.09250338537,201343.91250338536,0.8614552311493241,8.0,,,D2
Diesel_S2_2037,2037,S2,D2,2079105,Diesel_S2_2037,Diesel,2037,157309,106000,D4,B20,0.223852,0.68243073016,7865.450000000001,1573.0900000000001,0.36689118948,166747.9068911895,0.12315769574714755,1.0,,,D2
Diesel_S2_2037,2037,S2,D2,2079105,Diesel_S2_2037,Diesel,2037,157309,106000,D4,HVO,0.223852,0.109155607648,7865.450000000001,1573.0900000000001,0.34897855244,166747.88897855245,0.8339802050740138,6.0,,,D2
LNG_S2_2037,2037,S2,D2,2079105,LNG_S2_2037,LNG,2037,201174,106000,D4,LNG,0.155767,0.38726635773,10058.7,2011.74,0.145166121048,213244.58516612105,0.41862058126453405,3.0,,,D2
LNG_S2_2037,2037,S2,D2,2079105,LNG_S2_2037,LNG,2037,201174,106000,D4,BioLNG,0.155039,0.05867280412100001,10058.7,2011.74,0.15537078346000002,213244.59537078347,0.8096517570519006,5.0,,,D2
LNG_S2_2036,2037,S2,D3,1103197,LNG_S2_2036,LNG,2036,195314,106000,D4,LNG,0.155767,0.38726635773,9765.7,1953.14,0.146019256907,207032.9860192569,0.4282792505815101,3.0,6.0,10.0,D3
BEV_S2_2037,2037,S2,D3,1131832,BEV_S2_2037,BEV,2037,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.09250338537,201343.91250338536,0.9145958221414955,6.0,,,D3
Diesel_S2_2037,2037,S2,D3,1131832,Diesel_S2_2037,Diesel,2037,157309,106000,D4,B20,0.223852,0.68243073016,7865.450000000001,1573.0900000000001,0.36689118948,166747.9068911895,0.11155760519635408,1.0,,,D3
Diesel_S2_2037,2037,S2,D3,1131832,Diesel_S2_2037,Diesel,2037,157309,106000,D4,HVO,0.223852,0.109155607648,7865.450000000001,1573.0900000000001,0.34897855244,166747.88897855245,0.8415277583101975,4.0,,,D3
LNG_S2_2037,2037,S2,D3,1131832,LNG_S2_2037,LNG,2037,201174,106000,D4,LNG,0.155767,0.38726635773,10058.7,2011.74,0.145166121048,213244.58516612105,0.4266628743773933,2.0,,,D3
LNG_S2_2037,2037,S2,D3,1131832,LNG_S2_2037,LNG,2037,201174,106000,D4,BioLNG,0.155039,0.05867280412100001,10058.7,2011.74,0.15537078346000002,213244.59537078347,0.8572697578238879,5.0,,,D3
LNG_S2_2035,2037,S2,D4,176929,LNG_S2_2035,LNG,2035,189626,106000,D4,LNG,0.155767,0.38726635773,9481.3,1896.26,0.14687737731,201003.7068773773,0.4299903841066066,3.0,1.0,2.0,D4
BEV_S2_2037,2037,S2,D4,186733,BEV_S2_2037,BEV,2037,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.09250338537,201343.91250338536,0.9141752465368264,6.0,,,D4
Diesel_S2_2037,2037,S2,D4,186733,Diesel_S2_2037,Diesel,2037,157309,106000,D4,B20,0.223852,0.68243073016,7865.450000000001,1573.0900000000001,0.36689118948,166747.9068911895,0.11209174475547165,1.0,,,D4
Diesel_S2_2037,2037,S2,D4,186733,Diesel_S2_2037,Diesel,2037,157309,106000,D4,HVO,0.223852,0.109155607648,7865.450000000001,1573.0900000000001,0.34897855244,166747.88897855245,0.8415435142520302,4.0,,,D4
LNG_S2_2037,2037,S2,D4,186733,LNG_S2_2037,LNG,2037,201174,106000,D4,LNG,0.155767,0.38726635773,10058.7,2011.74,0.145166121048,213244.58516612105,0.42660115621684486,2.0,,,D4
LNG_S2_2037,2037,S2,D4,186733,LNG_S2_2037,LNG,2037,201174,106000,D4,BioLNG,0.155039,0.05867280412100001,10058.7,2011.74,0.15537078346000002,213244.59537078347,0.8568203986184193,5.0,,,D4
Diesel_S3_2033,2037,S3,D1,2820991,Diesel_S3_2033,Diesel,2033,158826,73000,D4,B20,0.224082,0.68313190356,7941.3,1588.26,0.33762659022,168355.89762659022,0.16577627888059465,2.0,10.0,39.0,D1
LNG_S3_2033,2037,S3,D1,2820991,LNG_S3_2033,LNG,2033,203114,73000,D4,LNG,0.153945,0.38273651955,10155.7,2031.14,0.146870457525,215300.9868704576,0.43695795962946676,4.0,8.0,39.0,D1
BEV_S3_2034,2037,S3,D1,2832153,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.1051695182439999,228800.04516951824,0.8603776902701522,7.0,21.0,39.0,D1
BEV_S3_2037,2037,S3,D1,3128820,BEV_S3_2037,BEV,2037,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.093036590388,228800.03303659038,0.8603777145254555,8.0,,,D1
Diesel_S3_2037,2037,S3,D1,3128820,Diesel_S3_2037,Diesel,2037,178760,73000,D4,B20,0.224082,0.68313190356,8938.0,1787.6000000000001,0.36726815718,189485.96726815717,0.12413132039386121,1.0,,,D1
Diesel_S3_2037,2037,S3,D1,3128820,Diesel_S3_2037,Diesel,2037,178760,73000,D4,HVO,0.224082,0.10926776116800001,8938.0,1787.6000000000001,0.34933711554,189485.94933711554,0.8338762252582295,6.0,,,D1
LNG_S3_2037,2037,S3,D1,3128820,LNG_S3_2037,LNG,2037,228607,73000,D4,LNG,0.153945,0.38273651955000004,11430.35,2286.07,0.14346811907999998,242323.56346811907,0.4251919930355075,3.0,,,D1
LNG_S3_2037,2037,S3,D1,3128820,LNG_S3_2037,LNG,2037,228607,73000,D4,BioLNG,0.155192,0.058730705288,11430.35,2286.07,0.15552411088,242323.57552411087,0.8084825959480929,5.0,,,D1
Diesel_S3_2033,2037,S3,D2,2974170,Diesel_S3_2033,Diesel,2033,158826,73000,D4,B20,0.224082,0.68313190356,7941.3,1588.26,0.33762659022,168355.89762659022,0.1657762792420128,2.0,13.0,41.0,D2
LNG_S3_2033,2037,S3,D2,2974170,LNG_S3_2033,LNG,2033,203114,73000,D4,LNG,0.153945,0.38273651955,10155.7,2031.14,0.146870457525,215300.9868704576,0.4369579596155166,4.0,8.0,41.0,D2
BEV_S3_2035,2037,S3,D2,3247401,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.1009587493599999,228800.04095874936,0.8603776983744996,7.0,20.0,41.0,D2
BEV_S3_2037,2037,S3,D2,3274991,BEV_S3_2037,BEV,2037,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.093036590388,228800.03303659038,0.8603777142119278,8.0,,,D2
Diesel_S3_2037,2037,S3,D2,3274991,Diesel_S3_2037,Diesel,2037,178760,73000,D4,B20,0.224082,0.68313190356,8938.0,1787.6000000000001,0.36726815718,189485.96726815717,0.12413132067708402,1.0,,,D2
Diesel_S3_2037,2037,S3,D2,3274991,Diesel_S3_2037,Diesel,2037,178760,73000,D4,HVO,0.224082,0.10926776116800001,8938.0,1787.6000000000001,0.34933711554,189485.94933711554,0.8338762252277814,6.0,,,D2
LNG_S3_2037,2037,S3,D2,3274991,LNG_S3_2037,LNG,2037,228607,73000,D4,LNG,0.153945,0.38273651955000004,11430.35,2286.07,0.14346811907999998,242323.56346811907,0.4251919929641335,3.0,,,D2
LNG_S3_2037,2037,S3,D2,3274991,LNG_S3_2037,LNG,2037,228607,73000,D4,BioLNG,0.155192,0.058730705288,11430.35,2286.07,0.15552411088,242323.57552411087,0.8084825956072373,5.0,,,D2
Diesel_S3_2033,2037,S3,D3,1270139,Diesel_S3_2033,Diesel,2033,158826,73000,D4,B20,0.224082,0.68313190356,7941.3,1588.26,0.33762659022,168355.89762659022,0.16577627888059465,2.0,6.0,18.0,D3
LNG_S3_2033,2037,S3,D3,1270139,LNG_S3_2033,LNG,2033,203114,73000,D4,LNG,0.153945,0.38273651955,10155.7,2031.14,0.146870457525,215300.9868704576,0.43695795962946676,4.0,4.0,18.0,D3
BEV_S3_2034,2037,S3,D3,1320768,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.1051695182439999,228800.04516951824,0.8603776902701522,7.0,8.0,18.0,D3
BEV_S3_2037,2037,S3,D3,1384988,BEV_S3_2037,BEV,2037,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.093036590388,228800.03303659038,0.8603777145254555,8.0,,,D3
Diesel_S3_2037,2037,S3,D3,1384988,Diesel_S3_2037,Diesel,2037,178760,73000,D4,B20,0.224082,0.68313190356,8938.0,1787.6000000000001,0.36726815718,189485.96726815717,0.12413132039386121,1.0,,,D3
Diesel_S3_2037,2037,S3,D3,1384988,Diesel_S3_2037,Diesel,2037,178760,73000,D4,HVO,0.224082,0.10926776116800001,8938.0,1787.6000000000001,0.34933711554,189485.94933711554,0.8338762252582295,6.0,,,D3
LNG_S3_2037,2037,S3,D3,1384988,LNG_S3_2037,LNG,2037,228607,73000,D4,LNG,0.153945,0.38273651955000004,11430.35,2286.07,0.14346811907999998,242323.56346811907,0.4251919930355075,3.0,,,D3
LNG_S3_2037,2037,S3,D3,1384988,LNG_S3_2037,LNG,2037,228607,73000,D4,BioLNG,0.155192,0.058730705288,11430.35,2286.07,0.15552411088,242323.57552411087,0.8084825959480929,5.0,,,D3
BEV_S3_2034,2037,S3,D4,273053,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.1051695182439999,228800.04516951824,0.920743185691188,6.0,3.0,4.0,D4
LNG_S3_2035,2037,S3,D4,274741,LNG_S3_2035,LNG,2035,215484,73000,D4,LNG,0.153945,0.38273651955,10774.2,2154.84,0.14515935885,228413.18515935884,0.4375031345767568,3.0,1.0,4.0,D4
BEV_S3_2037,2037,S3,D4,292856,BEV_S3_2037,BEV,2037,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.093036590388,228800.03303659038,0.9207432082698387,7.0,,,D4
Diesel_S3_2037,2037,S3,D4,292856,Diesel_S3_2037,Diesel,2037,178760,73000,D4,B20,0.224082,0.68313190356,8938.0,1787.6000000000001,0.36726815718,189485.96726815717,0.10373383376741867,1.0,,,D4
Diesel_S3_2037,2037,S3,D4,292856,Diesel_S3_2037,Diesel,2037,178760,73000,D4,HVO,0.224082,0.10926776116800001,8938.0,1787.6000000000001,0.34933711554,189485.94933711554,0.8413081431513586,4.0,,,D4
LNG_S3_2037,2037,S3,D4,292856,LNG_S3_2037,LNG,2037,228607,73000,D4,LNG,0.153945,0.38273651955000004,11430.35,2286.07,0.14346811907999998,242323.56346811907,0.4345914548637469,2.0,,,D4
LNG_S3_2037,2037,S3,D4,292856,LNG_S3_2037,LNG,2037,228607,73000,D4,BioLNG,0.155192,0.058730705288,11430.35,2286.07,0.15552411088,242323.57552411087,0.8637529971118114,5.0,,,D4
BEV_S4_2033,2037,S4,D1,19951,BEV_S4_2033,BEV,2033,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.1091645749759999,292864.32916457497,0.9220397549951973,5.0,1.0,1.0,D1
BEV_S4_2037,2037,S4,D1,23254,BEV_S4_2037,BEV,2037,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.092704500864,292864.31270450086,0.9220397785653089,6.0,,,D1
Diesel_S4_2037,2037,S4,D1,23254,Diesel_S4_2037,Diesel,2037,228813,118000,D4,B20,0.219827,0.67016019566,11440.650000000001,2288.13,0.36029425473,242542.14029425473,0.10207938167114819,1.0,,,D1
Diesel_S4_2037,2037,S4,D1,23254,Diesel_S4_2037,Diesel,2037,228813,118000,D4,HVO,0.219827,0.107192921048,11440.650000000001,2288.13,0.34270369818999996,242542.1227036982,0.8412643389668211,3.0,,,D1
LNG_S4_2037,2037,S4,D1,23254,LNG_S4_2037,LNG,2037,292617,118000,D4,LNG,0.154278,0.38356442082000003,14630.85,2926.17,0.143778456432,310174.16377845645,0.4229238342482918,2.0,,,D1
LNG_S4_2037,2037,S4,D1,23254,LNG_S4_2037,LNG,2037,292617,118000,D4,BioLNG,0.154568,0.05849455935200001,14630.85,2926.17,0.15489877552,310174.1748987755,0.8642790076081067,4.0,,,D1
BEV_S4_2033,2037,S4,D2,1013174,BEV_S4_2033,BEV,2033,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.1091645749759999,292864.32916457497,0.9201401930920453,6.0,5.0,9.0,D2
LNG_S4_2035,2037,S4,D2,1107787,LNG_S4_2035,LNG,2035,275819,118000,D4,LNG,0.154278,0.38356442082,13790.95,2758.19,0.14547335454,292368.2854733545,0.4255532585760938,3.0,4.0,9.0,D2
BEV_S4_2037,2037,S4,D2,1146520,BEV_S4_2037,BEV,2037,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.092704500864,292864.31270450086,0.9201402171898909,7.0,,,D2
Diesel_S4_2037,2037,S4,D2,1146520,Diesel_S4_2037,Diesel,2037,228813,118000,D4,B20,0.219827,0.67016019566,11440.650000000001,2288.13,0.36029425473,242542.14029425473,0.10450214554339336,1.0,,,D2
Diesel_S4_2037,2037,S4,D2,1146520,Diesel_S4_2037,Diesel,2037,228813,118000,D4,HVO,0.219827,0.107192921048,11440.650000000001,2288.13,0.34270369818999996,242542.1227036982,0.8413287946470259,4.0,,,D2
LNG_S4_2037,2037,S4,D2,1146520,LNG_S4_2037,LNG,2037,292617,118000,D4,LNG,0.154278,0.38356442082000003,14630.85,2926.17,0.143778456432,310174.16377845645,0.42267533744223623,2.0,,,D2
LNG_S4_2037,2037,S4,D2,1146520,LNG_S4_2037,LNG,2037,292617,118000,D4,BioLNG,0.154568,0.05849455935200001,14630.85,2926.17,0.15489877552,310174.1748987755,0.8623180840285075,5.0,,,D2
LNG_S4_2034,2037,S4,D3,146333,LNG_S4_2034,LNG,2034,267786,118000,D4,LNG,0.154278,0.38356442082,13389.3,2677.86,0.146328208938,283853.30632820894,0.42704582219976994,3.0,1.0,2.0,D3
BEV_S4_2037,2037,S4,D3,156518,BEV_S4_2037,BEV,2037,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.092704500864,292864.31270450086,0.9135066143677706,6.0,,,D3
Diesel_S4_2037,2037,S4,D3,156518,Diesel_S4_2037,Diesel,2037,228813,118000,D4,B20,0.219827,0.67016019566,11440.650000000001,2288.13,0.36029425473,242542.14029425473,0.1129399522515503,1.0,,,D3
Diesel_S4_2037,2037,S4,D3,156518,Diesel_S4_2037,Diesel,2037,228813,118000,D4,HVO,0.219827,0.107192921048,11440.650000000001,2288.13,0.34270369818999996,242542.1227036982,0.8415687372766444,4.0,,,D3
LNG_S4_2037,2037,S4,D3,156518,LNG_S4_2037,LNG,2037,292617,118000,D4,LNG,0.154278,0.38356442082000003,14630.85,2926.17,0.143778456432,310174.16377845645,0.4217522392434411,2.0,,,D3
LNG_S4_2037,2037,S4,D3,156518,LNG_S4_2037,LNG,2037,292617,118000,D4,BioLNG,0.154568,0.05849455935200001,14630.85,2926.17,0.15489877552,310174.1748987755,0.8553382728642182,5.0,,,D3
BEV_S4_2033,2037,S4,D4,2236,BEV_S4_2033,BEV,2033,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.1091645749759999,292864.32916457497,0.9220397549951973,5.0,1.0,1.0,D4
BEV_S4_2037,2037,S4,D4,2414,BEV_S4_2037,BEV,2037,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.092704500864,292864.31270450086,0.9220397785653089,6.0,,,D4
Diesel_S4_2037,2037,S4,D4,2414,Diesel_S4_2037,Diesel,2037,228813,118000,D4,B20,0.219827,0.67016019566,11440.650000000001,2288.13,0.36029425473,242542.14029425473,0.10207938167114819,1.0,,,D4
Diesel_S4_2037,2037,S4,D4,2414,Diesel_S4_2037,Diesel,2037,228813,118000,D4,HVO,0.219827,0.107192921048,11440.650000000001,2288.13,0.34270369818999996,242542.1227036982,0.8412643389668211,3.0,,,D4
LNG_S4_2037,2037,S4,D4,2414,LNG_S4_2037,LNG,2037,292617,118000,D4,LNG,0.154278,0.38356442082000003,14630.85,2926.17,0.143778456432,310174.16377845645,0.4229238342482918,2.0,,,D4
LNG_S4_2037,2037,S4,D4,2414,LNG_S4_2037,LNG,2037,292617,118000,D4,BioLNG,0.154568,0.05849455935200001,14630.85,2926.17,0.15489877552,310174.1748987755,0.8642790076081067,4.0,,,D4
