Allocation,Operating Year,size,Distance_demand,demand,id,vehicle,Available Year,cost,yearly_range,Distance_vehicle,fuel,consumption_unitfuel_per_km,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles
BEV_S3_2027,2027,S3,D2,2591566,BEV_S3_2027,BEV,2027,251756,73000,D2,Electricity,0.859516,0.0,12587.800000000001,2517.56,0.13999194946799998,25324.772311164,0.49367109103890144,3.0,1,36
Diesel_S3_2027,2027,S3,D2,2591566,Diesel_S3_2027,Diesel,2027,133014,73000,D4,B20,0.224082,0.68313190356,6650.700000000001,1330.14,0.29758761846000004,29704.736147580003,0.30875676785776573,1.0,13,36
LNG_S3_2027,2027,S3,D2,2591566,LNG_S3_2027,LNG,2027,170105,73000,D4,LNG,0.161089,0.40049786091000006,8505.25,1701.05,0.159185572376,21826.846783448,0.40281828858411445,2.0,7,36
LNG_S3_2024,2027,S3,D3,1137494,LNG_S3_2024,LNG,2024,0,73000,D4,LNG,0.164823,0.40978129437,0.0,0.0,0.162875451432,21440.98217109,0.6872726398109592,7.0,4,16
LNG_S3_2025,2027,S3,D3,1137494,LNG_S3_2025,LNG,2025,0,73000,D4,LNG,0.164823,0.40978129437,0.0,0.0,0.162875451432,21650.457610728,0.6869300321951635,6.0,2,16
Diesel_S3_2026,2027,S3,D3,1137494,Diesel_S3_2026,Diesel,2026,0,73000,D4,B20,0.224082,0.68313190356,7748.4,3874.2,0.29758761846000004,29019.997834680005,0.5173677994528469,5.0,5,16
Diesel_S3_2027,2027,S3,D3,1137494,Diesel_S3_2027,Diesel,2027,133014,73000,D4,B20,0.224082,0.68313190356,6650.700000000001,1330.14,0.29758761846000004,29704.736147580003,0.18338767006710113,1.0,1,16
LNG_S3_2027,2027,S3,D3,1137494,LNG_S3_2027,LNG,2027,170105,73000,D4,LNG,0.161089,0.40049786091000006,8505.25,1701.05,0.159185572376,21826.846783448,0.3338844825761757,2.0,4,16
LNG_S3_2023,2027,S3,D4,224937,LNG_S3_2023,LNG,2023,0,73000,D4,LNG,0.164823,0.40978129437,0.0,0.0,0.162875451432,21240.05175798,0.6667075846174912,6.0,2,4
LNG_S3_2026,2027,S3,D4,224937,LNG_S3_2026,LNG,2026,0,73000,D4,LNG,0.164047,0.40785201093,9909.0,4954.5,0.162108620648,21812.470635121,0.6671331746558519,7.0,2,4
LNG_S4_2027,2027,S4,D1,16532,LNG_S4_2027,LNG,2027,217734,118000,D4,LNG,0.162424,0.40381692456000007,10886.7,2177.34,0.160504798016,32003.606165888003,0.4104495537133139,2.0,1,1
LNG_S4_2026,2027,S4,D2,829347,LNG_S4_2026,LNG,2026,0,118000,D4,LNG,0.164513,0.40901057547,12683.58,6341.79,0.16256911439199997,31979.464083194,0.6512710233090174,8.0,4,8
LNG_S4_2027,2027,S4,D2,829347,LNG_S4_2027,LNG,2027,217734,118000,D4,LNG,0.162424,0.40381692456000007,10886.7,2177.34,0.160504798016,32003.606165888003,0.40498373272789967,2.0,4,8
LNG_S4_2023,2027,S4,D3,129765,LNG_S4_2023,LNG,2023,0,118000,D4,LNG,0.167274,0.41587494606,0.0,0.0,0.165297490416,31574.93141784,0.6476090997658535,6.0,1,2
LNG_S4_2024,2027,S4,D3,129765,LNG_S4_2024,LNG,2024,0,118000,D4,LNG,0.167274,0.41587494606,0.0,0.0,0.165297490416,31806.517875720005,0.6472934305304426,5.0,1,2
LNG_S4_2023,2027,S4,D4,2019,LNG_S4_2023,LNG,2023,0,118000,D4,LNG,0.167274,0.41587494606,0.0,0.0,0.165297490416,31574.93141784,0.6306847922865516,5.0,1,1
