Allocation,Operating Year,size,Distance_demand,demand,id,vehicle,Available Year,cost,yearly_range,Distance_vehicle,fuel,consumption_unitfuel_per_km,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles
LNG_S2_2023,2025,S2,D3,821678,LNG_S2_2023,LNG,2023,0,106000,D4,LNG,0.165239,0.41081554941,0.0,0.0,0.165211239848,25698.86218108,0.6614657422232931,6.0,3,8
LNG_S2_2024,2025,S2,D3,821678,LNG_S2_2024,LNG,2024,0,106000,D4,LNG,0.165239,0.41081554941,8219.4,4109.7,0.165211239848,25834.746557140003,0.6612321380068689,5.0,2,8
LNG_S2_2025,2025,S2,D3,821678,LNG_S2_2025,LNG,2025,141099,106000,D4,LNG,0.165239,0.41081554941000004,7054.950000000001,1410.99,0.165211239848,25978.331423888005,0.3740950973817563,2.0,3,8
LNG_S2_2023,2025,S2,D4,137231,LNG_S2_2023,LNG,2023,0,106000,D4,LNG,0.165239,0.41081554941,0.0,0.0,0.165211239848,25698.86218108,0.6614657422232931,6.0,1,2
LNG_S2_2024,2025,S2,D4,137231,LNG_S2_2024,LNG,2024,0,106000,D4,LNG,0.165239,0.41081554941,8219.4,4109.7,0.165211239848,25834.746557140003,0.6612321380068689,5.0,1,2
LNG_S3_2023,2025,S3,D1,2255136,LNG_S3_2023,LNG,2023,0,73000,D4,LNG,0.164823,0.40978129437,0.0,0.0,0.164795309736,21240.05175798,0.7167864083340966,9.0,7,31
Diesel_S3_2024,2025,S3,D1,2255136,Diesel_S3_2024,Diesel,2024,0,73000,D4,B20,0.224082,0.68313190356,7303.62,3651.81,0.28532585142,27698.7569448,0.5851361345843608,5.0,6,31
LNG_S3_2024,2025,S3,D1,2255136,LNG_S3_2024,LNG,2024,0,73000,D4,LNG,0.164823,0.40978129437,9340.199999999999,4670.099999999999,0.164795309736,21440.98217109,0.7166037521671688,8.0,5,31
Diesel_S3_2025,2025,S3,D1,2255136,Diesel_S3_2025,Diesel,2025,125379,73000,D4,B20,0.224082,0.68313190356,6268.950000000001,1253.79,0.28532585142,28351.52715366,0.4018175799524755,1.0,8,31
LNG_S3_2025,2025,S3,D1,2255136,LNG_S3_2025,LNG,2025,160340,73000,D4,LNG,0.164823,0.40978129437,8017.0,1603.4,0.164795309736,21650.457610728,0.4469311368820726,3.0,5,31
LNG_S3_2023,2025,S3,D2,2501227,LNG_S3_2023,LNG,2023,0,73000,D4,LNG,0.164823,0.40978129437,0.0,0.0,0.164795309736,21240.05175798,0.6897441337942413,7.0,6,35
Diesel_S3_2024,2025,S3,D2,2501227,Diesel_S3_2024,Diesel,2024,0,73000,D4,B20,0.224082,0.68313190356,7303.62,3651.81,0.28532585142,27698.7569448,0.521982172800691,5.0,4,35
LNG_S3_2024,2025,S3,D2,2501227,LNG_S3_2024,LNG,2024,0,73000,D4,LNG,0.164823,0.40978129437,9340.199999999999,4670.099999999999,0.164795309736,21440.98217109,0.6894002998111037,6.0,6,35
Diesel_S3_2025,2025,S3,D2,2501227,Diesel_S3_2025,Diesel,2025,125379,73000,D4,B20,0.224082,0.68313190356,6268.950000000001,1253.79,0.28532585142,28351.52715366,0.19923422893345963,1.0,9,35
LNG_S3_2025,2025,S3,D2,2501227,LNG_S3_2025,LNG,2025,160340,73000,D4,LNG,0.164823,0.40978129437,8017.0,1603.4,0.164795309736,21650.457610728,0.3327197109557263,2.0,10,35
LNG_S3_2023,2025,S3,D3,1053662,LNG_S3_2023,LNG,2023,0,73000,D4,LNG,0.164823,0.40978129437,0.0,0.0,0.164795309736,21240.05175798,0.6897441337942413,7.0,6,15
LNG_S3_2024,2025,S3,D3,1053662,LNG_S3_2024,LNG,2024,0,73000,D4,LNG,0.164823,0.40978129437,9340.199999999999,4670.099999999999,0.164795309736,21440.98217109,0.6894002998111037,6.0,3,15
LNG_S3_2025,2025,S3,D3,1053662,LNG_S3_2025,LNG,2025,160340,73000,D4,LNG,0.164823,0.40978129437,8017.0,1603.4,0.164795309736,21650.457610728,0.3327197109557263,2.0,6,15
LNG_S3_2023,2025,S3,D4,218537,LNG_S3_2023,LNG,2023,0,73000,D4,LNG,0.164823,0.40978129437,0.0,0.0,0.164795309736,21240.05175798,0.6557930569501266,6.0,2,3
LNG_S3_2024,2025,S3,D4,218537,LNG_S3_2024,LNG,2024,0,73000,D4,LNG,0.164823,0.40978129437,9340.199999999999,4670.099999999999,0.164795309736,21440.98217109,0.6553973057513656,5.0,1,3
LNG_S4_2025,2025,S4,D1,15615,LNG_S4_2025,LNG,2025,205235,118000,D4,LNG,0.167274,0.41587494606000003,10261.75,2052.35,0.16724589796800002,32049.115960224,0.4370065790100053,2.0,1,1
LNG_S4_2023,2025,S4,D2,791079,LNG_S4_2023,LNG,2023,0,118000,D4,LNG,0.167274,0.41587494606,0.0,0.0,0.16724589796800002,31574.93141784,0.650785056361085,6.0,3,7
LNG_S4_2025,2025,S4,D2,791079,LNG_S4_2025,LNG,2025,205235,118000,D4,LNG,0.167274,0.41587494606000003,10261.75,2052.35,0.16724589796800002,32049.115960224,0.3505526740388769,2.0,4,7
LNG_S4_2023,2025,S4,D3,123252,LNG_S4_2023,LNG,2023,0,118000,D4,LNG,0.167274,0.41587494606,0.0,0.0,0.16724589796800002,31574.93141784,0.650785056361085,6.0,1,2
LNG_S4_2024,2025,S4,D3,123252,LNG_S4_2024,LNG,2024,0,118000,D4,LNG,0.167274,0.41587494606,11955.48,5977.74,0.16724589796800002,31806.517875720005,0.6504629310115241,5.0,1,2
LNG_S4_2023,2025,S4,D4,1927,LNG_S4_2023,LNG,2023,0,118000,D4,LNG,0.167274,0.41587494606,0.0,0.0,0.16724589796800002,31574.93141784,0.6341933406221747,5.0,1,1
