Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles,Distance
LNG_S1_2035,2035,S1,D4,588196,LNG_S1_2035,LNG,2035,142576,102000,D4,BioLNG,0.154381,0.058423791259,7128.8,1425.76,0.15653461494999998,151130.71653461494,0.8666910790855613,5.0,,,D4
LNG_S2_2033,2035,S2,D1,1283026,LNG_S2_2033,LNG,2033,178740,106000,D4,LNG,0.155767,0.38726635773,8937.0,1787.4,0.1486087275149999,189464.54860872752,0.4284144958638071,4.0,2.0,13.0,D1
BEV_S2_2034,2035,S2,D1,1344795,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10456677781,201343.9245667778,0.8670344357665519,7.0,7.0,13.0,D1
Diesel_S2_2034,2035,S2,D1,1344795,Diesel_S2_2034,Diesel,2034,143960,106000,D4,B20,0.223852,0.68243073016,7198.0,1439.6,0.34445002648,152597.9444500265,0.13296556423344813,2.0,4.0,13.0,D1
BEV_S2_2035,2035,S2,D1,1350533,BEV_S2_2035,BEV,2035,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.1003801414,201343.9203801414,0.8670344456680741,8.0,,,D1
Diesel_S2_2035,2035,S2,D1,1350533,Diesel_S2_2035,Diesel,2035,148279,106000,D4,B20,0.223852,0.68243073016,7413.950000000001,1482.79,0.35177446392,157176.09177446392,0.12199007554448289,1.0,,,D1
Diesel_S2_2035,2035,S2,D1,1350533,Diesel_S2_2035,Diesel,2035,148279,106000,D4,HVO,0.223852,0.109155607648,7413.950000000001,1482.79,0.35662309824,157176.09662309824,0.8413156775489254,6.0,,,D1
LNG_S2_2035,2035,S2,D1,1350533,LNG_S2_2035,LNG,2035,189626,106000,D4,LNG,0.155767,0.38726635773,9481.300000000001,1896.26,0.14687737731,201003.70687737732,0.42400663360726104,3.0,,,D1
LNG_S2_2035,2035,S2,D1,1350533,LNG_S2_2035,LNG,2035,189626,106000,D4,BioLNG,0.155039,0.05867280412100001,9481.300000000001,1896.26,0.15720179404999998,201003.71720179406,0.8393981038086724,5.0,,,D1
Diesel_S2_2033,2035,S2,D2,1790314,Diesel_S2_2033,Diesel,2033,139767,106000,D4,B20,0.223852,0.68243073016,6988.35,1397.67,0.3372800469199999,148153.3572800469,0.14365570606558273,2.0,7.0,17.0,D2
LNG_S2_2033,2035,S2,D2,1790314,LNG_S2_2033,LNG,2033,178740,106000,D4,LNG,0.155767,0.38726635773,8937.0,1787.4,0.1486087275149999,189464.54860872752,0.4271404533144048,4.0,5.0,17.0,D2
BEV_S2_2034,2035,S2,D2,1869435,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10456677781,201343.9245667778,0.8563442939344172,7.0,5.0,17.0,D2
BEV_S2_2035,2035,S2,D2,1934621,BEV_S2_2035,BEV,2035,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.1003801414,201343.9203801414,0.8563443036172386,8.0,,,D2
Diesel_S2_2035,2035,S2,D2,1934621,Diesel_S2_2035,Diesel,2035,148279,106000,D4,B20,0.223852,0.68243073016,7413.950000000001,1482.79,0.35177446392,157176.09177446392,0.1222233538410126,1.0,,,D2
Diesel_S2_2035,2035,S2,D2,1934621,Diesel_S2_2035,Diesel,2035,148279,106000,D4,HVO,0.223852,0.109155607648,7413.950000000001,1482.79,0.35662309824,157176.09662309824,0.8397775770536159,6.0,,,D2
LNG_S2_2035,2035,S2,D2,1934621,LNG_S2_2035,LNG,2035,189626,106000,D4,LNG,0.155767,0.38726635773,9481.300000000001,1896.26,0.14687737731,201003.70687737732,0.42239402101146417,3.0,,,D2
LNG_S2_2035,2035,S2,D2,1934621,LNG_S2_2035,LNG,2035,189626,106000,D4,BioLNG,0.155039,0.05867280412100001,9481.300000000001,1896.26,0.15720179404999998,201003.71720179406,0.8297443319805444,5.0,,,D2
LNG_S2_2031,2035,S2,D3,943472,LNG_S2_2031,LNG,2031,168480,106000,D4,LNG,0.155767,0.38726635773,8424.0,1684.8,0.1503606389639999,178588.95036063896,0.43364080901448726,3.0,2.0,9.0,D3
BEV_S2_2032,2035,S2,D3,980430,BEV_S2_2032,BEV,2032,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.11347075102,201343.933470751,0.8960678686041256,6.0,7.0,9.0,D3
BEV_S2_2035,2035,S2,D3,1053870,BEV_S2_2035,BEV,2035,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.1003801414,201343.9203801414,0.8960678962063733,7.0,,,D3
Diesel_S2_2035,2035,S2,D3,1053870,Diesel_S2_2035,Diesel,2035,148279,106000,D4,B20,0.223852,0.68243073016,7413.950000000001,1482.79,0.35177446392,157176.09177446392,0.10393213139587436,1.0,,,D3
Diesel_S2_2035,2035,S2,D3,1053870,Diesel_S2_2035,Diesel,2035,148279,106000,D4,HVO,0.223852,0.109155607648,7413.950000000001,1482.79,0.35662309824,157176.09662309824,0.8413134532832289,4.0,,,D3
LNG_S2_2035,2035,S2,D3,1053870,LNG_S2_2035,LNG,2035,189626,106000,D4,LNG,0.155767,0.38726635773,9481.300000000001,1896.26,0.14687737731,201003.70687737732,0.42757956890205867,2.0,,,D3
LNG_S2_2035,2035,S2,D3,1053870,LNG_S2_2035,LNG,2035,189626,106000,D4,BioLNG,0.155039,0.05867280412100001,9481.300000000001,1896.26,0.15720179404999998,201003.71720179406,0.8641743386331189,5.0,,,D3
BEV_S2_2032,2035,S2,D4,163126,BEV_S2_2032,BEV,2032,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.11347075102,201343.933470751,0.8994019727857109,5.0,2.0,2.0,D4
BEV_S2_2035,2035,S2,D4,176929,BEV_S2_2035,BEV,2035,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.1003801414,201343.9203801414,0.8994019996018967,6.0,,,D4
Diesel_S2_2035,2035,S2,D4,176929,Diesel_S2_2035,Diesel,2035,148279,106000,D4,B20,0.223852,0.68243073016,7413.950000000001,1482.79,0.35177446392,157176.09177446392,0.10059802721428918,1.0,,,D4
Diesel_S2_2035,2035,S2,D4,176929,Diesel_S2_2035,Diesel,2035,148279,106000,D4,HVO,0.223852,0.109155607648,7413.950000000001,1482.79,0.35662309824,157176.09662309824,0.8412258848209847,3.0,,,D4
LNG_S2_2035,2035,S2,D4,176929,LNG_S2_2035,LNG,2035,189626,106000,D4,LNG,0.155767,0.38726635773,9481.300000000001,1896.26,0.14687737731,201003.70687737732,0.4279187902892726,2.0,,,D4
LNG_S2_2035,2035,S2,D4,176929,LNG_S2_2035,LNG,2035,189626,106000,D4,BioLNG,0.155039,0.05867280412100001,9481.300000000001,1896.26,0.15720179404999998,201003.71720179406,0.866852141803634,4.0,,,D4
Diesel_S3_2033,2035,S3,D1,2820991,Diesel_S3_2033,Diesel,2033,158826,73000,D4,B20,0.224082,0.68313190356,7941.3,1588.26,0.33762659022,168355.89762659022,0.143281752831605,2.0,16.0,39.0,D1
LNG_S3_2033,2035,S3,D1,2820991,LNG_S3_2033,LNG,2033,203114,73000,D4,LNG,0.153945,0.38273651955,10155.7,2031.14,0.146870457525,215300.9868704576,0.4341765388359366,4.0,13.0,39.0,D1
BEV_S3_2034,2035,S3,D1,2832153,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.1051695182439999,228800.04516951824,0.856718247168395,7.0,10.0,39.0,D1
BEV_S3_2035,2035,S3,D1,2908543,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10095874935999999,228800.04095874936,0.8567182557197721,8.0,,,D1
Diesel_S3_2035,2035,S3,D1,2908543,Diesel_S3_2035,Diesel,2035,168499,73000,D4,B20,0.224082,0.68313190356,8424.95,1684.99,0.35213589972000003,178609.2921358997,0.12189701459874842,1.0,,,D1
Diesel_S3_2035,2035,S3,D1,2908543,Diesel_S3_2035,Diesel,2035,168499,73000,D4,HVO,0.224082,0.10926776116800001,8424.95,1684.99,0.35698951584000005,178609.29698951583,0.839779067514338,6.0,,,D1
LNG_S3_2035,2035,S3,D1,2908543,LNG_S3_2035,LNG,2035,215484,73000,D4,LNG,0.153945,0.38273651955000004,10774.2,2154.84,0.14515935885,228413.18515935884,0.4293750460925634,3.0,,,D1
LNG_S3_2035,2035,S3,D1,2908543,LNG_S3_2035,LNG,2035,215484,73000,D4,BioLNG,0.155192,0.058730705288,10774.2,2154.84,0.15735692839999998,228413.1973569284,0.8300856023277507,5.0,,,D1
Diesel_S3_2033,2035,S3,D2,2974170,Diesel_S3_2033,Diesel,2033,158826,73000,D4,B20,0.224082,0.68313190356,7941.3,1588.26,0.33762659022,168355.89762659022,0.15359638342197637,2.0,6.0,39.0,D2
LNG_S3_2033,2035,S3,D2,2974170,LNG_S3_2033,LNG,2033,203114,73000,D4,LNG,0.153945,0.38273651955,10155.7,2031.14,0.146870457525,215300.9868704576,0.43322657364321415,4.0,16.0,39.0,D2
BEV_S3_2035,2035,S3,D2,3247401,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10095874935999999,228800.04095874936,0.8464036165780237,7.0,,,D2
Diesel_S3_2035,2035,S3,D2,3247401,Diesel_S3_2035,Diesel,2035,168499,73000,D4,B20,0.224082,0.68313190356,8424.95,1684.99,0.35213589972000003,178609.2921358997,0.13089930737146532,1.0,,,D2
Diesel_S3_2035,2035,S3,D2,3247401,Diesel_S3_2035,Diesel,2035,168499,73000,D4,HVO,0.224082,0.10926776116800001,8424.95,1684.99,0.35698951584000005,178609.29698951583,0.8397327945587393,6.0,,,D2
LNG_S3_2035,2035,S3,D2,3247401,LNG_S3_2035,LNG,2035,215484,73000,D4,LNG,0.153945,0.38273651955000004,10774.2,2154.84,0.14515935885,228413.18515935884,0.42763190099484427,3.0,,,D2
LNG_S3_2035,2035,S3,D2,3247401,LNG_S3_2035,LNG,2035,215484,73000,D4,BioLNG,0.155192,0.058730705288,10774.2,2154.84,0.15735692839999998,228413.1973569284,0.8206513551737974,5.0,,,D2
Diesel_S3_2033,2035,S3,D3,1270139,Diesel_S3_2033,Diesel,2033,158826,73000,D4,B20,0.224082,0.68313190356,7941.3,1588.26,0.33762659022,168355.89762659022,0.143281752831605,2.0,6.0,18.0,D3
LNG_S3_2033,2035,S3,D3,1270139,LNG_S3_2033,LNG,2033,203114,73000,D4,LNG,0.153945,0.38273651955,10155.7,2031.14,0.146870457525,215300.9868704576,0.4341765388359366,4.0,7.0,18.0,D3
BEV_S3_2034,2035,S3,D3,1320768,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.1051695182439999,228800.04516951824,0.856718247168395,7.0,5.0,18.0,D3
BEV_S3_2035,2035,S3,D3,1360337,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10095874935999999,228800.04095874936,0.8567182557197721,8.0,,,D3
Diesel_S3_2035,2035,S3,D3,1360337,Diesel_S3_2035,Diesel,2035,168499,73000,D4,B20,0.224082,0.68313190356,8424.95,1684.99,0.35213589972000003,178609.2921358997,0.12189701459874842,1.0,,,D3
Diesel_S3_2035,2035,S3,D3,1360337,Diesel_S3_2035,Diesel,2035,168499,73000,D4,HVO,0.224082,0.10926776116800001,8424.95,1684.99,0.35698951584000005,178609.29698951583,0.839779067514338,6.0,,,D3
LNG_S3_2035,2035,S3,D3,1360337,LNG_S3_2035,LNG,2035,215484,73000,D4,LNG,0.153945,0.38273651955000004,10774.2,2154.84,0.14515935885,228413.18515935884,0.4293750460925634,3.0,,,D3
LNG_S3_2035,2035,S3,D3,1360337,LNG_S3_2035,LNG,2035,215484,73000,D4,BioLNG,0.155192,0.058730705288,10774.2,2154.84,0.15735692839999998,228413.1973569284,0.8300856023277507,5.0,,,D3
Diesel_S3_2031,2035,S3,D4,242813,Diesel_S3_2031,Diesel,2031,149709,73000,D4,B20,0.224082,0.68313190356,7485.450000000001,1497.09,0.32371557966,158691.86371557968,0.1643938333900672,2.0,2.0,4.0,D4
BEV_S3_2034,2035,S3,D4,273053,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.1051695182439999,228800.04516951824,0.8356061666099328,6.0,2.0,4.0,D4
BEV_S3_2035,2035,S3,D4,274741,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10095874935999999,228800.04095874936,0.8356061748604252,7.0,,,D4
Diesel_S3_2035,2035,S3,D4,274741,Diesel_S3_2035,Diesel,2035,168499,73000,D4,B20,0.224082,0.68313190356,8424.95,1684.99,0.35213589972000003,178609.2921358997,0.12328744023407572,1.0,,,D4
Diesel_S3_2035,2035,S3,D4,274741,Diesel_S3_2035,Diesel,2035,168499,73000,D4,HVO,0.224082,0.10926776116800001,8424.95,1684.99,0.35698951584000005,178609.29698951583,0.8340837727877646,5.0,,,D4
LNG_S3_2035,2035,S3,D4,274741,LNG_S3_2035,LNG,2035,215484,73000,D4,LNG,0.153945,0.38273651955000004,10774.2,2154.84,0.14515935885,228413.18515935884,0.42561200514709946,3.0,,,D4
LNG_S3_2035,2035,S3,D4,274741,LNG_S3_2035,LNG,2035,215484,73000,D4,BioLNG,0.155192,0.058730705288,10774.2,2154.84,0.15735692839999998,228413.1973569284,0.8104993657407671,4.0,,,D4
BEV_S4_2033,2035,S4,D1,19951,BEV_S4_2033,BEV,2033,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.1091645749759999,292864.32916457497,0.8992076989678224,5.0,1.0,1.0,D1
BEV_S4_2035,2035,S4,D1,21666,BEV_S4_2035,BEV,2035,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.10059838207999999,292864.3205983821,0.899207711052466,6.0,,,D1
Diesel_S4_2035,2035,S4,D1,21666,Diesel_S4_2035,Diesel,2035,215678,118000,D4,B20,0.219827,0.67016019566,10783.900000000001,2156.78,0.34544933742,228619.0254493374,0.10079230103217758,1.0,,,D1
Diesel_S4_2035,2035,S4,D1,21666,Diesel_S4_2035,Diesel,2035,215678,118000,D4,HVO,0.219827,0.107192921048,10783.900000000001,2156.78,0.35021079024,228619.03021079025,0.8412308867670723,3.0,,,D1
LNG_S4_2035,2035,S4,D1,21666,LNG_S4_2035,LNG,2035,275819,118000,D4,LNG,0.154278,0.38356442082000003,13790.95,2758.19,0.14547335454000002,292368.2854733545,0.4231227523914451,2.0,,,D1
LNG_S4_2035,2035,S4,D1,21666,LNG_S4_2035,LNG,2035,275819,118000,D4,BioLNG,0.154568,0.05849455935200001,13790.95,2758.19,0.1567242236,292368.2967242236,0.86587210381041,4.0,,,D1
BEV_S4_2033,2035,S4,D2,1013174,BEV_S4_2033,BEV,2033,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.1091645749759999,292864.32916457497,0.8552668885400507,6.0,5.0,9.0,D2
Diesel_S4_2033,2035,S4,D2,1013174,Diesel_S4_2033,Diesel,2033,203297,118000,D4,B20,0.219827,0.67016019566,10164.85,2032.97,0.33121553917,215495.1512155392,0.14473311145994924,2.0,4.0,9.0,D2
BEV_S4_2035,2035,S4,D2,1107787,BEV_S4_2035,BEV,2035,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.10059838207999999,292864.3205983821,0.8552669022453787,7.0,,,D2
Diesel_S4_2035,2035,S4,D2,1107787,Diesel_S4_2035,Diesel,2035,215678,118000,D4,B20,0.219827,0.67016019566,10783.900000000001,2156.78,0.34544933742,228619.0254493374,0.1231628507101533,1.0,,,D2
Diesel_S4_2035,2035,S4,D2,1107787,Diesel_S4_2035,Diesel,2035,215678,118000,D4,HVO,0.219827,0.107192921048,10783.900000000001,2156.78,0.35021079024,228619.03021079025,0.8397730444286751,5.0,,,D2
LNG_S4_2035,2035,S4,D2,1107787,LNG_S4_2035,LNG,2035,275819,118000,D4,LNG,0.154278,0.38356442082000003,13790.95,2758.19,0.14547335454000002,292368.2854733545,0.41755421163142314,3.0,,,D2
LNG_S4_2035,2035,S4,D2,1107787,LNG_S4_2035,LNG,2035,275819,118000,D4,BioLNG,0.154568,0.05849455935200001,13790.95,2758.19,0.1567242236,292368.2967242236,0.8281140510959236,4.0,,,D2
BEV_S4_2032,2035,S4,D3,141391,BEV_S4_2032,BEV,2032,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.113717452544,292864.33371745254,0.8969199609810904,6.0,1.0,2.0,D3
LNG_S4_2034,2035,S4,D3,146333,LNG_S4_2034,LNG,2034,267786,118000,D4,LNG,0.154278,0.38356442082,13389.3,2677.86,0.146328208938,283853.30632820894,0.4242358431808103,3.0,1.0,2.0,D3
BEV_S4_2035,2035,S4,D3,147590,BEV_S4_2035,BEV,2035,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.10059838207999999,292864.3205983821,0.8969199798605657,7.0,,,D3
Diesel_S4_2035,2035,S4,D3,147590,Diesel_S4_2035,Diesel,2035,215678,118000,D4,B20,0.219827,0.67016019566,10783.900000000001,2156.78,0.34544933742,228619.0254493374,0.10308003901890958,1.0,,,D3
Diesel_S4_2035,2035,S4,D3,147590,Diesel_S4_2035,Diesel,2035,215678,118000,D4,HVO,0.219827,0.107192921048,10783.900000000001,2156.78,0.35021079024,228619.03021079025,0.8412907234361179,4.0,,,D3
LNG_S4_2035,2035,S4,D3,147590,LNG_S4_2035,LNG,2035,275819,118000,D4,LNG,0.154278,0.38356442082000003,13790.95,2758.19,0.14547335454000002,292368.2854733545,0.42289538209118527,2.0,,,D3
LNG_S4_2035,2035,S4,D3,147590,LNG_S4_2035,LNG,2035,275819,118000,D4,BioLNG,0.154568,0.05849455935200001,13790.95,2758.19,0.1567242236,292368.2967242236,0.8640484684715529,5.0,,,D3
BEV_S4_2033,2035,S4,D4,2236,BEV_S4_2033,BEV,2033,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.1091645749759999,292864.32916457497,0.8992076989678224,5.0,1.0,1.0,D4
BEV_S4_2035,2035,S4,D4,2369,BEV_S4_2035,BEV,2035,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.10059838207999999,292864.3205983821,0.899207711052466,6.0,,,D4
Diesel_S4_2035,2035,S4,D4,2369,Diesel_S4_2035,Diesel,2035,215678,118000,D4,B20,0.219827,0.67016019566,10783.900000000001,2156.78,0.34544933742,228619.0254493374,0.10079230103217758,1.0,,,D4
Diesel_S4_2035,2035,S4,D4,2369,Diesel_S4_2035,Diesel,2035,215678,118000,D4,HVO,0.219827,0.107192921048,10783.900000000001,2156.78,0.35021079024,228619.03021079025,0.8412308867670723,3.0,,,D4
LNG_S4_2035,2035,S4,D4,2369,LNG_S4_2035,LNG,2035,275819,118000,D4,LNG,0.154278,0.38356442082000003,13790.95,2758.19,0.14547335454000002,292368.2854733545,0.4231227523914451,2.0,,,D4
LNG_S4_2035,2035,S4,D4,2369,LNG_S4_2035,LNG,2035,275819,118000,D4,BioLNG,0.154568,0.05849455935200001,13790.95,2758.19,0.1567242236,292368.2967242236,0.86587210381041,4.0,,,D4
