Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost
Diesel_S3_2032,2032,S3,D2,2863674,Diesel_S3_2032,Diesel,2032,154200,73000,D4,B20,0.224082,0.68313190356,7710.0,1542.0,0.33059713788,163452.3305971379
Diesel_S3_2032,2032,S3,D2,2863674,Diesel_S3_2032,Diesel,2032,154200,73000,D4,HVO,0.224082,0.10926776116800001,7710.0,1542.0,0.3687829515,163452.3687829515
LNG_S3_2032,2032,S3,D2,2863674,LNG_S3_2032,LNG,2032,197198,73000,D4,LNG,0.153945,0.38273651955000004,9859.900000000001,1971.98,0.14773362714,209030.02773362715
LNG_S3_2032,2032,S3,D2,2863674,LNG_S3_2032,LNG,2032,197198,73000,D4,BioLNG,0.155192,0.058730705288,9859.900000000001,1971.98,0.16014883248,209030.0401488325
BEV_S3_2032,2032,S3,D3,1254261,BEV_S3_2032,BEV,2032,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.114124815448,228800.05412481545
Diesel_S3_2032,2032,S3,D3,1254261,Diesel_S3_2032,Diesel,2032,154200,73000,D4,B20,0.224082,0.68313190356,7710.0,1542.0,0.33059713788,163452.3305971379
Diesel_S3_2032,2032,S3,D3,1254261,Diesel_S3_2032,Diesel,2032,154200,73000,D4,HVO,0.224082,0.10926776116800001,7710.0,1542.0,0.3687829515,163452.3687829515
LNG_S3_2032,2032,S3,D3,1254261,LNG_S3_2032,LNG,2032,197198,73000,D4,LNG,0.153945,0.38273651955000004,9859.900000000001,1971.98,0.14773362714,209030.02773362715
LNG_S3_2032,2032,S3,D3,1254261,LNG_S3_2032,LNG,2032,197198,73000,D4,BioLNG,0.155192,0.058730705288,9859.900000000001,1971.98,0.16014883248,209030.0401488325
BEV_S3_2032,2032,S3,D4,250479,BEV_S3_2032,BEV,2032,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.114124815448,228800.05412481545
Diesel_S3_2032,2032,S3,D4,250479,Diesel_S3_2032,Diesel,2032,154200,73000,D4,B20,0.224082,0.68313190356,7710.0,1542.0,0.33059713788,163452.3305971379
Diesel_S3_2032,2032,S3,D4,250479,Diesel_S3_2032,Diesel,2032,154200,73000,D4,HVO,0.224082,0.10926776116800001,7710.0,1542.0,0.3687829515,163452.3687829515
LNG_S3_2032,2032,S3,D4,250479,LNG_S3_2032,LNG,2032,197198,73000,D4,LNG,0.153945,0.38273651955000004,9859.900000000001,1971.98,0.14773362714,209030.02773362715
LNG_S3_2032,2032,S3,D4,250479,LNG_S3_2032,LNG,2032,197198,73000,D4,BioLNG,0.155192,0.058730705288,9859.900000000001,1971.98,0.16014883248,209030.0401488325
