Allocation,Operating Year,size,Distance_demand,demand,id,vehicle,Available Year,cost,yearly_range,Distance_vehicle,fuel,consumption_unitfuel_per_km,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles
LNG_S2_2029,2033,S2,D2,1790314,LNG_S2_2029,LNG,2029,0,106000,D4,LNG,0.155767,0.38726635773,0.0,0.0,0.14860872751499998,25654.589835642,0.6264002206096454,8.0,4,17
LNG_S2_2031,2033,S2,D2,1790314,LNG_S2_2031,LNG,2031,0,106000,D4,LNG,0.155767,0.38726635773,0.0,0.0,0.14860872751499998,26047.027730184,0.6256113902929228,7.0,3,17
BEV_S2_2032,2033,S2,D2,1790314,BEV_S2_2032,BEV,2032,0,106000,D4,Electricity,0.85459,0.0,11396.82,5698.41,0.10892775057999998,23424.71960812,0.9940972399518913,9.0,4,17
LNG_S2_2032,2033,S2,D2,1790314,LNG_S2_2032,LNG,2032,0,106000,D4,LNG,0.155767,0.38726635773,10412.039999999999,5206.0199999999995,0.14860872751499998,26257.143986904,0.6251800080791379,6.0,2,17
BEV_S2_2033,2033,S2,D2,1790314,BEV_S2_2033,BEV,2033,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10892775057999998,22943.161561479996,0.5805968457166781,5.0,3,17
Diesel_S2_2033,2033,S2,D2,1790314,Diesel_S2_2033,Diesel,2033,139767,106000,D4,B20,0.223852,0.68243073016,6988.35,1397.67,0.33728004691999997,44137.70497352,0.14888772142158516,1.0,1,17
BEV_S2_2031,2033,S2,D3,1007259,BEV_S2_2031,BEV,2031,0,106000,D3,Electricity,0.85459,0.0,0.0,0.0,0.10892775057999998,23926.2972801,0.9881116175494697,8.0,4,10
LNG_S2_2032,2033,S2,D3,1007259,LNG_S2_2032,LNG,2032,0,106000,D4,LNG,0.155767,0.38726635773,10412.039999999999,5206.0199999999995,0.14860872751499998,26257.143986904,0.612639590359377,6.0,2,10
BEV_S2_2033,2033,S2,D3,1007259,BEV_S2_2033,BEV,2033,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10892775057999998,22943.161561479996,0.597516055509551,5.0,3,10
LNG_S2_2033,2033,S2,D3,1007259,LNG_S2_2033,LNG,2033,178740,106000,D4,LNG,0.155767,0.38726635773,8937.0,1787.4,0.14860872751499998,26476.92511659,0.37939133654301205,2.0,1,10
BEV_S2_2033,2033,S2,D4,168141,BEV_S2_2033,BEV,2033,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10892775057999998,22943.161561479996,0.6184000985468523,6.0,2,2
BEV_S3_2032,2033,S3,D1,2820991,BEV_S3_2032,BEV,2032,0,73000,D4,Electricity,0.859516,0.0,12950.939999999999,6475.469999999999,0.10955562839199999,21282.051527704003,0.9948098408922593,8.0,7,39
BEV_S3_2033,2033,S3,D1,2820991,BEV_S3_2033,BEV,2033,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10955562839199999,20948.500872616,0.558091049619123,6.0,11,39
Diesel_S3_2033,2033,S3,D1,2820991,Diesel_S3_2033,Diesel,2033,158826,73000,D4,B20,0.224082,0.68313190356,7941.3,1588.26,0.33762659022,34176.301086060004,0.15647567261265147,1.0,12,39
LNG_S3_2033,2033,S3,D1,2820991,LNG_S3_2033,LNG,2033,203114,73000,D4,LNG,0.153945,0.38273651955000004,10155.7,2031.14,0.146870457525,22908.383399325,0.3516002749308399,2.0,9,39
BEV_S3_2033,2033,S3,D2,2974170,BEV_S3_2033,BEV,2033,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10955562839199999,20948.500872616,0.8692365503597966,5.0,13,41
Diesel_S3_2033,2033,S3,D2,2974170,Diesel_S3_2033,Diesel,2033,158826,73000,D4,B20,0.224082,0.68313190356,7941.3,1588.26,0.33762659022,34176.301086060004,0.13482933800394253,1.0,11,41
LNG_S3_2033,2033,S3,D2,2974170,LNG_S3_2033,LNG,2033,203114,73000,D4,LNG,0.153945,0.38273651955000004,10155.7,2031.14,0.146870457525,22908.383399325,0.4671798463406736,2.0,17,41
LNG_S3_2030,2033,S3,D3,1270139,LNG_S3_2030,LNG,2030,0,73000,D4,LNG,0.153945,0.38273651955,0.0,0.0,0.146870457525,22064.370105525,0.6561644044911427,9.0,4,18
LNG_S3_2032,2033,S3,D3,1270139,LNG_S3_2032,LNG,2032,0,73000,D4,LNG,0.153945,0.38273651955,11831.88,5915.94,0.146870457525,22616.43478122,0.655140856628103,7.0,7,18
BEV_S3_2033,2033,S3,D3,1270139,BEV_S3_2033,BEV,2033,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10955562839199999,20948.500872616,0.5333827316784625,6.0,2,18
Diesel_S3_2033,2033,S3,D3,1270139,Diesel_S3_2033,Diesel,2033,158826,73000,D4,B20,0.224082,0.68313190356,7941.3,1588.26,0.33762659022,34176.301086060004,0.16616418440639327,1.0,3,18
LNG_S3_2033,2033,S3,D3,1270139,LNG_S3_2033,LNG,2033,203114,73000,D4,LNG,0.153945,0.38273651955000004,10155.7,2031.14,0.146870457525,22908.383399325,0.3397127237243134,2.0,2,18
BEV_S3_2032,2033,S3,D4,262313,BEV_S3_2032,BEV,2032,0,73000,D4,Electricity,0.859516,0.0,12950.939999999999,6475.469999999999,0.10955562839199999,21282.051527704003,0.9950374632365943,7.0,3,4
BEV_S3_2033,2033,S3,D4,262313,BEV_S3_2033,BEV,2033,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10955562839199999,20948.500872616,0.6126325230329689,6.0,1,4
BEV_S4_2032,2033,S4,D1,19951,BEV_S4_2032,BEV,2032,0,118000,D4,Electricity,0.856448,0.0,16577.22,8288.61,0.10916457497599999,29995.879400192003,0.9946999911979367,6.0,1,1
BEV_S4_2029,2033,S4,D2,1013174,BEV_S4_2029,BEV,2029,0,118000,D3,Electricity,0.856448,0.0,0.0,0.0,0.10916457497599999,32618.167199488,0.9700680752004854,7.0,2,9
BEV_S4_2032,2033,S4,D2,1013174,BEV_S4_2032,BEV,2032,0,118000,D4,Electricity,0.856448,0.0,16577.22,8288.61,0.10916457497599999,29995.879400192003,0.9948105441017163,8.0,4,9
BEV_S4_2033,2033,S4,D2,1013174,BEV_S4_2033,BEV,2033,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.10916457497599999,29458.639847168,0.6119569123854447,6.0,2,9
LNG_S4_2033,2033,S4,D2,1013174,LNG_S4_2033,LNG,2033,259986,118000,D4,LNG,0.154278,0.38356442082000003,12999.300000000001,2599.86,0.14718815451,32967.36223218,0.3714871408301649,2.0,1,9
BEV_S4_2032,2033,S4,D3,146270,BEV_S4_2032,BEV,2032,0,118000,D4,Electricity,0.856448,0.0,16577.22,8288.61,0.10916457497599999,29995.879400192003,0.9946999911979367,6.0,1,2
BEV_S4_2033,2033,S4,D3,146270,BEV_S4_2033,BEV,2033,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.10916457497599999,29458.639847168,0.637087252889589,5.0,1,2
BEV_S4_2032,2033,S4,D4,2236,BEV_S4_2032,BEV,2032,0,118000,D4,Electricity,0.856448,0.0,16577.22,8288.61,0.10916457497599999,29995.879400192003,0.9946999911979367,6.0,1,1
