Allocation,Operating Year,size,Distance_demand,demand,id,vehicle,Available Year,cost,yearly_range,Distance_vehicle,fuel,consumption_unitfuel_per_km,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles
LNG_S2_2028,2030,S2,D2,1624238,LNG_S2_2028,LNG,2028,0,106000,D4,LNG,0.155829,0.38742050151,0.0,0.0,0.15130450498499998,25478.321114214,0.6703423846111602,9.0,5,16
LNG_S2_2029,2030,S2,D2,1624238,LNG_S2_2029,LNG,2029,0,106000,D4,LNG,0.155767,0.38726635773,9528.48,4764.24,0.15124430515499998,25654.589835642,0.6701928959031956,8.0,2,16
Diesel_S2_2030,2030,S2,D2,1624238,Diesel_S2_2030,Diesel,2030,127906,106000,D4,B20,0.223852,0.68243073016,6395.3,1279.06,0.3166498466,41239.2437396,0.21717127038937598,1.0,2,16
LNG_S2_2030,2030,S2,D2,1624238,LNG_S2_2030,LNG,2030,163573,106000,D4,LNG,0.155767,0.38726635773,8178.650000000001,1635.73,0.15124430515499998,25846.27634643,0.3686938569767324,2.0,4,16
LNG_S2_2028,2030,S2,D3,931478,LNG_S2_2028,LNG,2028,0,106000,D4,LNG,0.155829,0.38742050151,0.0,0.0,0.15130450498499998,25478.321114214,0.6405561221012911,8.0,5,9
LNG_S2_2030,2030,S2,D3,931478,LNG_S2_2030,LNG,2030,163573,106000,D4,LNG,0.155767,0.38726635773,8178.650000000001,1635.73,0.15124430515499998,25846.27634643,0.3893838769187559,2.0,4,9
LNG_S2_2028,2030,S2,D4,155565,LNG_S2_2028,LNG,2028,0,106000,D4,LNG,0.155829,0.38742050151,0.0,0.0,0.15130450498499998,25478.321114214,0.669666566685745,6.0,1,2
LNG_S2_2029,2030,S2,D4,155565,LNG_S2_2029,LNG,2029,0,106000,D4,LNG,0.155767,0.38726635773,9528.48,4764.24,0.15124430515499998,25654.589835642,0.6695183362935011,5.0,1,2
BEV_S3_2028,2030,S3,D1,2518188,BEV_S3_2028,BEV,2028,0,73000,D2,Electricity,0.859516,0.0,0.0,0.0,0.12384164382799999,24160.334331136,0.9634218959619617,10.0,10,35
Diesel_S3_2028,2030,S3,D1,2518188,Diesel_S3_2028,Diesel,2028,0,73000,D4,B20,0.224082,0.68313190356,0.0,0.0,0.3169751931,30405.98209236,0.5170957292219608,6.0,3,35
LNG_S3_2028,2030,S3,D1,2518188,LNG_S3_2028,LNG,2028,0,73000,D4,LNG,0.156388,0.38881028172,0.0,0.0,0.15184727441999998,21728.002277164,0.6810245455709553,8.0,8,35
LNG_S3_2029,2030,S3,D1,2518188,LNG_S3_2029,LNG,2029,0,73000,D4,LNG,0.153945,0.38273651955,10827.84,5413.92,0.149475206925,21803.654047935,0.6849107547935598,9.0,4,35
Diesel_S3_2030,2030,S3,D1,2518188,Diesel_S3_2030,Diesel,2030,145348,73000,D4,B20,0.224082,0.68313190356,7267.400000000001,1453.48,0.3169751931,31860.0690963,0.2262515551809389,1.0,5,35
LNG_S3_2030,2030,S3,D1,2518188,LNG_S3_2030,LNG,2030,185878,73000,D4,LNG,0.153945,0.38273651955000004,9293.9,1858.78,0.149475206925,22064.370105525,0.3441035543716319,2.0,5,35
BEV_S3_2029,2030,S3,D2,2800498,BEV_S3_2029,BEV,2029,0,73000,D3,Electricity,0.859516,0.0,13632.6,6816.3,0.12384164382799999,23050.072709456,0.980827061033245,8.0,4,39
BEV_S3_2030,2030,S3,D2,2800498,BEV_S3_2030,BEV,2030,215849,73000,D3,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.12384164382799999,21991.379999443998,0.5412966076421519,4.0,9,39
Diesel_S3_2030,2030,S3,D2,2800498,Diesel_S3_2030,Diesel,2030,145348,73000,D4,B20,0.224082,0.68313190356,7267.400000000001,1453.48,0.3169751931,31860.0690963,0.20434834862976406,1.0,13,39
LNG_S3_2030,2030,S3,D2,2800498,LNG_S3_2030,LNG,2030,185878,73000,D4,LNG,0.153945,0.38273651955000004,9293.9,1858.78,0.149475206925,22064.370105525,0.3667562141957712,2.0,13,39
LNG_S3_2028,2030,S3,D3,1216569,LNG_S3_2028,LNG,2028,0,73000,D4,LNG,0.156388,0.38881028172,0.0,0.0,0.15184727441999998,21728.002277164,0.6566901440449623,8.0,4,17
Diesel_S3_2030,2030,S3,D3,1216569,Diesel_S3_2030,Diesel,2030,145348,73000,D4,B20,0.224082,0.68313190356,7267.400000000001,1453.48,0.3169751931,31860.0690963,0.2115485641022494,1.0,8,17
LNG_S3_2030,2030,S3,D3,1216569,LNG_S3_2030,LNG,2030,185878,73000,D4,LNG,0.153945,0.38273651955000004,9293.9,1858.78,0.149475206925,22064.370105525,0.3629101428919025,2.0,5,17
LNG_S3_2029,2030,S3,D4,240767,LNG_S3_2029,LNG,2029,0,73000,D4,LNG,0.153945,0.38273651955,10827.84,5413.92,0.149475206925,21803.654047935,0.6673617149633886,6.0,3,4
Diesel_S3_2030,2030,S3,D4,240767,Diesel_S3_2030,Diesel,2030,145348,73000,D4,B20,0.224082,0.68313190356,7267.400000000001,1453.48,0.3169751931,31860.0690963,0.14819074730487014,1.0,1,4
LNG_S4_2030,2030,S4,D1,18168,LNG_S4_2030,LNG,2030,237924,118000,D4,LNG,0.154278,0.38356442082000003,11896.2,2379.2400000000002,0.14979853827,31951.667515859997,0.3905416879277626,2.0,1,1
BEV_S4_2029,2030,S4,D2,919290,BEV_S4_2029,BEV,2029,0,118000,D3,Electricity,0.856448,0.0,17449.739999999998,8724.869999999999,0.12339959718399998,32618.167199488,0.9849978826559708,8.0,5,8
LNG_S4_2030,2030,S4,D2,919290,LNG_S4_2030,LNG,2030,237924,118000,D4,LNG,0.154278,0.38356442082000003,11896.2,2379.2400000000002,0.14979853827,31951.667515859997,0.3781908831870974,2.0,3,8
LNG_S4_2030,2030,S4,D3,136344,LNG_S4_2030,LNG,2030,237924,118000,D4,LNG,0.154278,0.38356442082000003,11896.2,2379.2400000000002,0.14979853827,31951.667515859997,0.3905416879277626,2.0,2,2
LNG_S4_2028,2030,S4,D4,2114,LNG_S4_2028,LNG,2028,0,118000,D4,LNG,0.157769,0.39224371011,0.0,0.0,0.153188177085,31745.252124962,0.6434543562821824,5.0,1,1
