Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles,Distance
Diesel_S1_2038,2038,S1,D3,4847871,Diesel_S1_2038,Diesel,2038,132427,102000,D4,HVO,0.223016,0.108747953984,6621.35,1324.27,0.34392858472,7945.963928584721,0.8404404240143887,3.0,,,D3
LNG_S1_2038,2038,S1,D3,4847871,LNG_S1_2038,LNG,2038,155796,102000,D4,LNG,0.154735,0.38470060965,7789.8,1557.96,0.143361822765,9347.903361822766,0.431958938105159,2.0,,,D3
LNG_S1_2038,2038,S1,D3,4847871,LNG_S1_2038,LNG,2038,155796,102000,D4,BioLNG,0.154381,0.058423791259,7789.8,1557.96,0.153807628966,9347.913807628966,0.8883724532147826,4.0,,,D3
BEV_S1_2034,2038,S1,D4,575445,BEV_S1_2034,BEV,2034,0,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.106227311799,7835.4462273118,0.9999993112545247,7.0,3.0,6.0,D4
BEV_S1_2037,2038,S1,D4,630092,BEV_S1_2037,BEV,2037,0,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.093972351123,7835.433972351124,0.9999998382100618,8.0,1.0,6.0,D4
LNG_S1_2037,2038,S1,D4,630092,LNG_S1_2037,LNG,2037,0,102000,D4,LNG,0.154735,0.38470060965,7562.900000000001,1512.58,0.14420435484,9075.62420435484,0.44325217892710256,3.0,2.0,6.0,D4
BEV_S1_2038,2038,S1,D4,642216,BEV_S1_2038,BEV,2038,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.09020974134899999,7835.43020974135,0.9039719564396791,6.0,,,D4
Diesel_S1_2038,2038,S1,D4,642216,Diesel_S1_2038,Diesel,2038,132427,102000,D4,B20,0.223016,0.6798821172799999,6621.35,1324.27,0.37329087128,7945.993290871281,0.059653025154191366,1.0,,,D4
Diesel_S1_2038,2038,S1,D4,642216,Diesel_S1_2038,Diesel,2038,132427,102000,D4,HVO,0.223016,0.108747953984,6621.35,1324.27,0.34392858472,7945.963928584721,0.8135745055412597,4.0,,,D4
LNG_S1_2038,2038,S1,D4,642216,LNG_S1_2038,LNG,2038,155796,102000,D4,LNG,0.154735,0.38470060965,7789.8,1557.96,0.143361822765,9347.903361822766,0.42657517514542037,2.0,,,D4
LNG_S1_2038,2038,S1,D4,642216,LNG_S1_2038,LNG,2038,155796,102000,D4,BioLNG,0.154381,0.058423791259,7789.8,1557.96,0.153807628966,9347.913807628966,0.8456423087135653,5.0,,,D4
BEV_S2_2034,2038,S2,D1,1344795,BEV_S2_2034,BEV,2034,0,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10456677781,11396.92456677781,0.954348198105541,7.0,3.0,13.0,D1
BEV_S2_2035,2038,S2,D1,1350533,BEV_S2_2035,BEV,2035,0,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.1003801414,11396.9203801414,0.9543483071630275,8.0,2.0,13.0,D1
BEV_S2_2036,2038,S2,D1,1388729,BEV_S2_2036,BEV,2036,0,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.09636100463,11396.916361004627,0.9543484118573476,9.0,4.0,13.0,D1
BEV_S2_2037,2038,S2,D1,1402031,BEV_S2_2037,BEV,2037,0,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.09250338537,11396.912503385369,0.9543485123443265,10.0,2.0,13.0,D1
LNG_S2_2037,2038,S2,D1,1402031,LNG_S2_2037,LNG,2037,0,106000,D4,LNG,0.155767,0.38726635773,10058.7,2011.74,0.145166121048,12070.585166121047,0.44125162675166524,3.0,2.0,13.0,D1
BEV_S2_2038,2038,S2,D1,1410693,BEV_S2_2038,BEV,2038,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.08879959231,11396.90879959231,0.8871377853532111,6.0,,,D1
Diesel_S2_2038,2038,S2,D1,1410693,Diesel_S2_2038,Diesel,2038,162028,106000,D4,B20,0.223852,0.68243073016,8101.400000000001,1620.28,0.37469019315999996,9722.054690193161,0.0762512765861541,1.0,,,D1
Diesel_S2_2038,2038,S2,D1,1410693,Diesel_S2_2038,Diesel,2038,162028,106000,D4,HVO,0.223852,0.109155607648,8101.400000000001,1620.28,0.34521783884,9722.02521783884,0.8171493437354915,4.0,,,D1
LNG_S2_2038,2038,S2,D1,1410693,LNG_S2_2038,LNG,2038,207209,106000,D4,LNG,0.155767,0.38726635773,10360.45,2072.09,0.14431796973299998,12432.684317969733,0.4242126342307096,2.0,,,D1
LNG_S2_2038,2038,S2,D1,1410693,LNG_S2_2038,LNG,2038,207209,106000,D4,BioLNG,0.155039,0.05867280412100001,10360.45,2072.09,0.154463185154,12432.694463185155,0.8406931873271202,5.0,,,D1
BEV_S2_2035,2038,S2,D2,1934621,BEV_S2_2035,BEV,2035,0,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.1003801414,11396.9203801414,0.9333320976552724,8.0,4.0,18.0,D2
BEV_S2_2036,2038,S2,D2,1982301,BEV_S2_2036,BEV,2036,0,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.09636100463,11396.916361004627,0.9333322257233115,9.0,4.0,18.0,D2
BEV_S2_2037,2038,S2,D2,2079105,BEV_S2_2037,BEV,2037,0,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.09250338537,11396.912503385369,0.9333323486446987,10.0,2.0,18.0,D2
Diesel_S2_2037,2038,S2,D2,2079105,Diesel_S2_2037,Diesel,2037,0,106000,D4,B20,0.223852,0.68243073016,7865.450000000001,1573.09,0.36689118948,9438.90689118948,0.16423180303246324,2.0,2.0,18.0,D2
LNG_S2_2037,2038,S2,D2,2079105,LNG_S2_2037,LNG,2037,0,106000,D4,LNG,0.155767,0.38726635773,10058.7,2011.74,0.145166121048,12070.585166121047,0.4452802097950722,4.0,6.0,18.0,D2
BEV_S2_2038,2038,S2,D2,2151804,BEV_S2_2038,BEV,2038,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.08879959231,11396.90879959231,0.8581019406144602,7.0,,,D2
Diesel_S2_2038,2038,S2,D2,2151804,Diesel_S2_2038,Diesel,2038,162028,106000,D4,B20,0.223852,0.68243073016,8101.400000000001,1620.28,0.37469019315999996,9722.054690193161,0.09540413676712711,1.0,,,D2
Diesel_S2_2038,2038,S2,D2,2151804,Diesel_S2_2038,Diesel,2038,162028,106000,D4,HVO,0.223852,0.109155607648,8101.400000000001,1620.28,0.34521783884,9722.02521783884,0.8054923425279327,5.0,,,D2
LNG_S2_2038,2038,S2,D2,2151804,LNG_S2_2038,LNG,2038,207209,106000,D4,LNG,0.155767,0.38726635773,10360.45,2072.09,0.14431796973299998,12432.684317969733,0.41867804017904253,3.0,,,D2
LNG_S2_2038,2038,S2,D2,2151804,LNG_S2_2038,LNG,2038,207209,106000,D4,BioLNG,0.155039,0.05867280412100001,10360.45,2072.09,0.154463185154,12432.694463185155,0.8099362415838689,6.0,,,D2
BEV_S2_2035,2038,S2,D3,1053870,BEV_S2_2035,BEV,2035,0,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.1003801414,11396.9203801414,0.9519887205304729,7.0,2.0,10.0,D3
BEV_S2_2036,2038,S2,D3,1103197,BEV_S2_2036,BEV,2036,0,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.09636100463,11396.916361004627,0.9519888303811794,8.0,4.0,10.0,D3
BEV_S2_2037,2038,S2,D3,1131832,BEV_S2_2037,BEV,2037,0,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.09250338537,11396.912503385369,0.9519889358173264,9.0,2.0,10.0,D3
LNG_S2_2037,2038,S2,D3,1131832,LNG_S2_2037,LNG,2037,0,106000,D4,LNG,0.155767,0.38726635773,10058.7,2011.74,0.145166121048,12070.585166121047,0.44106625546342715,3.0,2.0,10.0,D3
BEV_S2_2038,2038,S2,D3,1187938,BEV_S2_2038,BEV,2038,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.08879959231,11396.90879959231,0.8863435903464182,6.0,,,D3
Diesel_S2_2038,2038,S2,D3,1187938,Diesel_S2_2038,Diesel,2038,162028,106000,D4,B20,0.223852,0.68243073016,8101.400000000001,1620.28,0.37469019315999996,9722.054690193161,0.07964016375133914,1.0,,,D3
Diesel_S2_2038,2038,S2,D3,1187938,Diesel_S2_2038,Diesel,2038,162028,106000,D4,HVO,0.223852,0.109155607648,8101.400000000001,1620.28,0.34521783884,9722.02521783884,0.8172206737469067,4.0,,,D3
LNG_S2_2038,2038,S2,D3,1187938,LNG_S2_2038,LNG,2038,207209,106000,D4,LNG,0.155767,0.38726635773,10360.45,2072.09,0.14431796973299998,12432.684317969733,0.4239716518035213,2.0,,,D3
LNG_S2_2038,2038,S2,D3,1187938,LNG_S2_2038,LNG,2038,207209,106000,D4,BioLNG,0.155039,0.05867280412100001,10360.45,2072.09,0.154463185154,12432.694463185155,0.8391848033237309,5.0,,,D3
BEV_S2_2036,2038,S2,D4,180140,BEV_S2_2036,BEV,2036,0,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.09636100463,11396.916361004627,0.9467499394392388,6.0,2.0,2.0,D4
BEV_S2_2038,2038,S2,D4,190889,BEV_S2_2038,BEV,2038,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.08879959231,11396.90879959231,0.8928575856253207,5.0,,,D4
Diesel_S2_2038,2038,S2,D4,190889,Diesel_S2_2038,Diesel,2038,162028,106000,D4,B20,0.223852,0.68243073016,8101.400000000001,1620.28,0.37469019315999996,9722.054690193161,0.08650583320811082,1.0,,,D4
Diesel_S2_2038,2038,S2,D4,190889,Diesel_S2_2038,Diesel,2038,162028,106000,D4,HVO,0.223852,0.109155607648,8101.400000000001,1620.28,0.34521783884,9722.02521783884,0.8215075901611899,3.0,,,D4
LNG_S2_2038,2038,S2,D4,190889,LNG_S2_2038,LNG,2038,207209,106000,D4,LNG,0.155767,0.38726635773,10360.45,2072.09,0.14431796973299998,12432.684317969733,0.4245182243867518,2.0,,,D4
LNG_S2_2038,2038,S2,D4,190889,LNG_S2_2038,LNG,2038,207209,106000,D4,BioLNG,0.155039,0.05867280412100001,10360.45,2072.09,0.154463185154,12432.694463185155,0.8426340017626363,4.0,,,D4
BEV_S3_2035,2038,S3,D1,2908543,BEV_S3_2035,BEV,2035,0,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.1009587493599999,12951.04095874936,0.9496877293532042,9.0,5.0,40.0,D1
LNG_S3_2035,2038,S3,D1,2908543,LNG_S3_2035,LNG,2035,0,73000,D4,LNG,0.153945,0.38273651955,10774.2,2154.84,0.14515935885,12929.18515935885,0.45289986210696576,5.0,4.0,40.0,D1
BEV_S3_2036,2038,S3,D1,2983351,BEV_S3_2036,BEV,2036,0,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.096916445612,12951.036916445611,0.9496878310075847,10.0,10.0,40.0,D1
LNG_S3_2036,2038,S3,D1,2983351,LNG_S3_2036,LNG,2036,0,73000,D4,LNG,0.153945,0.38273651955,11097.4,2219.48,0.144311275845,13317.024311275844,0.4520481857751681,4.0,4.0,40.0,D1
BEV_S3_2037,2038,S3,D1,3128820,BEV_S3_2037,BEV,2037,0,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.093036590388,12951.033036590388,0.9496879285767891,11.0,9.0,40.0,D1
LNG_S3_2037,2038,S3,D1,3128820,LNG_S3_2037,LNG,2037,0,73000,D4,LNG,0.153945,0.38273651955,11430.35,2286.07,0.1434681190799999,13716.56346811908,0.45121850652125745,3.0,8.0,40.0,D1
BEV_S3_2038,2038,S3,D1,3229278,BEV_S3_2038,BEV,2038,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.089311448044,12951.029311448045,0.8714043200314869,8.0,,,D1
Diesel_S3_2038,2038,S3,D1,3229278,Diesel_S3_2038,Diesel,2038,184123,73000,D4,B20,0.224082,0.68313190356,9206.15,1841.23,0.37507517406,11047.75507517406,0.08431785322581198,1.0,,,D1
Diesel_S3_2038,2038,S3,D1,3229278,Diesel_S3_2038,Diesel,2038,184123,73000,D4,HVO,0.224082,0.10926776116800001,9206.15,1841.23,0.34557253794000004,11047.72557253794,0.8098843451446491,6.0,,,D1
LNG_S3_2038,2038,S3,D1,3229278,LNG_S3_2038,LNG,2038,235465,73000,D4,LNG,0.153945,0.38273651955000004,11773.25,2354.65,0.142629888555,14128.042629888554,0.4285022159964055,2.0,,,D1
LNG_S3_2038,2038,S3,D1,3229278,LNG_S3_2038,LNG,2038,235465,73000,D4,BioLNG,0.155192,0.058730705288,11773.25,2354.65,0.154615616912,14128.054615616911,0.825279624136071,7.0,,,D1
BEV_S3_2035,2038,S3,D2,3247401,BEV_S3_2035,BEV,2035,0,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.1009587493599999,12951.04095874936,0.9331189216277467,10.0,9.0,45.0,D2
LNG_S3_2035,2038,S3,D2,3247401,LNG_S3_2035,LNG,2035,0,73000,D4,LNG,0.153945,0.38273651955,10774.2,2154.84,0.14515935885,12929.18515935885,0.45768387438594005,6.0,5.0,45.0,D2
BEV_S3_2036,2038,S3,D2,3269872,BEV_S3_2036,BEV,2036,0,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.096916445612,12951.036916445611,0.9331190353128227,11.0,9.0,45.0,D2
LNG_S3_2036,2038,S3,D2,3269872,LNG_S3_2036,LNG,2036,0,73000,D4,LNG,0.153945,0.38273651955,11097.4,2219.48,0.144311275845,13317.024311275844,0.45645331682090584,5.0,2.0,45.0,D2
BEV_S3_2037,2038,S3,D2,3274991,BEV_S3_2037,BEV,2037,0,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.093036590388,12951.033036590388,0.9331191444292495,12.0,6.0,45.0,D2
Diesel_S3_2037,2038,S3,D2,3274991,Diesel_S3_2037,Diesel,2037,0,73000,D4,B20,0.224082,0.68313190356,8938.0,1787.6,0.36726815718,10725.96726815718,0.1746705798744555,2.0,6.0,45.0,D2
LNG_S3_2037,2038,S3,D2,3274991,LNG_S3_2037,LNG,2037,0,73000,D4,LNG,0.153945,0.38273651955,11430.35,2286.07,0.1434681190799999,13716.56346811908,0.4552453673312155,4.0,8.0,45.0,D2
BEV_S3_2038,2038,S3,D2,3297618,BEV_S3_2038,BEV,2038,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.089311448044,12951.029311448045,0.8473374218732348,9.0,,,D2
Diesel_S3_2038,2038,S3,D2,3297618,Diesel_S3_2038,Diesel,2038,184123,73000,D4,B20,0.224082,0.68313190356,9206.15,1841.23,0.37507517406,11047.75507517406,0.09681057901576055,1.0,,,D2
Diesel_S3_2038,2038,S3,D2,3297618,Diesel_S3_2038,Diesel,2038,184123,73000,D4,HVO,0.224082,0.10926776116800001,9206.15,1841.23,0.34557253794000004,11047.72557253794,0.7988405920445585,7.0,,,D2
LNG_S3_2038,2038,S3,D2,3297618,LNG_S3_2038,LNG,2038,235465,73000,D4,LNG,0.153945,0.38273651955000004,11773.25,2354.65,0.142629888555,14128.042629888554,0.42337354282334966,3.0,,,D2
LNG_S3_2038,2038,S3,D2,3297618,LNG_S3_2038,LNG,2038,235465,73000,D4,BioLNG,0.155192,0.058730705288,11773.25,2354.65,0.154615616912,14128.054615616911,0.8000515926021042,8.0,,,D2
BEV_S3_2034,2038,S3,D3,1320768,BEV_S3_2034,BEV,2034,0,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.1051695182439999,12951.045169518244,0.9545559036046537,7.0,4.0,18.0,D3
BEV_S3_2035,2038,S3,D3,1360337,BEV_S3_2035,BEV,2035,0,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.1009587493599999,12951.04095874936,0.9545559997076317,8.0,3.0,18.0,D3
BEV_S3_2036,2038,S3,D3,1377326,BEV_S3_2036,BEV,2036,0,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.096916445612,12951.036916445611,0.9545560919657239,9.0,7.0,18.0,D3
BEV_S3_2037,2038,S3,D3,1384988,BEV_S3_2037,BEV,2037,0,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.093036590388,12951.033036590388,0.9545561805162464,10.0,3.0,18.0,D3
LNG_S3_2037,2038,S3,D3,1384988,LNG_S3_2037,LNG,2037,0,73000,D4,LNG,0.153945,0.38273651955,11430.35,2286.07,0.1434681190799999,13716.56346811908,0.4480442127162495,3.0,1.0,18.0,D3
BEV_S3_2038,2038,S3,D3,1448550,BEV_S3_2038,BEV,2038,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.089311448044,12951.029311448045,0.8876242698499557,6.0,,,D3
Diesel_S3_2038,2038,S3,D3,1448550,Diesel_S3_2038,Diesel,2038,184123,73000,D4,B20,0.224082,0.68313190356,9206.15,1841.23,0.37507517406,11047.75507517406,0.07591261228558853,1.0,,,D3
Diesel_S3_2038,2038,S3,D3,1448550,Diesel_S3_2038,Diesel,2038,184123,73000,D4,HVO,0.224082,0.10926776116800001,9206.15,1841.23,0.34557253794000004,11047.72557253794,0.8173476050601756,4.0,,,D3
LNG_S3_2038,2038,S3,D3,1448550,LNG_S3_2038,LNG,2038,235465,73000,D4,LNG,0.153945,0.38273651955000004,11773.25,2354.65,0.142629888555,14128.042629888554,0.43126448276988455,2.0,,,D3
LNG_S3_2038,2038,S3,D3,1448550,LNG_S3_2038,LNG,2038,235465,73000,D4,BioLNG,0.155192,0.058730705288,11773.25,2354.65,0.154615616912,14128.054615616911,0.8411856035525609,5.0,,,D3
BEV_S3_2036,2038,S3,D4,280914,BEV_S3_2036,BEV,2036,0,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.096916445612,12951.036916445611,0.9507334065425562,6.0,3.0,4.0,D4
BEV_S3_2037,2038,S3,D4,292856,BEV_S3_2037,BEV,2037,0,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.093036590388,12951.033036590388,0.9507335021821229,7.0,1.0,4.0,D4
BEV_S3_2038,2038,S3,D4,306910,BEV_S3_2038,BEV,2038,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.089311448044,12951.029311448045,0.8947058374354294,5.0,,,D4
Diesel_S3_2038,2038,S3,D4,306910,Diesel_S3_2038,Diesel,2038,184123,73000,D4,B20,0.224082,0.68313190356,9206.15,1841.23,0.37507517406,11047.75507517406,0.08067919639367557,1.0,,,D4
Diesel_S3_2038,2038,S3,D4,306910,Diesel_S3_2038,Diesel,2038,184123,73000,D4,HVO,0.224082,0.10926776116800001,9206.15,1841.23,0.34557253794000004,11047.72557253794,0.821482983799777,3.0,,,D4
LNG_S3_2038,2038,S3,D4,306910,LNG_S3_2038,LNG,2038,235465,73000,D4,LNG,0.153945,0.38273651955000004,11773.25,2354.65,0.142629888555,14128.042629888554,0.4319943048806278,2.0,,,D4
LNG_S3_2038,2038,S3,D4,306910,LNG_S3_2038,LNG,2038,235465,73000,D4,BioLNG,0.155192,0.058730705288,11773.25,2354.65,0.154615616912,14128.054615616911,0.845762583831122,4.0,,,D4
BEV_S4_2037,2038,S4,D1,23254,BEV_S4_2037,BEV,2037,0,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.092704500864,16577.312704500866,0.9466408790756539,6.0,1.0,1.0,D1
BEV_S4_2038,2038,S4,D1,23437,BEV_S4_2038,BEV,2038,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.088992655232,16577.308992655235,0.8926527434732512,5.0,,,D1
Diesel_S4_2038,2038,S4,D1,23437,Diesel_S4_2038,Diesel,2038,235677,118000,D4,B20,0.219827,0.67016019566,11783.85,2356.77,0.36795302740999997,14140.98795302741,0.08667517732840962,1.0,,,D1
Diesel_S4_2038,2038,S4,D1,23437,Diesel_S4_2038,Diesel,2038,235677,118000,D4,HVO,0.219827,0.107192921048,11783.85,2356.77,0.33901060459,14140.95901060459,0.821436132484343,3.0,,,D1
LNG_S4_2038,2038,S4,D1,23437,LNG_S4_2038,LNG,2038,301395,118000,D4,LNG,0.154278,0.38356442082000003,15069.75,3013.9500000000003,0.142938412722,18083.842938412723,0.419773162855844,2.0,,,D1
LNG_S4_2038,2038,S4,D1,23437,LNG_S4_2038,LNG,2038,301395,118000,D4,BioLNG,0.154568,0.05849455935200001,15069.75,3013.9500000000003,0.15399393444800002,18083.85399393445,0.8417180908550114,4.0,,,D1
BEV_S4_2034,2038,S4,D2,1057133,BEV_S4_2034,BEV,2034,0,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.104794120832,16577.324794120832,0.9332976678762358,7.0,2.0,9.0,D2
BEV_S4_2035,2038,S4,D2,1107787,BEV_S4_2035,BEV,2035,0,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.1005983820799999,16577.32059838208,0.9332977598308129,8.0,4.0,9.0,D2
BEV_S4_2037,2038,S4,D2,1146520,BEV_S4_2037,BEV,2037,0,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.092704500864,16577.312704500866,0.9332979328346048,9.0,2.0,9.0,D2
Diesel_S4_2037,2038,S4,D2,1146520,Diesel_S4_2037,Diesel,2037,0,118000,D4,B20,0.219827,0.67016019566,11440.65,2288.13,0.36029425473,13729.140294254732,0.15849761472265822,2.0,1.0,9.0,D2
BEV_S4_2038,2038,S4,D2,1148555,BEV_S4_2038,BEV,2038,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.088992655232,16577.308992655235,0.864127311041599,6.0,,,D2
Diesel_S4_2038,2038,S4,D2,1148555,Diesel_S4_2038,Diesel,2038,235677,118000,D4,B20,0.219827,0.67016019566,11783.85,2356.77,0.36795302740999997,14140.98795302741,0.09484053958093507,1.0,,,D2
Diesel_S4_2038,2038,S4,D2,1148555,Diesel_S4_2038,Diesel,2038,235677,118000,D4,HVO,0.219827,0.107192921048,11783.85,2356.77,0.33901060459,14140.95901060459,0.8090995072599456,4.0,,,D2
LNG_S4_2038,2038,S4,D2,1148555,LNG_S4_2038,LNG,2038,301395,118000,D4,LNG,0.154278,0.38356442082000003,15069.75,3013.9500000000003,0.142938412722,18083.842938412723,0.4151180937993397,3.0,,,D2
LNG_S4_2038,2038,S4,D2,1148555,LNG_S4_2038,LNG,2038,301395,118000,D4,BioLNG,0.154568,0.05849455935200001,15069.75,3013.9500000000003,0.15399393444800002,18083.85399393445,0.8147006305016596,5.0,,,D2
BEV_S4_2036,2038,S4,D3,151090,BEV_S4_2036,BEV,2036,0,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.0965705071359999,16577.316570507137,0.9466408007821245,6.0,2.0,2.0,D3
BEV_S4_2038,2038,S4,D3,161386,BEV_S4_2038,BEV,2038,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.088992655232,16577.308992655235,0.8926527443210768,5.0,,,D3
