Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles
LNG_S1_2033,2033,S1,D4,563313,LNG_S1_2033,LNG,2033,134391,102000,D4,LNG,0.154735,0.38470060965,6719.55,1343.91,0.14762415307500001,23121.12361365,0.39072963451080445,2.0,1,6
BEV_S2_2029,2033,S2,D1,1283026,BEV_S2_2029,BEV,2029,0,106000,D3,Electricity,0.85459,0.0,17994.96,17994.96,0.10892775057999998,25592.95496168,0.9691551882149522,9.0,3,13
LNG_S2_2029,2033,S2,D1,1283026,LNG_S2_2029,LNG,2029,0,106000,D4,LNG,0.155767,0.38726635773,14292.72,14292.72,0.14860872751499998,25654.589835642,0.625354073049167,8.0,2,13
BEV_S2_2032,2033,S2,D1,1283026,BEV_S2_2032,BEV,2032,0,106000,D4,Electricity,0.85459,0.0,11396.82,5698.41,0.10892775057999998,23424.71960812,0.9942891344834561,10.0,4,13
LNG_S2_2032,2033,S2,D1,1283026,LNG_S2_2032,LNG,2032,0,106000,D4,LNG,0.155767,0.38726635773,10412.039999999999,5206.0199999999995,0.14860872751499998,26257.143986904,0.6242102592465518,6.0,3,13
LNG_S2_2033,2033,S2,D1,1283026,LNG_S2_2033,LNG,2033,178740,106000,D4,LNG,0.155767,0.38726635773,8937.0,1787.4,0.14860872751499998,26476.92511659,0.3690127495900432,2.0,1,13
LNG_S2_2029,2033,S2,D2,1790314,LNG_S2_2029,LNG,2029,0,106000,D4,LNG,0.155767,0.38726635773,14292.72,14292.72,0.14860872751499998,25654.589835642,0.6274151154201588,8.0,5,17
LNG_S2_2030,2033,S2,D2,1790314,LNG_S2_2030,LNG,2030,0,106000,D4,LNG,0.155767,0.38726635773,13085.84,11450.11,0.14860872751499998,25846.27634643,0.6270095311476004,7.0,3,17
LNG_S2_2032,2033,S2,D2,1790314,LNG_S2_2032,LNG,2032,0,106000,D4,LNG,0.155767,0.38726635773,10412.039999999999,5206.0199999999995,0.14860872751499998,26257.143986904,0.6261211026394207,6.0,4,17
LNG_S2_2033,2033,S2,D2,1790314,LNG_S2_2033,LNG,2033,178740,106000,D4,LNG,0.155767,0.38726635773,8937.0,1787.4,0.14860872751499998,26476.92511659,0.3749719274690616,2.0,5,17
LNG_S2_2030,2033,S2,D3,1007259,LNG_S2_2030,LNG,2030,0,106000,D4,LNG,0.155767,0.38726635773,13085.84,11450.11,0.14860872751499998,25846.27634643,0.6269713618868712,8.0,3,10
LNG_S2_2031,2033,S2,D3,1007259,LNG_S2_2031,LNG,2031,0,106000,D4,LNG,0.155767,0.38726635773,11793.6,8424.0,0.14860872751499998,26047.027730184,0.6265414551580195,7.0,3,10
LNG_S2_2032,2033,S2,D3,1007259,LNG_S2_2032,LNG,2032,0,106000,D4,LNG,0.155767,0.38726635773,10412.039999999999,5206.0199999999995,0.14860872751499998,26257.143986904,0.6260848831080245,6.0,2,10
BEV_S2_2033,2033,S2,D3,1007259,BEV_S2_2033,BEV,2033,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10892775057999998,22943.161561479996,0.5816630515374491,5.0,1,10
LNG_S2_2033,2033,S2,D3,1007259,LNG_S2_2033,LNG,2033,178740,106000,D4,LNG,0.155767,0.38726635773,8937.0,1787.4,0.14860872751499998,26476.92511659,0.37486032663395497,2.0,1,10
BEV_S2_2033,2033,S2,D4,168141,BEV_S2_2033,BEV,2033,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10892775057999998,22943.161561479996,0.6184000985468523,6.0,2,2
BEV_S3_2032,2033,S3,D1,2820991,BEV_S3_2032,BEV,2032,0,73000,D4,Electricity,0.859516,0.0,12950.939999999999,6475.469999999999,0.10955562839199999,21282.051527704003,0.9948098408922593,8.0,4,39
LNG_S3_2032,2033,S3,D1,2820991,LNG_S3_2032,LNG,2032,0,73000,D4,LNG,0.153945,0.38273651955,11831.88,5915.94,0.146870457525,22616.43478122,0.6362388244604988,7.0,2,39
BEV_S3_2033,2033,S3,D1,2820991,BEV_S3_2033,BEV,2033,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10955562839199999,20948.500872616,0.558091049619123,6.0,12,39
Diesel_S3_2033,2033,S3,D1,2820991,Diesel_S3_2033,Diesel,2033,158826,73000,D4,B20,0.224082,0.68313190356,7941.3,1588.26,0.33762659022,34176.301086060004,0.15647567261265147,1.0,11,39
LNG_S3_2033,2033,S3,D1,2820991,LNG_S3_2033,LNG,2033,203114,73000,D4,LNG,0.153945,0.38273651955000004,10155.7,2031.14,0.146870457525,22908.383399325,0.3516002749308399,2.0,10,39
BEV_S3_2033,2033,S3,D2,2974170,BEV_S3_2033,BEV,2033,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10955562839199999,20948.500872616,0.8692365503597966,5.0,14,41
Diesel_S3_2033,2033,S3,D2,2974170,Diesel_S3_2033,Diesel,2033,158826,73000,D4,B20,0.224082,0.68313190356,7941.3,1588.26,0.33762659022,34176.301086060004,0.13482933800394253,1.0,10,41
LNG_S3_2033,2033,S3,D2,2974170,LNG_S3_2033,LNG,2033,203114,73000,D4,LNG,0.153945,0.38273651955000004,10155.7,2031.14,0.146870457525,22908.383399325,0.4671798463406736,2.0,17,41
LNG_S3_2029,2033,S3,D3,1270139,LNG_S3_2029,LNG,2029,0,73000,D4,LNG,0.153945,0.38273651955,16241.76,16241.76,0.146870457525,21803.654047935,0.656672729238986,9.0,3,18
LNG_S3_2030,2033,S3,D3,1270139,LNG_S3_2030,LNG,2030,0,73000,D4,LNG,0.153945,0.38273651955,14870.24,13011.460000000001,0.146870457525,22064.370105525,0.6562165143356792,8.0,6,18
LNG_S3_2031,2033,S3,D3,1270139,LNG_S3_2031,LNG,2031,0,73000,D4,LNG,0.153945,0.38273651955,13401.850000000002,9572.75,0.146870457525,22335.23701662,0.6557223764937314,7.0,3,18
BEV_S3_2033,2033,S3,D3,1270139,BEV_S3_2033,BEV,2033,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10955562839199999,20948.500872616,0.5334531110572184,6.0,1,18
Diesel_S3_2033,2033,S3,D3,1270139,Diesel_S3_2033,Diesel,2033,158826,73000,D4,B20,0.224082,0.68313190356,7941.3,1588.26,0.33762659022,34176.301086060004,0.1661549443889305,1.0,2,18
LNG_S3_2033,2033,S3,D3,1270139,LNG_S3_2033,LNG,2033,203114,73000,D4,LNG,0.153945,0.38273651955000004,10155.7,2031.14,0.146870457525,22908.383399325,0.33990080343540685,2.0,3,18
BEV_S3_2032,2033,S3,D4,262313,BEV_S3_2032,BEV,2032,0,73000,D4,Electricity,0.859516,0.0,12950.939999999999,6475.469999999999,0.10955562839199999,21282.051527704003,0.9947952924996061,8.0,3,4
BEV_S3_2033,2033,S3,D4,262313,BEV_S3_2033,BEV,2033,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10955562839199999,20948.500872616,0.5581586587926187,6.0,1,4
BEV_S4_2032,2033,S4,D1,19951,BEV_S4_2032,BEV,2032,0,118000,D4,Electricity,0.856448,0.0,16577.22,8288.61,0.10916457497599999,29995.879400192003,0.9946999911979367,6.0,1,1
BEV_S4_2032,2033,S4,D2,1013174,BEV_S4_2032,BEV,2032,0,118000,D4,Electricity,0.856448,0.0,16577.22,8288.61,0.10916457497599999,29995.879400192003,0.9944880634344051,8.0,6,9
LNG_S4_2033,2033,S4,D2,1013174,LNG_S4_2033,LNG,2033,259986,118000,D4,LNG,0.154278,0.38356442082000003,12999.300000000001,2599.86,0.14718815451,32967.36223218,0.3660820570639254,2.0,3,9
BEV_S4_2032,2033,S4,D3,146270,BEV_S4_2032,BEV,2032,0,118000,D4,Electricity,0.856448,0.0,16577.22,8288.61,0.10916457497599999,29995.879400192003,0.9946999911979367,6.0,1,2
BEV_S4_2033,2033,S4,D3,146270,BEV_S4_2033,BEV,2033,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.10916457497599999,29458.639847168,0.637087252889589,5.0,1,2
BEV_S4_2032,2033,S4,D4,2236,BEV_S4_2032,BEV,2032,0,118000,D4,Electricity,0.856448,0.0,16577.22,8288.61,0.10916457497599999,29995.879400192003,0.9946999911979367,6.0,1,1
