Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles,Distance
Diesel_S2_2029,2029,S2,D2,1608555,Diesel_S2_2029,Diesel,2029,124181,106000,D4,HVO,0.223852,0.109155607648,6209.05,1241.81,0.38057526224,7451.240575262241,0.8125284494690551,8.0,,,D2
LNG_S2_2029,2029,S2,D2,1608555,LNG_S2_2029,LNG,2029,158808,106000,D4,LNG,0.155767,0.38726635773,7940.400000000001,1588.08,0.15213311165699997,9528.632133111656,0.43018677960855306,3.0,,,D2
LNG_S2_2029,2029,S2,D2,1608555,LNG_S2_2029,LNG,2029,158808,106000,D4,BioLNG,0.155039,0.05867280412100001,7940.400000000001,1588.08,0.16282815936000003,9528.64282815936,0.8082169996838555,7.0,,,D2
Diesel_S2_2028,2029,S2,D3,902415,Diesel_S2_2028,Diesel,2028,0,106000,D4,B20,0.223852,0.68243073016,6028.200000000001,1205.64,0.30360151352,7234.143601513521,0.24292746484484165,2.0,5.0,9.0,D3
LNG_S2_2028,2029,S2,D3,902415,LNG_S2_2028,LNG,2028,0,106000,D4,LNG,0.155829,0.38742050151,7709.150000000001,1541.83,0.153088123719,9251.13308812372,0.4610161235322033,4.0,4.0,9.0,D3
BEV_S2_2029,2029,S2,D3,916617,BEV_S2_2029,BEV,2029,199944,106000,D3,Electricity,0.85459,0.0,9997.2,1999.44,0.12826712228,11996.768267122281,0.7570725351551584,5.0,,,D3
Diesel_S2_2029,2029,S2,D3,916617,Diesel_S2_2029,Diesel,2029,124181,106000,D4,B20,0.223852,0.68243073016,6209.05,1241.81,0.31005740519999997,7451.1700574052,0.2041407859009525,1.0,,,D3
Diesel_S2_2029,2029,S2,D3,916617,Diesel_S2_2029,Diesel,2029,124181,106000,D4,HVO,0.223852,0.109155607648,6209.05,1241.81,0.38057526224,7451.240575262241,0.8158626377843989,7.0,,,D3
LNG_S2_2029,2029,S2,D3,916617,LNG_S2_2029,LNG,2029,158808,106000,D4,LNG,0.155767,0.38726635773,7940.400000000001,1588.08,0.15213311165699997,9528.632133111656,0.43110521475026636,3.0,,,D3
LNG_S2_2029,2029,S2,D3,916617,LNG_S2_2029,LNG,2029,158808,106000,D4,BioLNG,0.155039,0.05867280412100001,7940.400000000001,1588.08,0.16282815936000003,9528.64282815936,0.8127840873989675,6.0,,,D3
Diesel_S2_2028,2029,S2,D4,148036,Diesel_S2_2028,Diesel,2028,0,106000,D4,B20,0.223852,0.68243073016,6028.200000000001,1205.64,0.30360151352,7234.143601513521,0.20002436125789955,2.0,2.0,2.0,D4
Diesel_S2_2029,2029,S2,D4,148322,Diesel_S2_2029,Diesel,2029,124181,106000,D4,B20,0.223852,0.68243073016,6209.05,1241.81,0.31005740519999997,7451.1700574052,0.13346168045903609,1.0,,,D4
Diesel_S2_2029,2029,S2,D4,148322,Diesel_S2_2029,Diesel,2029,124181,106000,D4,HVO,0.223852,0.109155607648,6209.05,1241.81,0.38057526224,7451.240575262241,0.8473750923597608,5.0,,,D4
LNG_S2_2029,2029,S2,D4,148322,LNG_S2_2029,LNG,2029,158808,106000,D4,LNG,0.155767,0.38726635773,7940.400000000001,1588.08,0.15213311165699997,9528.632133111656,0.44797045368184485,3.0,,,D4
LNG_S2_2029,2029,S2,D4,148322,LNG_S2_2029,LNG,2029,158808,106000,D4,BioLNG,0.155039,0.05867280412100001,7940.400000000001,1588.08,0.16282815936000003,9528.64282815936,0.7999756387421004,4.0,,,D4
BEV_S3_2025,2029,S3,D1,2255136,BEV_S3_2025,BEV,2025,0,73000,D1,Electricity,0.898003,0.0,13947.7,2789.54,0.158714846226,16737.39871484623,0.77434496872039,6.0,2.0,31.0,D1
BEV_S3_2026,2029,S3,D1,2329773,BEV_S3_2026,BEV,2026,0,73000,D2,Electricity,0.898003,0.0,13250.3,2650.06,0.152360576998,15900.512360577,0.7919718291933288,8.0,7.0,31.0,D1
LNG_S3_2027,2029,S3,D1,2381369,LNG_S3_2027,LNG,2027,0,73000,D4,LNG,0.161089,0.40049786091,8505.25,1701.05,0.159185572376,10206.459185572376,0.46479831954025996,4.0,3.0,31.0,D1
BEV_S3_2028,2029,S3,D1,2448472,BEV_S3_2028,BEV,2028,0,73000,D2,Electricity,0.859516,0.0,11958.4,2391.68,0.134387045632,14350.214387045631,0.8271045054271706,11.0,1.0,31.0,D1
Diesel_S3_2028,2029,S3,D1,2448472,Diesel_S3_2028,Diesel,2028,0,73000,D4,B20,0.224082,0.68313190356,6850.25,1370.05,0.30391345332,8220.603913453318,0.26353830535868367,2.0,10.0,31.0,D1
LNG_S3_2028,2029,S3,D1,2448472,LNG_S3_2028,LNG,2028,0,73000,D4,LNG,0.156388,0.38881028172,8760.4,1752.08,0.153637291468,10512.633637291468,0.4759806535728721,5.0,8.0,31.0,D1
BEV_S3_2029,2029,S3,D1,2497153,BEV_S3_2029,BEV,2029,227210,73000,D3,Electricity,0.859516,0.0,11360.5,2272.1,0.129006475472,13632.729006475472,0.7855383919187056,7.0,,,D1
Diesel_S3_2029,2029,S3,D1,2497153,Diesel_S3_2029,Diesel,2029,141115,73000,D4,B20,0.224082,0.68313190356,7055.75,1411.15,0.3103759782,8467.2103759782,0.22839579033513563,1.0,,,D1
Diesel_S3_2029,2029,S3,D1,2497153,Diesel_S3_2029,Diesel,2029,141115,73000,D4,HVO,0.224082,0.10926776116800001,7055.75,1411.15,0.38096628984,8467.28096628984,0.8149118319171835,9.0,,,D1
LNG_S3_2029,2029,S3,D1,2497153,LNG_S3_2029,LNG,2029,180464,73000,D4,LNG,0.153945,0.38273651955000004,9023.2,1804.64,0.150353617095,10827.990353617095,0.4526858806249892,3.0,,,D1
LNG_S3_2029,2029,S3,D1,2497153,LNG_S3_2029,LNG,2029,180464,73000,D4,BioLNG,0.155192,0.058730705288,9023.2,1804.64,0.16298884608,10828.00298884608,0.8228935327957085,10.0,,,D1
LNG_S3_2027,2029,S3,D2,2591566,LNG_S3_2027,LNG,2027,0,73000,D4,LNG,0.161089,0.40049786091,8505.25,1701.05,0.159185572376,10206.459185572376,0.45388822293980957,4.0,4.0,36.0,D2
BEV_S3_2028,2029,S3,D2,2667924,BEV_S3_2028,BEV,2028,0,73000,D2,Electricity,0.859516,0.0,11958.4,2391.68,0.134387045632,14350.214387045631,0.7952670895540903,7.0,2.0,36.0,D2
Diesel_S3_2028,2029,S3,D2,2667924,Diesel_S3_2028,Diesel,2028,0,73000,D4,B20,0.224082,0.68313190356,6850.25,1370.05,0.30391345332,8220.603913453318,0.24791773182103724,2.0,16.0,36.0,D2
LNG_S3_2028,2029,S3,D2,2667924,LNG_S3_2028,LNG,2028,0,73000,D4,LNG,0.156388,0.38881028172,8760.4,1752.08,0.153637291468,10512.633637291468,0.4651937533596642,5.0,14.0,36.0,D2
BEV_S3_2029,2029,S3,D2,2795108,BEV_S3_2029,BEV,2029,227210,73000,D3,Electricity,0.859516,0.0,11360.5,2272.1,0.129006475472,13632.729006475472,0.765934977185206,6.0,,,D2
Diesel_S3_2029,2029,S3,D2,2795108,Diesel_S3_2029,Diesel,2029,141115,73000,D4,B20,0.224082,0.68313190356,7055.75,1411.15,0.3103759782,8467.2103759782,0.2069918745093182,1.0,,,D2
Diesel_S3_2029,2029,S3,D2,2795108,Diesel_S3_2029,Diesel,2029,141115,73000,D4,HVO,0.224082,0.10926776116800001,7055.75,1411.15,0.38096628984,8467.28096628984,0.8129335088318973,8.0,,,D2
LNG_S3_2029,2029,S3,D2,2795108,LNG_S3_2029,LNG,2029,180464,73000,D4,LNG,0.153945,0.38273651955000004,9023.2,1804.64,0.150353617095,10827.990353617095,0.440473938435707,3.0,,,D2
LNG_S3_2029,2029,S3,D2,2795108,LNG_S3_2029,LNG,2029,180464,73000,D4,BioLNG,0.155192,0.058730705288,9023.2,1804.64,0.16298884608,10828.00298884608,0.8139287891907088,9.0,,,D2
LNG_S3_2026,2029,S3,D3,1103927,LNG_S3_2026,LNG,2026,0,73000,D4,LNG,0.164047,0.40785201093,8257.5,1651.5,0.163061241577,9909.163061241576,0.44771002218746603,4.0,2.0,16.0,D3
LNG_S3_2027,2029,S3,D3,1137494,LNG_S3_2027,LNG,2027,0,73000,D4,LNG,0.161089,0.40049786091,8505.25,1701.05,0.159185572376,10206.459185572376,0.4532784274993804,5.0,4.0,16.0,D3
Diesel_S3_2028,2029,S3,D3,1155329,Diesel_S3_2028,Diesel,2028,0,73000,D4,B20,0.224082,0.68313190356,6850.25,1370.05,0.30391345332,8220.603913453318,0.25022957392682255,2.0,6.0,16.0,D3
LNG_S3_2028,2029,S3,D3,1155329,LNG_S3_2028,LNG,2028,0,73000,D4,LNG,0.156388,0.38881028172,8760.4,1752.08,0.153637291468,10512.633637291468,0.46428132139489536,6.0,4.0,16.0,D3
BEV_S3_2029,2029,S3,D3,1175528,BEV_S3_2029,BEV,2029,227210,73000,D3,Electricity,0.859516,0.0,11360.5,2272.1,0.129006475472,13632.729006475472,0.7497704260731775,7.0,,,D3
Diesel_S3_2029,2029,S3,D3,1175528,Diesel_S3_2029,Diesel,2029,141115,73000,D4,B20,0.224082,0.68313190356,7055.75,1411.15,0.3103759782,8467.2103759782,0.2046491931519758,1.0,,,D3
Diesel_S3_2029,2029,S3,D3,1175528,Diesel_S3_2029,Diesel,2029,141115,73000,D4,HVO,0.224082,0.10926776116800001,7055.75,1411.15,0.38096628984,8467.28096628984,0.8093911921043265,9.0,,,D3
LNG_S3_2029,2029,S3,D3,1175528,LNG_S3_2029,LNG,2029,180464,73000,D4,LNG,0.153945,0.38273651955000004,9023.2,1804.64,0.150353617095,10827.990353617095,0.43576399154294887,3.0,,,D3
LNG_S3_2029,2029,S3,D3,1175528,LNG_S3_2029,LNG,2029,180464,73000,D4,BioLNG,0.155192,0.058730705288,9023.2,1804.64,0.16298884608,10828.00298884608,0.8037832699383559,8.0,,,D3
Diesel_S3_2028,2029,S3,D4,233462,Diesel_S3_2028,Diesel,2028,0,73000,D4,B20,0.224082,0.68313190356,6850.25,1370.05,0.30391345332,8220.603913453318,0.20277653678259788,2.0,2.0,4.0,D4
LNG_S3_2028,2029,S3,D4,233462,LNG_S3_2028,LNG,2028,0,73000,D4,LNG,0.156388,0.38881028172,8760.4,1752.08,0.153637291468,10512.633637291468,0.48369193182770887,4.0,2.0,4.0,D4
Diesel_S3_2029,2029,S3,D4,234155,Diesel_S3_2029,Diesel,2029,141115,73000,D4,B20,0.224082,0.68313190356,7055.75,1411.15,0.3103759782,8467.2103759782,0.12881002714845668,1.0,,,D4
Diesel_S3_2029,2029,S3,D4,234155,Diesel_S3_2029,Diesel,2029,141115,73000,D4,HVO,0.224082,0.10926776116800001,7055.75,1411.15,0.38096628984,8467.28096628984,0.840907746217313,6.0,,,D4
LNG_S3_2029,2029,S3,D4,234155,LNG_S3_2029,LNG,2029,180464,73000,D4,LNG,0.153945,0.38273651955000004,9023.2,1804.64,0.150353617095,10827.990353617095,0.4542965423125567,3.0,,,D4
LNG_S3_2029,2029,S3,D4,234155,LNG_S3_2029,LNG,2029,180464,73000,D4,BioLNG,0.155192,0.058730705288,9023.2,1804.64,0.16298884608,10828.00298884608,0.797223463217402,5.0,,,D4
LNG_S4_2028,2029,S4,D1,16863,LNG_S4_2028,LNG,2028,0,118000,D4,LNG,0.157769,0.39224371011,11213.3,2242.66,0.154994001059,13456.11499400106,0.43683000884362294,3.0,1.0,1.0,D1
BEV_S4_2029,2029,S4,D1,17544,BEV_S4_2029,BEV,2029,290829,118000,D3,Electricity,0.856448,0.0,14541.45,2908.29,0.128545993216,17449.868545993217,0.7960917002179326,4.0,,,D1
Diesel_S4_2029,2029,S4,D1,17544,Diesel_S4_2029,Diesel,2029,180627,118000,D4,B20,0.219827,0.67016019566,9031.35,1806.27,0.3044823777,10837.9244823777,0.1765521580448149,1.0,,,D1
Diesel_S4_2029,2029,S4,D1,17544,Diesel_S4_2029,Diesel,2029,180627,118000,D4,HVO,0.219827,0.107192921048,9031.35,1806.27,0.37373227924,10837.993732279241,0.8241280074575305,5.0,,,D1
LNG_S4_2029,2029,S4,D1,17544,LNG_S4_2029,LNG,2029,230994,118000,D4,LNG,0.154278,0.38356442082000003,11549.7,2309.94,0.15067884853799998,13859.79067884854,0.4281064446553344,2.0,,,D1
LNG_S4_2029,2029,S4,D1,17544,LNG_S4_2029,LNG,2029,230994,118000,D4,BioLNG,0.154568,0.05849455935200001,11549.7,2309.94,0.16233349632000002,13859.802333496322,0.8398227891289669,6.0,,,D1
Diesel_S4_2028,2029,S4,D2,851953,Diesel_S4_2028,Diesel,2028,0,118000,D4,B20,0.219827,0.67016019566,8768.300000000001,1753.66,0.2981425670199999,10522.25814256702,0.24382273920615202,2.0,5.0,8.0,D2
LNG_S4_2028,2029,S4,D2,851953,LNG_S4_2028,LNG,2028,0,118000,D4,LNG,0.157769,0.39224371011,11213.3,2242.66,0.154994001059,13456.11499400106,0.4461961962208446,4.0,3.0,8.0,D2
BEV_S4_2029,2029,S4,D2,885863,BEV_S4_2029,BEV,2029,290829,118000,D3,Electricity,0.856448,0.0,14541.45,2908.29,0.128545993216,17449.868545993217,0.756177260793848,5.0,,,D2
Diesel_S4_2029,2029,S4,D2,885863,Diesel_S4_2029,Diesel,2029,180627,118000,D4,B20,0.219827,0.67016019566,9031.35,1806.27,0.3044823777,10837.9244823777,0.20492262355905722,1.0,,,D2
Diesel_S4_2029,2029,S4,D2,885863,Diesel_S4_2029,Diesel,2029,180627,118000,D4,HVO,0.219827,0.107192921048,9031.35,1806.27,0.37373227924,10837.993732279241,0.8156710412759033,7.0,,,D2
LNG_S4_2029,2029,S4,D2,885863,LNG_S4_2029,LNG,2029,230994,118000,D4,LNG,0.154278,0.38356442082000003,11549.7,2309.94,0.15067884853799998,13859.79067884854,0.4267193310161858,3.0,,,D2
LNG_S4_2029,2029,S4,D2,885863,LNG_S4_2029,LNG,2029,230994,118000,D4,BioLNG,0.154568,0.05849455935200001,11549.7,2309.94,0.16233349632000002,13859.802333496322,0.8115902626517525,6.0,,,D2
Diesel_S4_2028,2029,S4,D3,133929,Diesel_S4_2028,Diesel,2028,0,118000,D4,B20,0.219827,0.67016019566,8768.300000000001,1753.66,0.2981425670199999,10522.25814256702,0.2413772020452148,2.0,2.0,2.0,D3
BEV_S4_2029,2029,S4,D3,135803,BEV_S4_2029,BEV,2029,290829,118000,D3,Electricity,0.856448,0.0,14541.45,2908.29,0.128545993216,17449.868545993217,0.7586227979547853,4.0,,,D3
Diesel_S4_2029,2029,S4,D3,135803,Diesel_S4_2029,Diesel,2029,180627,118000,D4,B20,0.219827,0.67016019566,9031.35,1806.27,0.3044823777,10837.9244823777,0.20624108516638046,1.0,,,D3
Diesel_S4_2029,2029,S4,D3,135803,Diesel_S4_2029,Diesel,2029,180627,118000,D4,HVO,0.219827,0.107192921048,9031.35,1806.27,0.37373227924,10837.993732279241,0.8191272506109177,6.0,,,D3
LNG_S4_2029,2029,S4,D3,135803,LNG_S4_2029,LNG,2029,230994,118000,D4,LNG,0.154278,0.38356442082000003,11549.7,2309.94,0.15067884853799998,13859.79067884854,0.4277103543718467,3.0,,,D3
LNG_S4_2029,2029,S4,D3,135803,LNG_S4_2029,LNG,2029,230994,118000,D4,BioLNG,0.154568,0.05849455935200001,11549.7,2309.94,0.16233349632000002,13859.802333496322,0.8157423592664232,5.0,,,D3
Diesel_S4_2028,2029,S4,D4,2066,Diesel_S4_2028,Diesel,2028,0,118000,D4,B20,0.219827,0.67016019566,8768.300000000001,1753.66,0.2981425670199999,10522.25814256702,0.20045235792376037,2.0,1.0,1.0,D4
Diesel_S4_2029,2029,S4,D4,2113,Diesel_S4_2029,Diesel,2029,180627,118000,D4,B20,0.219827,0.67016019566,9031.35,1806.27,0.3044823777,10837.9244823777,0.13376716573888606,1.0,,,D4
Diesel_S4_2029,2029,S4,D4,2113,Diesel_S4_2029,Diesel,2029,180627,118000,D4,HVO,0.219827,0.107192921048,9031.35,1806.27,0.37373227924,10837.993732279241,0.847785840973597,5.0,,,D4
LNG_S4_2029,2029,S4,D4,2113,LNG_S4_2029,LNG,2029,230994,118000,D4,LNG,0.154278,0.38356442082000003,11549.7,2309.94,0.15067884853799998,13859.79067884854,0.4436325170138111,3.0,,,D4
LNG_S4_2029,2029,S4,D4,2113,LNG_S4_2029,LNG,2029,230994,118000,D4,BioLNG,0.154568,0.05849455935200001,11549.7,2309.94,0.16233349632000002,13859.802333496322,0.7995476420762396,4.0,,,D4
