Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost
LNG_S1_2035,2035,S1,D4,588196,LNG_S1_2035,LNG,2035,142576,102000,D4,LNG,0.154735,0.38470060965,7128.8,1425.76,0.14590427355000002,151130.70590427355
LNG_S1_2035,2035,S1,D4,588196,LNG_S1_2035,LNG,2035,142576,102000,D4,BioLNG,0.154381,0.058423791259,7128.8,1425.76,0.15653461494999998,151130.71653461494
BEV_S2_2035,2035,S2,D1,1350533,BEV_S2_2035,BEV,2035,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.1003801414,201343.9203801414
Diesel_S2_2035,2035,S2,D1,1350533,Diesel_S2_2035,Diesel,2035,148279,106000,D4,B20,0.223852,0.68243073016,7413.950000000001,1482.79,0.35177446392,157176.09177446392
Diesel_S2_2035,2035,S2,D1,1350533,Diesel_S2_2035,Diesel,2035,148279,106000,D4,HVO,0.223852,0.109155607648,7413.950000000001,1482.79,0.35662309824,157176.09662309824
LNG_S2_2035,2035,S2,D1,1350533,LNG_S2_2035,LNG,2035,189626,106000,D4,LNG,0.155767,0.38726635773,9481.300000000001,1896.26,0.14687737731,201003.70687737732
LNG_S2_2035,2035,S2,D1,1350533,LNG_S2_2035,LNG,2035,189626,106000,D4,BioLNG,0.155039,0.05867280412100001,9481.300000000001,1896.26,0.15720179404999998,201003.71720179406
BEV_S2_2035,2035,S2,D2,1934621,BEV_S2_2035,BEV,2035,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.1003801414,201343.9203801414
Diesel_S2_2035,2035,S2,D2,1934621,Diesel_S2_2035,Diesel,2035,148279,106000,D4,B20,0.223852,0.68243073016,7413.950000000001,1482.79,0.35177446392,157176.09177446392
Diesel_S2_2035,2035,S2,D2,1934621,Diesel_S2_2035,Diesel,2035,148279,106000,D4,HVO,0.223852,0.109155607648,7413.950000000001,1482.79,0.35662309824,157176.09662309824
LNG_S2_2035,2035,S2,D2,1934621,LNG_S2_2035,LNG,2035,189626,106000,D4,LNG,0.155767,0.38726635773,9481.300000000001,1896.26,0.14687737731,201003.70687737732
LNG_S2_2035,2035,S2,D2,1934621,LNG_S2_2035,LNG,2035,189626,106000,D4,BioLNG,0.155039,0.05867280412100001,9481.300000000001,1896.26,0.15720179404999998,201003.71720179406
BEV_S2_2035,2035,S2,D3,1053870,BEV_S2_2035,BEV,2035,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.1003801414,201343.9203801414
Diesel_S2_2035,2035,S2,D3,1053870,Diesel_S2_2035,Diesel,2035,148279,106000,D4,B20,0.223852,0.68243073016,7413.950000000001,1482.79,0.35177446392,157176.09177446392
Diesel_S2_2035,2035,S2,D3,1053870,Diesel_S2_2035,Diesel,2035,148279,106000,D4,HVO,0.223852,0.109155607648,7413.950000000001,1482.79,0.35662309824,157176.09662309824
LNG_S2_2035,2035,S2,D3,1053870,LNG_S2_2035,LNG,2035,189626,106000,D4,LNG,0.155767,0.38726635773,9481.300000000001,1896.26,0.14687737731,201003.70687737732
LNG_S2_2035,2035,S2,D3,1053870,LNG_S2_2035,LNG,2035,189626,106000,D4,BioLNG,0.155039,0.05867280412100001,9481.300000000001,1896.26,0.15720179404999998,201003.71720179406
BEV_S2_2035,2035,S2,D4,176929,BEV_S2_2035,BEV,2035,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.1003801414,201343.9203801414
Diesel_S2_2035,2035,S2,D4,176929,Diesel_S2_2035,Diesel,2035,148279,106000,D4,B20,0.223852,0.68243073016,7413.950000000001,1482.79,0.35177446392,157176.09177446392
Diesel_S2_2035,2035,S2,D4,176929,Diesel_S2_2035,Diesel,2035,148279,106000,D4,HVO,0.223852,0.109155607648,7413.950000000001,1482.79,0.35662309824,157176.09662309824
LNG_S2_2035,2035,S2,D4,176929,LNG_S2_2035,LNG,2035,189626,106000,D4,LNG,0.155767,0.38726635773,9481.300000000001,1896.26,0.14687737731,201003.70687737732
LNG_S2_2035,2035,S2,D4,176929,LNG_S2_2035,LNG,2035,189626,106000,D4,BioLNG,0.155039,0.05867280412100001,9481.300000000001,1896.26,0.15720179404999998,201003.71720179406
BEV_S4_2035,2035,S4,D1,21666,BEV_S4_2035,BEV,2035,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.10059838207999999,292864.3205983821
Diesel_S4_2035,2035,S4,D1,21666,Diesel_S4_2035,Diesel,2035,215678,118000,D4,B20,0.219827,0.67016019566,10783.900000000001,2156.78,0.34544933742,228619.0254493374
Diesel_S4_2035,2035,S4,D1,21666,Diesel_S4_2035,Diesel,2035,215678,118000,D4,HVO,0.219827,0.107192921048,10783.900000000001,2156.78,0.35021079024,228619.03021079025
LNG_S4_2035,2035,S4,D1,21666,LNG_S4_2035,LNG,2035,275819,118000,D4,LNG,0.154278,0.38356442082000003,13790.95,2758.19,0.14547335454000002,292368.2854733545
LNG_S4_2035,2035,S4,D1,21666,LNG_S4_2035,LNG,2035,275819,118000,D4,BioLNG,0.154568,0.05849455935200001,13790.95,2758.19,0.1567242236,292368.2967242236
BEV_S4_2035,2035,S4,D2,1107787,BEV_S4_2035,BEV,2035,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.10059838207999999,292864.3205983821
Diesel_S4_2035,2035,S4,D2,1107787,Diesel_S4_2035,Diesel,2035,215678,118000,D4,B20,0.219827,0.67016019566,10783.900000000001,2156.78,0.34544933742,228619.0254493374
Diesel_S4_2035,2035,S4,D2,1107787,Diesel_S4_2035,Diesel,2035,215678,118000,D4,HVO,0.219827,0.107192921048,10783.900000000001,2156.78,0.35021079024,228619.03021079025
LNG_S4_2035,2035,S4,D2,1107787,LNG_S4_2035,LNG,2035,275819,118000,D4,LNG,0.154278,0.38356442082000003,13790.95,2758.19,0.14547335454000002,292368.2854733545
LNG_S4_2035,2035,S4,D2,1107787,LNG_S4_2035,LNG,2035,275819,118000,D4,BioLNG,0.154568,0.05849455935200001,13790.95,2758.19,0.1567242236,292368.2967242236
BEV_S4_2035,2035,S4,D3,147590,BEV_S4_2035,BEV,2035,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.10059838207999999,292864.3205983821
Diesel_S4_2035,2035,S4,D3,147590,Diesel_S4_2035,Diesel,2035,215678,118000,D4,B20,0.219827,0.67016019566,10783.900000000001,2156.78,0.34544933742,228619.0254493374
Diesel_S4_2035,2035,S4,D3,147590,Diesel_S4_2035,Diesel,2035,215678,118000,D4,HVO,0.219827,0.107192921048,10783.900000000001,2156.78,0.35021079024,228619.03021079025
LNG_S4_2035,2035,S4,D3,147590,LNG_S4_2035,LNG,2035,275819,118000,D4,LNG,0.154278,0.38356442082000003,13790.95,2758.19,0.14547335454000002,292368.2854733545
LNG_S4_2035,2035,S4,D3,147590,LNG_S4_2035,LNG,2035,275819,118000,D4,BioLNG,0.154568,0.05849455935200001,13790.95,2758.19,0.1567242236,292368.2967242236
BEV_S4_2035,2035,S4,D4,2369,BEV_S4_2035,BEV,2035,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.10059838207999999,292864.3205983821
Diesel_S4_2035,2035,S4,D4,2369,Diesel_S4_2035,Diesel,2035,215678,118000,D4,B20,0.219827,0.67016019566,10783.900000000001,2156.78,0.34544933742,228619.0254493374
Diesel_S4_2035,2035,S4,D4,2369,Diesel_S4_2035,Diesel,2035,215678,118000,D4,HVO,0.219827,0.107192921048,10783.900000000001,2156.78,0.35021079024,228619.03021079025
LNG_S4_2035,2035,S4,D4,2369,LNG_S4_2035,LNG,2035,275819,118000,D4,LNG,0.154278,0.38356442082000003,13790.95,2758.19,0.14547335454000002,292368.2854733545
LNG_S4_2035,2035,S4,D4,2369,LNG_S4_2035,LNG,2035,275819,118000,D4,BioLNG,0.154568,0.05849455935200001,13790.95,2758.19,0.1567242236,292368.2967242236
BEV_S3_2035,2035,S3,D1,2908543,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10095874935999999,228800.04095874936
Diesel_S3_2035,2035,S3,D1,2908543,Diesel_S3_2035,Diesel,2035,168499,73000,D4,B20,0.224082,0.68313190356,8424.95,1684.99,0.35213589972000003,178609.2921358997
Diesel_S3_2035,2035,S3,D1,2908543,Diesel_S3_2035,Diesel,2035,168499,73000,D4,HVO,0.224082,0.10926776116800001,8424.95,1684.99,0.35698951584000005,178609.29698951583
LNG_S3_2035,2035,S3,D1,2908543,LNG_S3_2035,LNG,2035,215484,73000,D4,LNG,0.153945,0.38273651955000004,10774.2,2154.84,0.14515935885,228413.18515935884
LNG_S3_2035,2035,S3,D1,2908543,LNG_S3_2035,LNG,2035,215484,73000,D4,BioLNG,0.155192,0.058730705288,10774.2,2154.84,0.15735692839999998,228413.1973569284
BEV_S3_2035,2035,S3,D2,3247401,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10095874935999999,228800.04095874936
Diesel_S3_2035,2035,S3,D2,3247401,Diesel_S3_2035,Diesel,2035,168499,73000,D4,B20,0.224082,0.68313190356,8424.95,1684.99,0.35213589972000003,178609.2921358997
Diesel_S3_2035,2035,S3,D2,3247401,Diesel_S3_2035,Diesel,2035,168499,73000,D4,HVO,0.224082,0.10926776116800001,8424.95,1684.99,0.35698951584000005,178609.29698951583
LNG_S3_2035,2035,S3,D2,3247401,LNG_S3_2035,LNG,2035,215484,73000,D4,LNG,0.153945,0.38273651955000004,10774.2,2154.84,0.14515935885,228413.18515935884
LNG_S3_2035,2035,S3,D2,3247401,LNG_S3_2035,LNG,2035,215484,73000,D4,BioLNG,0.155192,0.058730705288,10774.2,2154.84,0.15735692839999998,228413.1973569284
BEV_S3_2035,2035,S3,D3,1360337,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10095874935999999,228800.04095874936
Diesel_S3_2035,2035,S3,D3,1360337,Diesel_S3_2035,Diesel,2035,168499,73000,D4,B20,0.224082,0.68313190356,8424.95,1684.99,0.35213589972000003,178609.2921358997
Diesel_S3_2035,2035,S3,D3,1360337,Diesel_S3_2035,Diesel,2035,168499,73000,D4,HVO,0.224082,0.10926776116800001,8424.95,1684.99,0.35698951584000005,178609.29698951583
LNG_S3_2035,2035,S3,D3,1360337,LNG_S3_2035,LNG,2035,215484,73000,D4,LNG,0.153945,0.38273651955000004,10774.2,2154.84,0.14515935885,228413.18515935884
LNG_S3_2035,2035,S3,D3,1360337,LNG_S3_2035,LNG,2035,215484,73000,D4,BioLNG,0.155192,0.058730705288,10774.2,2154.84,0.15735692839999998,228413.1973569284
BEV_S3_2035,2035,S3,D4,274741,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10095874935999999,228800.04095874936
Diesel_S3_2035,2035,S3,D4,274741,Diesel_S3_2035,Diesel,2035,168499,73000,D4,B20,0.224082,0.68313190356,8424.95,1684.99,0.35213589972000003,178609.2921358997
Diesel_S3_2035,2035,S3,D4,274741,Diesel_S3_2035,Diesel,2035,168499,73000,D4,HVO,0.224082,0.10926776116800001,8424.95,1684.99,0.35698951584000005,178609.29698951583
LNG_S3_2035,2035,S3,D4,274741,LNG_S3_2035,LNG,2035,215484,73000,D4,LNG,0.153945,0.38273651955000004,10774.2,2154.84,0.14515935885,228413.18515935884
LNG_S3_2035,2035,S3,D4,274741,LNG_S3_2035,LNG,2035,215484,73000,D4,BioLNG,0.155192,0.058730705288,10774.2,2154.84,0.15735692839999998,228413.1973569284
