Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles,Distance
BEV_S1_2035,2036,S1,D2,3746146,BEV_S1_2035,BEV,2035,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.10197419106,138424.44197419105,0.9333408771632518,7.0,17.0,35.0,D2
BEV_S1_2036,2036,S1,D2,3821393,BEV_S1_2036,BEV,2036,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.097891229877,138424.43789122987,0.9333408918887028,8.0,,,D2
Diesel_S1_2036,2036,S1,D2,3821393,Diesel_S1_2036,Diesel,2036,124825,102000,D4,B20,0.223016,0.6798821172799999,6241.25,1248.25,0.35791168792,132314.85791168793,0.08785900149629725,1.0,,,D2
Diesel_S1_2036,2036,S1,D2,3821393,Diesel_S1_2036,Diesel,2036,124825,102000,D4,HVO,0.223016,0.108747953984,6241.25,1248.25,0.35146206519999995,132314.8514620652,0.8354542837832398,5.0,,,D2
LNG_S1_2036,2036,S1,D2,3821393,LNG_S1_2036,LNG,2036,146853,102000,D4,LNG,0.154735,0.38470060965,7342.650000000001,1468.53,0.145051838435,155664.32505183844,0.4265978637222395,3.0,,,D2
LNG_S1_2036,2036,S1,D2,3821393,LNG_S1_2036,LNG,2036,146853,102000,D4,BioLNG,0.154381,0.058423791259,7342.650000000001,1468.53,0.15562067943,155664.33562067943,0.8457906584831898,6.0,,,D2
Diesel_S1_2033,2036,S1,D3,4290083,Diesel_S1_2033,Diesel,2033,114232,102000,D4,B20,0.223016,0.6798821172799999,5711.6,1142.32,0.33602043736,121086.25602043736,0.1249527696634489,2.0,10.0,43.0,D3
LNG_S1_2033,2036,S1,D3,4290083,LNG_S1_2033,LNG,2033,134391,102000,D4,LNG,0.154735,0.38470060965,6719.55,1343.91,0.147624153075,142454.60762415308,0.43313830549897486,4.0,7.0,43.0,D3
BEV_S1_2034,2036,S1,D3,4474763,BEV_S1_2034,BEV,2034,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.106227311799,138424.4462273118,0.9333408620565995,7.0,26.0,43.0,D3
BEV_S1_2036,2036,S1,D3,4599217,BEV_S1_2036,BEV,2036,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.097891229877,138424.43789122987,0.933340892121192,8.0,,,D3
Diesel_S1_2036,2036,S1,D3,4599217,Diesel_S1_2036,Diesel,2036,124825,102000,D4,B20,0.223016,0.6798821172799999,6241.25,1248.25,0.35791168792,132314.85791168793,0.08785900119595642,1.0,,,D3
Diesel_S1_2036,2036,S1,D3,4599217,Diesel_S1_2036,Diesel,2036,124825,102000,D4,HVO,0.223016,0.108747953984,6241.25,1248.25,0.35146206519999995,132314.8514620652,0.8354542838165536,5.0,,,D3
LNG_S1_2036,2036,S1,D3,4599217,LNG_S1_2036,LNG,2036,146853,102000,D4,LNG,0.154735,0.38470060965,7342.650000000001,1468.53,0.145051838435,155664.32505183844,0.426597863777246,3.0,,,D3
LNG_S1_2036,2036,S1,D3,4599217,LNG_S1_2036,LNG,2036,146853,102000,D4,BioLNG,0.154381,0.058423791259,7342.650000000001,1468.53,0.15562067943,155664.33562067943,0.8457906588428139,6.0,,,D3
BEV_S1_2032,2036,S1,D4,542921,BEV_S1_2032,BEV,2032,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.115272681258,138424.45527268125,0.9796767394625943,6.0,3.0,6.0,D4
LNG_S1_2035,2036,S1,D4,588196,LNG_S1_2035,LNG,2035,142576,102000,D4,LNG,0.154735,0.38470060965,7128.8,1425.76,0.14590427355,151130.70590427355,0.43275972716621175,3.0,3.0,6.0,D4
BEV_S1_2036,2036,S1,D4,602557,BEV_S1_2036,BEV,2036,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.097891229877,138424.43789122987,0.9796767961747634,7.0,,,D4
Diesel_S1_2036,2036,S1,D4,602557,Diesel_S1_2036,Diesel,2036,124825,102000,D4,B20,0.223016,0.6798821172799999,6241.25,1248.25,0.35791168792,132314.85791168793,0.0735750094555032,1.0,,,D4
Diesel_S1_2036,2036,S1,D4,602557,Diesel_S1_2036,Diesel,2036,124825,102000,D4,HVO,0.223016,0.108747953984,6241.25,1248.25,0.35146206519999995,132314.8514620652,0.840645710788181,4.0,,,D4
LNG_S1_2036,2036,S1,D4,602557,LNG_S1_2036,LNG,2036,146853,102000,D4,LNG,0.154735,0.38470060965,7342.650000000001,1468.53,0.145051838435,155664.32505183844,0.431771018854567,2.0,,,D4
LNG_S1_2036,2036,S1,D4,602557,LNG_S1_2036,LNG,2036,146853,102000,D4,BioLNG,0.154381,0.058423791259,7342.650000000001,1468.53,0.15562067943,155664.33562067943,0.8865158340416943,5.0,,,D4
BEV_S2_2034,2036,S2,D1,1344795,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10456677781,201343.9245667778,0.8681449928461302,6.0,3.0,13.0,D1
Diesel_S2_2034,2036,S2,D1,1344795,Diesel_S2_2034,Diesel,2034,143960,106000,D4,B20,0.223852,0.68243073016,7198.0,1439.6,0.34445002648,152597.9444500265,0.14503156015626945,2.0,10.0,13.0,D1
BEV_S2_2036,2036,S2,D1,1388729,BEV_S2_2036,BEV,2036,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.09636100463,201343.91636100464,0.8681450121674705,7.0,,,D1
Diesel_S2_2036,2036,S2,D1,1388729,Diesel_S2_2036,Diesel,2036,152727,106000,D4,B20,0.223852,0.68243073016,7636.35,1527.27,0.35925335924,161890.97925335926,0.1232802508483663,1.0,,,D1
Diesel_S2_2036,2036,S2,D1,1388729,Diesel_S2_2036,Diesel,2036,152727,106000,D4,HVO,0.223852,0.109155607648,7636.35,1527.27,0.3527795594,161890.9727795594,0.8397397049754329,5.0,,,D1
LNG_S2_2036,2036,S2,D1,1388729,LNG_S2_2036,LNG,2036,195314,106000,D4,LNG,0.155767,0.38726635773,9765.7,1953.14,0.146019256907,207032.9860192569,0.4220475682412133,3.0,,,D1
LNG_S2_2036,2036,S2,D1,1388729,LNG_S2_2036,LNG,2036,195314,106000,D4,BioLNG,0.155039,0.05867280412100001,9765.7,1953.14,0.15628396317,207032.99628396318,0.8277690602568628,4.0,,,D1
Diesel_S2_2033,2036,S2,D2,1790314,Diesel_S2_2033,Diesel,2033,139767,106000,D4,B20,0.223852,0.68243073016,6988.35,1397.67,0.3372800469199999,148153.3572800469,0.15539976865190655,2.0,7.0,17.0,D2
BEV_S2_2034,2036,S2,D2,1869435,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10456677781,201343.9245667778,0.857494569072548,6.0,10.0,17.0,D2
BEV_S2_2036,2036,S2,D2,1982301,BEV_S2_2036,BEV,2036,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.09636100463,201343.91636100464,0.857494587979812,7.0,,,D2
Diesel_S2_2036,2036,S2,D2,1982301,Diesel_S2_2036,Diesel,2036,152727,106000,D4,B20,0.223852,0.68243073016,7636.35,1527.27,0.35925335924,161890.97925335926,0.12352496544568085,1.0,,,D2
Diesel_S2_2036,2036,S2,D2,1982301,Diesel_S2_2036,Diesel,2036,152727,106000,D4,HVO,0.223852,0.109155607648,7636.35,1527.27,0.3527795594,161890.9727795594,0.8372241919300658,5.0,,,D2
LNG_S2_2036,2036,S2,D2,1982301,LNG_S2_2036,LNG,2036,195314,106000,D4,LNG,0.155767,0.38726635773,9765.7,1953.14,0.146019256907,207032.9860192569,0.420295993365533,3.0,,,D2
LNG_S2_2036,2036,S2,D2,1982301,LNG_S2_2036,LNG,2036,195314,106000,D4,BioLNG,0.155039,0.05867280412100001,9765.7,1953.14,0.15628396317,207032.99628396318,0.8182021414052787,4.0,,,D2
BEV_S2_2032,2036,S2,D3,980430,BEV_S2_2032,BEV,2032,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.11347075102,201343.933470751,0.8793401344167427,6.0,4.0,9.0,D3
Diesel_S2_2035,2036,S2,D3,1053870,Diesel_S2_2035,Diesel,2035,148279,106000,D4,B20,0.223852,0.68243073016,7413.950000000001,1482.79,0.35177446392,157176.09177446392,0.1341352644697376,2.0,3.0,9.0,D3
BEV_S2_2036,2036,S2,D3,1103197,BEV_S2_2036,BEV,2036,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.09636100463,201343.91636100464,0.8793401756178723,7.0,,,D3
Diesel_S2_2036,2036,S2,D3,1103197,Diesel_S2_2036,Diesel,2036,152727,106000,D4,B20,0.223852,0.68243073016,7636.35,1527.27,0.35925335924,161890.97925335926,0.1229991180166393,1.0,,,D3
Diesel_S2_2036,2036,S2,D3,1103197,Diesel_S2_2036,Diesel,2036,152727,106000,D4,HVO,0.223852,0.109155607648,7636.35,1527.27,0.3527795594,161890.9727795594,0.8413308060617846,5.0,,,D3
LNG_S2_2036,2036,S2,D3,1103197,LNG_S2_2036,LNG,2036,195314,106000,D4,LNG,0.155767,0.38726635773,9765.7,1953.14,0.146019256907,207032.9860192569,0.4237206382124453,3.0,,,D3
LNG_S2_2036,2036,S2,D3,1103197,LNG_S2_2036,LNG,2036,195314,106000,D4,BioLNG,0.155039,0.05867280412100001,9765.7,1953.14,0.15628396317,207032.99628396318,0.8376337349488695,4.0,,,D3
BEV_S2_2032,2036,S2,D4,163126,BEV_S2_2032,BEV,2032,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.11347075102,201343.933470751,0.9088748377290744,6.0,1.0,2.0,D4
LNG_S2_2035,2036,S2,D4,176929,LNG_S2_2035,LNG,2035,189626,106000,D4,LNG,0.155767,0.38726635773,9481.3,1896.26,0.14687737731,201003.7068773773,0.4289674455379052,3.0,1.0,2.0,D4
BEV_S2_2036,2036,S2,D4,180140,BEV_S2_2036,BEV,2036,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.09636100463,201343.91636100464,0.9088748736986617,7.0,,,D4
Diesel_S2_2036,2036,S2,D4,180140,Diesel_S2_2036,Diesel,2036,152727,106000,D4,B20,0.223852,0.68243073016,7636.35,1527.27,0.35925335924,161890.97925335926,0.1029226329975229,1.0,,,D4
Diesel_S2_2036,2036,S2,D4,180140,Diesel_S2_2036,Diesel,2036,152727,106000,D4,HVO,0.223852,0.109155607648,7636.35,1527.27,0.3527795594,161890.9727795594,0.8412865515013737,4.0,,,D4
LNG_S2_2036,2036,S2,D4,180140,LNG_S2_2036,LNG,2036,195314,106000,D4,LNG,0.155767,0.38726635773,9765.7,1953.14,0.146019256907,207032.9860192569,0.4276094509964893,2.0,,,D4
LNG_S2_2036,2036,S2,D4,180140,LNG_S2_2036,LNG,2036,195314,106000,D4,BioLNG,0.155039,0.05867280412100001,9765.7,1953.14,0.15628396317,207032.99628396318,0.8644114310233375,5.0,,,D4
Diesel_S3_2033,2036,S3,D1,2820991,Diesel_S3_2033,Diesel,2033,158826,73000,D4,B20,0.224082,0.68313190356,7941.3,1588.26,0.33762659022,168355.89762659022,0.1543088864872484,2.0,14.0,39.0,D1
LNG_S3_2033,2036,S3,D1,2820991,LNG_S3_2033,LNG,2033,203114,73000,D4,LNG,0.153945,0.38273651955,10155.7,2031.14,0.146870457525,215300.9868704576,0.43534189910833576,4.0,9.0,39.0,D1
BEV_S3_2034,2036,S3,D1,2832153,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.1051695182439999,228800.04516951824,0.8585099682900457,7.0,16.0,39.0,D1
BEV_S3_2036,2036,S3,D1,2983351,BEV_S3_2036,BEV,2036,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.096916445612,228800.03691644562,0.8585099849238842,8.0,,,D1
Diesel_S3_2036,2036,S3,D1,2983351,Diesel_S3_2036,Diesel,2036,173553,73000,D4,B20,0.224082,0.68313190356,8677.65,1735.53,0.35962247934,183966.53962247935,0.12262783053336389,1.0,,,D1
Diesel_S3_2036,2036,S3,D1,2983351,Diesel_S3_2036,Diesel,2036,173553,73000,D4,HVO,0.224082,0.10926776116800001,8677.65,1735.53,0.3531420279,183966.5331420279,0.8372692775649794,6.0,,,D1
LNG_S3_2036,2036,S3,D1,2983351,LNG_S3_2036,LNG,2036,221948,73000,D4,LNG,0.153945,0.38273651955000004,11097.400000000001,2219.48,0.144311275845,235265.02431127583,0.4273549605395871,3.0,,,D1
LNG_S3_2036,2036,S3,D1,2983351,LNG_S3_2036,LNG,2036,221948,73000,D4,BioLNG,0.155192,0.058730705288,11097.400000000001,2219.48,0.15643819175999998,235265.03643819178,0.8192177204878568,5.0,,,D1
Diesel_S3_2033,2036,S3,D2,2974170,Diesel_S3_2033,Diesel,2033,158826,73000,D4,B20,0.224082,0.68313190356,7941.3,1588.26,0.33762659022,168355.89762659022,0.15430888683864658,2.0,12.0,41.0,D2
LNG_S3_2033,2036,S3,D2,2974170,LNG_S3_2033,LNG,2033,203114,73000,D4,LNG,0.153945,0.38273651955,10155.7,2031.14,0.146870457525,215300.9868704576,0.43534189908548293,4.0,17.0,41.0,D2
BEV_S3_2035,2036,S3,D2,3247401,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.1009587493599999,228800.04095874936,0.8585099764497442,7.0,12.0,41.0,D2
BEV_S3_2036,2036,S3,D2,3269872,BEV_S3_2036,BEV,2036,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.096916445612,228800.03691644562,0.8585099845968952,8.0,,,D2
Diesel_S3_2036,2036,S3,D2,3269872,Diesel_S3_2036,Diesel,2036,173553,73000,D4,B20,0.224082,0.68313190356,8677.65,1735.53,0.35962247934,183966.53962247935,0.122627830822554,1.0,,,D2
Diesel_S3_2036,2036,S3,D2,3269872,Diesel_S3_2036,Diesel,2036,173553,73000,D4,HVO,0.224082,0.10926776116800001,8677.65,1735.53,0.3531420279,183966.5331420279,0.8372692775506099,6.0,,,D2
LNG_S3_2036,2036,S3,D2,3269872,LNG_S3_2036,LNG,2036,221948,73000,D4,LNG,0.153945,0.38273651955000004,11097.400000000001,2219.48,0.144311275845,235265.02431127583,0.42735496047639554,3.0,,,D2
LNG_S3_2036,2036,S3,D2,3269872,LNG_S3_2036,LNG,2036,221948,73000,D4,BioLNG,0.155192,0.058730705288,11097.400000000001,2219.48,0.15643819175999998,235265.03643819178,0.8192177201615103,5.0,,,D2
Diesel_S3_2033,2036,S3,D3,1270139,Diesel_S3_2033,Diesel,2033,158826,73000,D4,B20,0.224082,0.68313190356,7941.3,1588.26,0.33762659022,168355.89762659022,0.1543088864872484,2.0,5.0,18.0,D3
LNG_S3_2033,2036,S3,D3,1270139,LNG_S3_2033,LNG,2033,203114,73000,D4,LNG,0.153945,0.38273651955,10155.7,2031.14,0.146870457525,215300.9868704576,0.43534189910833576,4.0,4.0,18.0,D3
BEV_S3_2034,2036,S3,D3,1320768,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.1051695182439999,228800.04516951824,0.8585099682900457,7.0,9.0,18.0,D3
BEV_S3_2036,2036,S3,D3,1377326,BEV_S3_2036,BEV,2036,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.096916445612,228800.03691644562,0.8585099849238842,8.0,,,D3
Diesel_S3_2036,2036,S3,D3,1377326,Diesel_S3_2036,Diesel,2036,173553,73000,D4,B20,0.224082,0.68313190356,8677.65,1735.53,0.35962247934,183966.53962247935,0.12262783053336389,1.0,,,D3
Diesel_S3_2036,2036,S3,D3,1377326,Diesel_S3_2036,Diesel,2036,173553,73000,D4,HVO,0.224082,0.10926776116800001,8677.65,1735.53,0.3531420279,183966.5331420279,0.8372692775649794,6.0,,,D3
LNG_S3_2036,2036,S3,D3,1377326,LNG_S3_2036,LNG,2036,221948,73000,D4,LNG,0.153945,0.38273651955000004,11097.400000000001,2219.48,0.144311275845,235265.02431127583,0.4273549605395871,3.0,,,D3
LNG_S3_2036,2036,S3,D3,1377326,LNG_S3_2036,LNG,2036,221948,73000,D4,BioLNG,0.155192,0.058730705288,11097.400000000001,2219.48,0.15643819175999998,235265.03643819178,0.8192177204878568,5.0,,,D3
BEV_S3_2034,2036,S3,D4,273053,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.49,0.1051695182439999,228800.04516951824,0.9092765614215504,6.0,3.0,4.0,D4
LNG_S3_2035,2036,S3,D4,274741,LNG_S3_2035,LNG,2035,215484,73000,D4,LNG,0.153945,0.38273651955,10774.2,2154.84,0.14515935885,228413.18515935884,0.4361022640673117,3.0,1.0,4.0,D4
BEV_S3_2036,2036,S3,D4,280914,BEV_S3_2036,BEV,2036,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.096916445612,228800.03691644562,0.9092765766288259,7.0,,,D4
Diesel_S3_2036,2036,S3,D4,280914,Diesel_S3_2036,Diesel,2036,173553,73000,D4,B20,0.224082,0.68313190356,8677.65,1735.53,0.35962247934,183966.53962247935,0.1024747812401677,1.0,,,D4
Diesel_S3_2036,2036,S3,D4,280914,Diesel_S3_2036,Diesel,2036,173553,73000,D4,HVO,0.224082,0.10926776116800001,8677.65,1735.53,0.3531420279,183966.5331420279,0.8412747248937084,4.0,,,D4
LNG_S3_2036,2036,S3,D4,280914,LNG_S3_2036,LNG,2036,221948,73000,D4,LNG,0.153945,0.38273651955000004,11097.400000000001,2219.48,0.144311275845,235265.02431127583,0.43472661931192375,2.0,,,D4
LNG_S3_2036,2036,S3,D4,280914,LNG_S3_2036,LNG,2036,221948,73000,D4,BioLNG,0.155192,0.058730705288,11097.400000000001,2219.48,0.15643819175999998,235265.03643819178,0.8647773136793744,5.0,,,D4
BEV_S4_2033,2036,S4,D1,19951,BEV_S4_2033,BEV,2033,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.1091645749759999,292864.32916457497,0.9105104218167399,5.0,1.0,1.0,D1
BEV_S4_2036,2036,S4,D1,22740,BEV_S4_2036,BEV,2036,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.09657050713599999,292864.31657050713,0.9105104397236934,6.0,,,D1
Diesel_S4_2036,2036,S4,D1,22740,Diesel_S4_2036,Diesel,2036,222149,118000,D4,B20,0.219827,0.67016019566,11107.45,2221.4900000000002,0.35279375748999997,235478.2927937575,0.10109914895852216,1.0,,,D1
Diesel_S4_2036,2036,S4,D1,22740,Diesel_S4_2036,Diesel,2036,222149,118000,D4,HVO,0.219827,0.107192921048,11107.45,2221.4900000000002,0.34643636065,235478.28643636065,0.8412388126713619,3.0,,,D1
LNG_S4_2036,2036,S4,D1,22740,LNG_S4_2036,LNG,2036,284094,118000,D4,LNG,0.154278,0.38356442082000003,14204.7,2840.94,0.14462343703799999,301139.78462343704,0.42302230793939694,2.0,,,D1
LNG_S4_2036,2036,S4,D1,22740,LNG_S4_2036,LNG,2036,284094,118000,D4,BioLNG,0.154568,0.05849455935200001,14204.7,2840.94,0.15580918104,301139.79580918106,0.8650665226238654,4.0,,,D1
BEV_S4_2033,2036,S4,D2,1013174,BEV_S4_2033,BEV,2033,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.1091645749759999,292864.32916457497,0.8588617375484503,7.0,4.0,9.0,D2
Diesel_S4_2033,2036,S4,D2,1013174,Diesel_S4_2033,Diesel,2033,203297,118000,D4,B20,0.219827,0.67016019566,10164.85,2032.97,0.33121553917,215495.1512155392,0.15393115920732067,2.0,4.0,9.0,D2
LNG_S4_2035,2036,S4,D2,1107787,LNG_S4_2035,LNG,2035,275819,118000,D4,LNG,0.154278,0.38356442082,13790.95,2758.19,0.14547335454,292368.2854733545,0.4183333867403679,4.0,1.0,9.0,D2
BEV_S4_2036,2036,S4,D2,1134238,BEV_S4_2036,BEV,2036,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.09657050713599999,292864.31657050713,0.8588617573372164,8.0,,,D2
Diesel_S4_2036,2036,S4,D2,1134238,Diesel_S4_2036,Diesel,2036,222149,118000,D4,B20,0.219827,0.67016019566,11107.45,2221.4900000000002,0.35279375748999997,235478.2927937575,0.12231486250453169,1.0,,,D2
Diesel_S4_2036,2036,S4,D2,1134238,Diesel_S4_2036,Diesel,2036,222149,118000,D4,HVO,0.219827,0.107192921048,11107.45,2221.4900000000002,0.34643636065,235478.28643636065,0.8372840420646324,6.0,,,D2
LNG_S4_2036,2036,S4,D2,1134238,LNG_S4_2036,LNG,2036,284094,118000,D4,LNG,0.154278,0.38356442082000003,14204.7,2840.94,0.14462343703799999,301139.78462343704,0.4159150364981773,3.0,,,D2
LNG_S4_2036,2036,S4,D2,1134238,LNG_S4_2036,LNG,2036,284094,118000,D4,BioLNG,0.154568,0.05849455935200001,14204.7,2840.94,0.15580918104,301139.79580918106,0.8189413804003188,5.0,,,D2
BEV_S4_2032,2036,S4,D3,141391,BEV_S4_2032,BEV,2032,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.113717452544,292864.33371745254,0.9082229613494736,6.0,1.0,2.0,D3
LNG_S4_2034,2036,S4,D3,146333,LNG_S4_2034,LNG,2034,267786,118000,D4,LNG,0.154278,0.38356442082,13389.3,2677.86,0.146328208938,283853.30632820894,0.42559063672909325,3.0,1.0,2.0,D3
BEV_S4_2036,2036,S4,D3,151090,BEV_S4_2036,BEV,2036,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.09657050713599999,292864.31657050713,0.908222986292321,7.0,,,D3
Diesel_S4_2036,2036,S4,D3,151090,Diesel_S4_2036,Diesel,2036,222149,118000,D4,B20,0.219827,0.67016019566,11107.45,2221.4900000000002,0.35279375748999997,235478.2927937575,0.10365010772644583,1.0,,,D3
Diesel_S4_2036,2036,S4,D3,151090,Diesel_S4_2036,Diesel,2036,222149,118000,D4,HVO,0.219827,0.107192921048,11107.45,2221.4900000000002,0.34643636065,235478.28643636065,0.8413059039426045,4.0,,,D3
LNG_S4_2036,2036,S4,D3,151090,LNG_S4_2036,LNG,2036,284094,118000,D4,LNG,0.154278,0.38356442082000003,14204.7,2840.94,0.14462343703799999,301139.78462343704,0.42276356275439103,2.0,,,D3
LNG_S4_2036,2036,S4,D3,151090,LNG_S4_2036,LNG,2036,284094,118000,D4,BioLNG,0.154568,0.05849455935200001,14204.7,2840.94,0.15580918104,301139.79580918106,0.8630100345540881,5.0,,,D3
BEV_S4_2033,2036,S4,D4,2236,BEV_S4_2033,BEV,2033,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.1091645749759999,292864.32916457497,0.9105104218167399,5.0,1.0,1.0,D4
BEV_S4_2036,2036,S4,D4,2412,BEV_S4_2036,BEV,2036,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.09657050713599999,292864.31657050713,0.9105104397236934,6.0,,,D4
Diesel_S4_2036,2036,S4,D4,2412,Diesel_S4_2036,Diesel,2036,222149,118000,D4,B20,0.219827,0.67016019566,11107.45,2221.4900000000002,0.35279375748999997,235478.2927937575,0.10109914895852216,1.0,,,D4
Diesel_S4_2036,2036,S4,D4,2412,Diesel_S4_2036,Diesel,2036,222149,118000,D4,HVO,0.219827,0.107192921048,11107.45,2221.4900000000002,0.34643636065,235478.28643636065,0.8412388126713619,3.0,,,D4
LNG_S4_2036,2036,S4,D4,2412,LNG_S4_2036,LNG,2036,284094,118000,D4,LNG,0.154278,0.38356442082000003,14204.7,2840.94,0.14462343703799999,301139.78462343704,0.42302230793939694,2.0,,,D4
LNG_S4_2036,2036,S4,D4,2412,LNG_S4_2036,LNG,2036,284094,118000,D4,BioLNG,0.154568,0.05849455935200001,14204.7,2840.94,0.15580918104,301139.79580918106,0.8650665226238654,4.0,,,D4
