Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles
Diesel_S1_2036,2036,S1,D3,4599217,Diesel_S1_2036,Diesel,2036,124825,102000,D4,B20,0.223016,0.6798821172799999,6241.25,1248.25,0.35791168792,43996.49216784,0.07253937596404056,1.0,11,46
LNG_S1_2036,2036,S1,D3,4599217,LNG_S1_2036,LNG,2036,146853,102000,D4,LNG,0.154735,0.38470060965,7342.650000000001,1468.53,0.145051838435,23606.467520370003,0.48363937423722675,2.0,19,46
BEV_S1_2034,2036,S1,D4,602557,BEV_S1_2034,BEV,2034,0,102000,D4,Electricity,0.868161,0.0,9141.230000000001,6529.450000000001,0.097891229877,18670.525803498,0.9892408559863539,8.0,4,6
BEV_S1_2036,2036,S1,D4,602557,BEV_S1_2036,BEV,2036,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.097891229877,17820.245447454,0.6602341178168802,6.0,1,6
LNG_S1_2036,2036,S1,D4,602557,LNG_S1_2036,LNG,2036,146853,102000,D4,LNG,0.154735,0.38470060965,7342.650000000001,1468.53,0.145051838435,23606.467520370003,0.3894692333116328,2.0,1,6
BEV_S2_2034,2036,S2,D1,1388729,BEV_S2_2034,BEV,2034,0,106000,D4,Electricity,0.85459,0.0,13296.29,9497.35,0.09636100463,22480.89844786,0.9898081562315594,8.0,4,14
BEV_S2_2035,2036,S2,D1,1388729,BEV_S2_2035,BEV,2035,0,106000,D4,Electricity,0.85459,0.0,11396.82,5698.41,0.09636100463,22037.1149884,0.9949897450499372,9.0,6,14
BEV_S2_2036,2036,S2,D1,1388729,BEV_S2_2036,BEV,2036,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.09636100463,21611.08649078,0.6141868667579884,7.0,4,14
LNG_S2_2033,2036,S2,D2,1982301,LNG_S2_2033,LNG,2033,0,106000,D4,LNG,0.155767,0.38726635773,14299.2,12511.800000000001,0.146019256907,26476.92511659,0.6167705599004372,7.0,2,19
BEV_S2_2034,2036,S2,D2,1982301,BEV_S2_2034,BEV,2034,0,106000,D4,Electricity,0.85459,0.0,13296.29,9497.35,0.09636100463,22480.89844786,0.9897066630015264,9.0,5,19
BEV_S2_2035,2036,S2,D2,1982301,BEV_S2_2035,BEV,2035,0,106000,D4,Electricity,0.85459,0.0,11396.82,5698.41,0.09636100463,22037.1149884,0.9949397454553719,10.0,7,19
LNG_S2_2035,2036,S2,D2,1982301,LNG_S2_2035,LNG,2035,0,106000,D4,LNG,0.155767,0.38726635773,11377.56,5688.78,0.146019256907,26946.56199486,0.6156926412657291,6.0,4,19
LNG_S2_2036,2036,S2,D2,1982301,LNG_S2_2036,LNG,2036,195314,106000,D4,LNG,0.155767,0.38726635773,9765.7,1953.14,0.146019256907,27196.881232141997,0.36189599921243576,2.0,1,19
BEV_S2_2034,2036,S2,D3,1103197,BEV_S2_2034,BEV,2034,0,106000,D4,Electricity,0.85459,0.0,13296.29,9497.35,0.09636100463,22480.89844786,0.99027577777474,8.0,3,11
BEV_S2_2035,2036,S2,D3,1103197,BEV_S2_2035,BEV,2035,0,106000,D4,Electricity,0.85459,0.0,11396.82,5698.41,0.09636100463,22037.1149884,0.995220106110756,9.0,5,11
LNG_S2_2036,2036,S2,D3,1103197,LNG_S2_2036,LNG,2036,195314,106000,D4,LNG,0.155767,0.38726635773,9765.7,1953.14,0.146019256907,27196.881232141997,0.3759140193854232,2.0,3,11
BEV_S2_2034,2036,S2,D4,180140,BEV_S2_2034,BEV,2034,0,106000,D4,Electricity,0.85459,0.0,13296.29,9497.35,0.09636100463,22480.89844786,0.9899712051202577,6.0,1,2
BEV_S2_2036,2036,S2,D4,180140,BEV_S2_2036,BEV,2036,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.09636100463,21611.08649078,0.6571127640132203,5.0,1,2
BEV_S3_2032,2036,S3,D1,2983351,BEV_S3_2032,BEV,2032,0,73000,D4,Electricity,0.859516,0.0,19426.41,19426.41,0.096916445612,21282.051527704003,0.982602063956489,9.0,3,41
BEV_S3_2033,2036,S3,D1,2983351,BEV_S3_2033,BEV,2033,0,73000,D4,Electricity,0.859516,0.0,17267.920000000002,15109.430000000002,0.096916445612,20948.500872616,0.9871753192671734,10.0,5,41
BEV_S3_2034,2036,S3,D1,2983351,BEV_S3_2034,BEV,2034,0,73000,D4,Electricity,0.859516,0.0,15109.430000000002,10792.45,0.096916445612,20628.314831812,0.9915967597479574,11.0,4,41
BEV_S3_2035,2036,S3,D1,2983351,BEV_S3_2035,BEV,2035,0,73000,D4,Electricity,0.859516,0.0,12950.939999999999,6475.469999999999,0.096916445612,20320.92870328,0.9958704703958104,12.0,7,41
Diesel_S3_2035,2036,S3,D1,2983351,Diesel_S3_2035,Diesel,2035,0,73000,D4,B20,0.224082,0.68313190356,10109.94,5054.97,0.35962247934,35815.860679560006,0.4473922378253133,3.0,4,41
BEV_S3_2036,2036,S3,D1,2983351,BEV_S3_2036,BEV,2036,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.096916445612,20025.840529676,0.5606995903352289,6.0,3,41
Diesel_S3_2036,2036,S3,D1,2983351,Diesel_S3_2036,Diesel,2036,173553,73000,D4,B20,0.224082,0.68313190356,8677.65,1735.53,0.35962247934,36665.620991820004,0.12941749744027792,1.0,9,41
LNG_S3_2036,2036,S3,D1,2983351,LNG_S3_2036,LNG,2036,221948,73000,D4,LNG,0.153945,0.38273651955000004,11097.400000000001,2219.48,0.144311275845,23851.603136685,0.33065725754722614,2.0,6,41
BEV_S3_2036,2036,S3,D2,3269872,BEV_S3_2036,BEV,2036,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.096916445612,20025.840529676,0.905932964655262,5.0,15,45
Diesel_S3_2036,2036,S3,D2,3269872,Diesel_S3_2036,Diesel,2036,173553,73000,D4,B20,0.224082,0.68313190356,8677.65,1735.53,0.35962247934,36665.620991820004,0.10620155409648725,1.0,12,45
LNG_S3_2036,2036,S3,D2,3269872,LNG_S3_2036,LNG,2036,221948,73000,D4,LNG,0.153945,0.38273651955000004,11097.400000000001,2219.48,0.144311275845,23851.603136685,0.46166356001844644,2.0,18,45
BEV_S3_2033,2036,S3,D3,1377326,BEV_S3_2033,BEV,2033,0,73000,D4,Electricity,0.859516,0.0,17267.920000000002,15109.430000000002,0.096916445612,20948.500872616,0.9864457842079124,8.0,4,19
BEV_S3_2034,2036,S3,D3,1377326,BEV_S3_2034,BEV,2034,0,73000,D4,Electricity,0.859516,0.0,15109.430000000002,10792.45,0.096916445612,20628.314831812,0.9911175266815947,9.0,3,19
LNG_S3_2034,2036,S3,D3,1377326,LNG_S3_2034,LNG,2034,0,73000,D4,LNG,0.153945,0.38273651955,14644.560000000001,10460.400000000001,0.144311275845,23211.382870935,0.6274198356360036,7.0,2,19
Diesel_S3_2035,2036,S3,D3,1377326,Diesel_S3_2035,Diesel,2035,0,73000,D4,B20,0.224082,0.68313190356,10109.94,5054.97,0.35962247934,35815.860679560006,0.4328982975751858,3.0,2,19
BEV_S3_2036,2036,S3,D3,1377326,BEV_S3_2036,BEV,2036,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.096916445612,20025.840529676,0.5752111695804475,6.0,4,19
Diesel_S3_2036,2036,S3,D3,1377326,Diesel_S3_2036,Diesel,2036,173553,73000,D4,B20,0.224082,0.68313190356,8677.65,1735.53,0.35962247934,36665.620991820004,0.12464356155495236,1.0,4,19
BEV_S3_2035,2036,S3,D4,280914,BEV_S3_2035,BEV,2035,0,73000,D4,Electricity,0.859516,0.0,12950.939999999999,6475.469999999999,0.096916445612,20320.92870328,0.9959447324809687,7.0,3,4
BEV_S3_2036,2036,S3,D4,280914,BEV_S3_2036,BEV,2036,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.096916445612,20025.840529676,0.6521136521761037,5.0,1,4
BEV_S4_2032,2036,S4,D1,22740,BEV_S4_2032,BEV,2032,0,118000,D4,Electricity,0.856448,0.0,24865.829999999998,24865.829999999998,0.09657050713599999,29995.879400192003,0.9805723293025085,6.0,1,1
BEV_S4_2034,2036,S4,D2,1134238,BEV_S4_2034,BEV,2034,0,118000,D4,Electricity,0.856448,0.0,19340.09,13814.35,0.09657050713599999,28942.926258176,0.9909796547409023,8.0,3,10
BEV_S4_2035,2036,S4,D2,1134238,BEV_S4_2035,BEV,2035,0,118000,D4,Electricity,0.856448,0.0,16577.22,8288.61,0.09657050713599999,28447.82908544,0.9955665106680728,9.0,4,10
BEV_S4_2036,2036,S4,D2,1134238,BEV_S4_2036,BEV,2036,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.09657050713599999,27972.539842047998,0.6284650195135659,6.0,1,10
LNG_S4_2036,2036,S4,D2,1134238,LNG_S4_2036,LNG,2036,284094,118000,D4,LNG,0.154278,0.38356442082000003,14204.7,2840.94,0.14462343703799999,34111.205570484,0.3632453648923077,2.0,2,10
BEV_S4_2035,2036,S4,D3,151090,BEV_S4_2035,BEV,2035,0,118000,D4,Electricity,0.856448,0.0,16577.22,8288.61,0.09657050713599999,28447.82908544,0.9955422131661718,7.0,2,2
BEV_S4_2032,2036,S4,D4,2412,BEV_S4_2032,BEV,2032,0,118000,D4,Electricity,0.856448,0.0,24865.829999999998,24865.829999999998,0.09657050713599999,29995.879400192003,0.9805723293025085,6.0,1,1
