Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles,Distance
Diesel_S1_2026,2026,S1,D3,3537030,Diesel_S1_2026,Diesel,2026,92881,102000,D4,B20,0.223016,0.6798821172799999,4644.05,928.8100000000001,0.29000554608,5573.15000554608,0.0797070809568498,1.0,,,D3
Diesel_S1_2026,2026,S1,D3,3537030,Diesel_S1_2026,Diesel,2026,92881,102000,D4,HVO,0.223016,0.108747953984,4644.05,928.8100000000001,0.39168077063999995,5573.251680770641,0.924291183514473,4.0,,,D3
LNG_S1_2026,2026,S1,D3,3537030,LNG_S1_2026,LNG,2026,109272,102000,D4,LNG,0.164681,0.40942825539,5463.6,1092.72,0.163691431871,6556.483691431871,0.4346605808977049,2.0,,,D3
LNG_S1_2026,2026,S1,D3,3537030,LNG_S1_2026,LNG,2026,109272,102000,D4,BioLNG,0.1632,0.06176124480000001,5463.6,1092.72,0.174437952,6556.494437952,0.9202929190431501,3.0,,,D3
Diesel_S1_2025,2026,S1,D4,439767,Diesel_S1_2025,Diesel,2025,0,102000,D4,B20,0.223016,0.6798821172799999,4508.8,901.76,0.28396850296,5410.843968502961,0.18524703086060582,2.0,3.0,5.0,D4
LNG_S1_2025,2026,S1,D4,439767,LNG_S1_2025,LNG,2025,0,102000,D4,LNG,0.165507,0.41148184833,5304.5,1060.9,0.165479194824,6365.565479194824,0.4541124493601907,4.0,2.0,5.0,D4
Diesel_S1_2026,2026,S1,D4,446478,Diesel_S1_2026,Diesel,2026,92881,102000,D4,B20,0.223016,0.6798821172799999,4644.05,928.8100000000001,0.29000554608,5573.15000554608,0.09124374059126818,1.0,,,D4
Diesel_S1_2026,2026,S1,D4,446478,Diesel_S1_2026,Diesel,2026,92881,102000,D4,HVO,0.223016,0.108747953984,4644.05,928.8100000000001,0.39168077063999995,5573.251680770641,0.8343171862263932,6.0,,,D4
LNG_S1_2026,2026,S1,D4,446478,LNG_S1_2026,LNG,2026,109272,102000,D4,LNG,0.164681,0.40942825539,5463.6,1092.72,0.163691431871,6556.483691431871,0.4190146489562351,3.0,,,D4
LNG_S1_2026,2026,S1,D4,446478,LNG_S1_2026,LNG,2026,109272,102000,D4,BioLNG,0.1632,0.06176124480000001,5463.6,1092.72,0.174437952,6556.494437952,0.8147529691393941,5.0,,,D4
LNG_S2_2024,2026,S2,D1,1043209,LNG_S2_2024,LNG,2024,0,106000,D4,LNG,0.165239,0.41081554941,6849.5,1369.9,0.16618251469,8219.566182514689,0.48171338472041225,5.0,2.0,10.0,D1
Diesel_S2_2025,2026,S2,D1,1082065,Diesel_S2_2025,Diesel,2025,0,106000,D4,B20,0.223852,0.68243073016,5516.650000000001,1103.33,0.28503299012,6620.265032990121,0.3235660684516118,2.0,6.0,10.0,D1
LNG_S2_2025,2026,S2,D1,1082065,LNG_S2_2025,LNG,2025,0,106000,D4,LNG,0.165239,0.41081554941,7054.950000000001,1410.99,0.165211239848,8466.105211239848,0.47728730708582423,4.0,2.0,10.0,D1
BEV_S2_2026,2026,S2,D1,1090703,BEV_S2_2026,BEV,2026,233206,106000,D2,Electricity,0.8968,0.0,11660.300000000001,2332.06,0.15215646880000003,13992.5121564688,0.6764339315483883,6.0,,,D1
Diesel_S2_2026,2026,S2,D1,1090703,Diesel_S2_2026,Diesel,2026,113643,106000,D4,B20,0.223852,0.68243073016,5682.150000000001,1136.43,0.29109266376000004,6818.8710926637605,0.2958275378128479,1.0,,,D1
Diesel_S2_2026,2026,S2,D1,1090703,Diesel_S2_2026,Diesel,2026,113643,106000,D4,HVO,0.223852,0.109155607648,5682.150000000001,1136.43,0.39314902908,6818.973149029081,0.8267525464903616,8.0,,,D1
LNG_S2_2026,2026,S2,D1,1090703,LNG_S2_2026,LNG,2026,145332,106000,D4,LNG,0.163257,0.40588792083,7266.6,1453.32,0.162275988687,8720.082275988687,0.4500988410005819,3.0,,,D1
LNG_S2_2026,2026,S2,D1,1090703,LNG_S2_2026,LNG,2026,145332,106000,D4,BioLNG,0.164643,0.062307332277000006,7266.6,1453.32,0.17598031698,8720.09598031698,0.8209280839930764,7.0,,,D1
LNG_S2_2024,2026,S2,D2,1391987,LNG_S2_2024,LNG,2024,0,106000,D4,LNG,0.165239,0.41081554941,6849.5,1369.9,0.16618251469,8219.566182514689,0.48171338472041225,5.0,3.0,14.0,D2
Diesel_S2_2025,2026,S2,D2,1410584,Diesel_S2_2025,Diesel,2025,0,106000,D4,B20,0.223852,0.68243073016,5516.650000000001,1103.33,0.28503299012,6620.265032990121,0.3235660684516118,2.0,5.0,14.0,D2
LNG_S2_2025,2026,S2,D2,1410584,LNG_S2_2025,LNG,2025,0,106000,D4,LNG,0.165239,0.41081554941,7054.950000000001,1410.99,0.165211239848,8466.105211239848,0.47728730708582423,4.0,6.0,14.0,D2
BEV_S2_2026,2026,S2,D2,1452683,BEV_S2_2026,BEV,2026,233206,106000,D2,Electricity,0.8968,0.0,11660.300000000001,2332.06,0.15215646880000003,13992.5121564688,0.6764339315483883,6.0,,,D2
Diesel_S2_2026,2026,S2,D2,1452683,Diesel_S2_2026,Diesel,2026,113643,106000,D4,B20,0.223852,0.68243073016,5682.150000000001,1136.43,0.29109266376000004,6818.8710926637605,0.2958275378128479,1.0,,,D2
Diesel_S2_2026,2026,S2,D2,1452683,Diesel_S2_2026,Diesel,2026,113643,106000,D4,HVO,0.223852,0.109155607648,5682.150000000001,1136.43,0.39314902908,6818.973149029081,0.8267525464903616,8.0,,,D2
LNG_S2_2026,2026,S2,D2,1452683,LNG_S2_2026,LNG,2026,145332,106000,D4,LNG,0.163257,0.40588792083,7266.6,1453.32,0.162275988687,8720.082275988687,0.4500988410005819,3.0,,,D2
LNG_S2_2026,2026,S2,D2,1452683,LNG_S2_2026,LNG,2026,145332,106000,D4,BioLNG,0.164643,0.062307332277000006,7266.6,1453.32,0.17598031698,8720.09598031698,0.8209280839930764,7.0,,,D2
Diesel_S2_2025,2026,S2,D3,821678,Diesel_S2_2025,Diesel,2025,0,106000,D4,B20,0.223852,0.68243073016,5516.650000000001,1103.33,0.28503299012,6620.265032990121,0.20610600573120963,2.0,4.0,8.0,D3
LNG_S2_2025,2026,S2,D3,821678,LNG_S2_2025,LNG,2025,0,106000,D4,LNG,0.165239,0.41081554941,7054.950000000001,1410.99,0.165211239848,8466.105211239848,0.4546731815545457,4.0,4.0,8.0,D3
Diesel_S2_2026,2026,S2,D3,825939,Diesel_S2_2026,Diesel,2026,113643,106000,D4,B20,0.223852,0.68243073016,5682.150000000001,1136.43,0.29109266376000004,6818.8710926637605,0.1310682402767607,1.0,,,D3
Diesel_S2_2026,2026,S2,D3,825939,Diesel_S2_2026,Diesel,2026,113643,106000,D4,HVO,0.223852,0.109155607648,5682.150000000001,1136.43,0.39314902908,6818.973149029081,0.8413547339035311,6.0,,,D3
LNG_S2_2026,2026,S2,D3,825939,LNG_S2_2026,LNG,2026,145332,106000,D4,LNG,0.163257,0.40588792083,7266.6,1453.32,0.162275988687,8720.082275988687,0.4215774626400049,3.0,,,D3
LNG_S2_2026,2026,S2,D3,825939,LNG_S2_2026,LNG,2026,145332,106000,D4,BioLNG,0.164643,0.062307332277000006,7266.6,1453.32,0.17598031698,8720.09598031698,0.7938939942687905,5.0,,,D3
Diesel_S2_2025,2026,S2,D4,137231,Diesel_S2_2025,Diesel,2025,0,106000,D4,B20,0.223852,0.68243073016,5516.650000000001,1103.33,0.28503299012,6620.265032990121,0.20207036998691336,2.0,2.0,2.0,D4
Diesel_S2_2026,2026,S2,D4,141128,Diesel_S2_2026,Diesel,2026,113643,106000,D4,B20,0.223852,0.68243073016,5682.150000000001,1136.43,0.29109266376000004,6818.8710926637605,0.1349111833114929,1.0,,,D4
Diesel_S2_2026,2026,S2,D4,141128,Diesel_S2_2026,Diesel,2026,113643,106000,D4,HVO,0.223852,0.109155607648,5682.150000000001,1136.43,0.39314902908,6818.973149029081,0.848807237700494,5.0,,,D4
LNG_S2_2026,2026,S2,D4,141128,LNG_S2_2026,LNG,2026,145332,106000,D4,LNG,0.163257,0.40588792083,7266.6,1453.32,0.162275988687,8720.082275988687,0.4226465773853239,3.0,,,D4
LNG_S2_2026,2026,S2,D4,141128,LNG_S2_2026,LNG,2026,145332,106000,D4,BioLNG,0.164643,0.062307332277000006,7266.6,1453.32,0.17598031698,8720.09598031698,0.7979296300130867,4.0,,,D4
LNG_S3_2024,2026,S3,D1,2239440,LNG_S3_2024,LNG,2024,0,73000,D4,LNG,0.164823,0.40978129437,7783.5,1556.7,0.16576413933,9340.365764139333,0.4815521881093142,5.0,4.0,30.0,D1
BEV_S3_2025,2026,S3,D1,2255136,BEV_S3_2025,BEV,2025,0,73000,D1,Electricity,0.898003,0.0,13947.7,2789.54,0.158714846226,16737.39871484623,0.7225228511250502,7.0,2.0,30.0,D1
Diesel_S3_2025,2026,S3,D1,2255136,Diesel_S3_2025,Diesel,2025,0,73000,D4,B20,0.224082,0.68313190356,6268.950000000001,1253.79,0.28532585142,7523.02532585142,0.3147015037165835,2.0,13.0,30.0,D1
LNG_S3_2025,2026,S3,D1,2255136,LNG_S3_2025,LNG,2025,0,73000,D4,LNG,0.164823,0.40978129437,8017.0,1603.4,0.164795309736,9620.564795309736,0.4778857627719255,4.0,11.0,30.0,D1
BEV_S3_2026,2026,S3,D1,2329773,BEV_S3_2026,BEV,2026,265006,73000,D2,Electricity,0.898003,0.0,13250.300000000001,2650.06,0.152360576998,15900.512360576999,0.7000084560328541,6.0,,,D1
Diesel_S3_2026,2026,S3,D1,2329773,Diesel_S3_2026,Diesel,2026,129140,73000,D4,B20,0.224082,0.68313190356,6457.0,1291.4,0.29139175116000005,7748.691391751159,0.2860362714681561,1.0,,,D1
Diesel_S3_2026,2026,S3,D1,2329773,Diesel_S3_2026,Diesel,2026,129140,73000,D4,HVO,0.224082,0.10926776116800001,6457.0,1291.4,0.39355297578,7748.79355297578,0.8255044435282552,8.0,,,D1
LNG_S3_2026,2026,S3,D1,2329773,LNG_S3_2026,LNG,2026,165150,73000,D4,LNG,0.164047,0.40785201093,8257.5,1651.5,0.163061241577,9909.163061241577,0.4479506662023502,3.0,,,D1
LNG_S3_2026,2026,S3,D1,2329773,LNG_S3_2026,LNG,2026,165150,73000,D4,BioLNG,0.164223,0.06214838789700001,8257.5,1651.5,0.17553139578,9909.17553139578,0.827131394911718,9.0,,,D1
LNG_S3_2023,2026,S3,D2,2431901,LNG_S3_2023,LNG,2023,0,73000,D4,LNG,0.164823,0.40978129437,7556.8,1511.36,0.16673824326,9068.32673824326,0.5040275203864629,7.0,8.0,34.0,D2
Diesel_S3_2024,2026,S3,D2,2453497,Diesel_S3_2024,Diesel,2024,0,73000,D4,B20,0.224082,0.68313190356,6086.35,1217.27,0.2793854376,7303.8993854376,0.35540606032696215,3.0,4.0,34.0,D2
LNG_S3_2024,2026,S3,D2,2453497,LNG_S3_2024,LNG,2024,0,73000,D4,LNG,0.164823,0.40978129437,7783.5,1556.7,0.16576413933,9340.365764139333,0.4992856784307834,6.0,1.0,34.0,D2
Diesel_S3_2025,2026,S3,D2,2501227,Diesel_S3_2025,Diesel,2025,0,73000,D4,B20,0.224082,0.68313190356,6268.950000000001,1253.79,0.28532585142,7523.02532585142,0.3510609278206067,2.0,11.0,34.0,D2
LNG_S3_2025,2026,S3,D2,2501227,LNG_S3_2025,LNG,2025,0,73000,D4,LNG,0.164823,0.40978129437,8017.0,1603.4,0.164795309736,9620.564795309736,0.4943014038340464,5.0,10.0,34.0,D2
BEV_S3_2026,2026,S3,D2,2524893,BEV_S3_2026,BEV,2026,265006,73000,D2,Electricity,0.898003,0.0,13250.300000000001,2650.06,0.152360576998,15900.512360576999,0.6445939396730378,8.0,,,D2
Diesel_S3_2026,2026,S3,D2,2524893,Diesel_S3_2026,Diesel,2026,129140,73000,D4,B20,0.224082,0.68313190356,6457.0,1291.4,0.29139175116000005,7748.691391751159,0.318579268326038,1.0,,,D2
Diesel_S3_2026,2026,S3,D2,2524893,Diesel_S3_2026,Diesel,2026,129140,73000,D4,HVO,0.224082,0.10926776116800001,6457.0,1291.4,0.39355297578,7748.79355297578,0.8195041220418442,10.0,,,D2
LNG_S3_2026,2026,S3,D2,2524893,LNG_S3_2026,LNG,2026,165150,73000,D4,LNG,0.164047,0.40785201093,8257.5,1651.5,0.163061241577,9909.163061241577,0.45431660231628956,4.0,,,D2
LNG_S3_2026,2026,S3,D2,2524893,LNG_S3_2026,LNG,2026,165150,73000,D4,BioLNG,0.164223,0.06214838789700001,8257.5,1651.5,0.17553139578,9909.17553139578,0.799225978162644,9.0,,,D2
LNG_S3_2023,2026,S3,D3,1002466,LNG_S3_2023,LNG,2023,0,73000,D4,LNG,0.164823,0.40978129437,7556.8,1511.36,0.16673824326,9068.32673824326,0.46444491375116537,5.0,3.0,14.0,D3
Diesel_S3_2025,2026,S3,D3,1053662,Diesel_S3_2025,Diesel,2025,0,73000,D4,B20,0.224082,0.68313190356,6268.950000000001,1253.79,0.28532585142,7523.02532585142,0.2112633511869316,2.0,4.0,14.0,D3
LNG_S3_2025,2026,S3,D3,1053662,LNG_S3_2025,LNG,2025,0,73000,D4,LNG,0.164823,0.40978129437,8017.0,1603.4,0.164795309736,9620.564795309736,0.45968949749372634,4.0,7.0,14.0,D3
Diesel_S3_2026,2026,S3,D3,1103927,Diesel_S3_2026,Diesel,2026,129140,73000,D4,B20,0.224082,0.68313190356,6457.0,1291.4,0.29139175116000005,7748.691391751159,0.12943745235197746,1.0,,,D3
Diesel_S3_2026,2026,S3,D3,1103927,Diesel_S3_2026,Diesel,2026,129140,73000,D4,HVO,0.224082,0.10926776116800001,6457.0,1291.4,0.39355297578,7748.79355297578,0.8343811562939151,7.0,,,D3
LNG_S3_2026,2026,S3,D3,1103927,LNG_S3_2026,LNG,2026,165150,73000,D4,LNG,0.164047,0.40785201093,8257.5,1651.5,0.163061241577,9909.163061241577,0.4177768245011219,3.0,,,D3
LNG_S3_2026,2026,S3,D3,1103927,LNG_S3_2026,LNG,2026,165150,73000,D4,BioLNG,0.164223,0.06214838789700001,8257.5,1651.5,0.17553139578,9909.17553139578,0.7887366488130683,6.0,,,D3
Diesel_S3_2025,2026,S3,D4,218537,Diesel_S3_2025,Diesel,2025,0,73000,D4,B20,0.224082,0.68313190356,6268.950000000001,1253.79,0.28532585142,7523.02532585142,0.20604906512293605,2.0,2.0,3.0,D4
LNG_S3_2025,2026,S3,D4,218537,LNG_S3_2025,LNG,2025,0,73000,D4,LNG,0.164823,0.40978129437,8017.0,1603.4,0.164795309736,9620.564795309736,0.4565885341584697,4.0,1.0,3.0,D4
Diesel_S3_2026,2026,S3,D4,219181,Diesel_S3_2026,Diesel,2026,129140,73000,D4,B20,0.224082,0.68313190356,6457.0,1291.4,0.29139175116000005,7748.691391751159,0.1310301605030648,1.0,,,D4
Diesel_S3_2026,2026,S3,D4,219181,Diesel_S3_2026,Diesel,2026,129140,73000,D4,HVO,0.224082,0.10926776116800001,6457.0,1291.4,0.39355297578,7748.79355297578,0.8412370825131539,6.0,,,D4
LNG_S3_2026,2026,S3,D4,219181,LNG_S3_2026,LNG,2026,165150,73000,D4,LNG,0.164047,0.40785201093,8257.5,1651.5,0.163061241577,9909.163061241577,0.4191849117142996,3.0,,,D4
LNG_S3_2026,2026,S3,D4,219181,LNG_S3_2026,LNG,2026,165150,73000,D4,BioLNG,0.164223,0.06214838789700001,8257.5,1651.5,0.17553139578,9909.17553139578,0.793950934877064,5.0,,,D4
LNG_S4_2025,2026,S4,D1,15615,LNG_S4_2025,LNG,2025,0,118000,D4,LNG,0.167274,0.41587494606,10261.75,2052.35,0.167245897968,12314.267245897969,0.44134482248265533,3.0,1.0,1.0,D1
BEV_S4_2026,2026,S4,D1,15916,BEV_S4_2026,BEV,2026,339208,118000,D2,Electricity,0.900664,0.0,16960.4,3392.08,0.152812058224,20352.632812058226,0.7228758946815758,4.0,,,D1
Diesel_S4_2026,2026,S4,D1,15916,Diesel_S4_2026,Diesel,2026,165299,118000,D4,B20,0.219827,0.67016019566,8264.95,1652.99,0.28585863426,9918.225858634261,0.2593201955884372,1.0,,,D1
Diesel_S4_2026,2026,S4,D1,15916,Diesel_S4_2026,Diesel,2026,165299,118000,D4,HVO,0.219827,0.107192921048,8264.95,1652.99,0.38607996183,9918.326079961831,0.8333844243894826,5.0,,,D1
LNG_S4_2026,2026,S4,D1,15916,LNG_S4_2026,LNG,2026,211393,118000,D4,LNG,0.164513,0.40901057547,10569.650000000001,2113.93,0.16352444138299999,12683.743524441385,0.4272004810363128,2.0,,,D1
LNG_S4_2026,2026,S4,D1,15916,LNG_S4_2026,LNG,2026,211393,118000,D4,BioLNG,0.164154,0.062122275606000005,10569.650000000001,2113.93,0.17545764443999998,12683.755457644442,0.8469890893959683,6.0,,,D1
LNG_S4_2023,2026,S4,D2,754717,LNG_S4_2023,LNG,2023,0,118000,D4,LNG,0.167274,0.41587494606,9672.7,1934.54,0.16921772388,11607.409217723882,0.4745094263811384,5.0,4.0,7.0,D2
Diesel_S4_2025,2026,S4,D2,791079,Diesel_S4_2025,Diesel,2025,0,118000,D4,B20,0.219827,0.67016019566,8024.25,1604.85,0.27990791737,9629.37990791737,0.32633217663883074,2.0,2.0,7.0,D2
LNG_S4_2025,2026,S4,D2,791079,LNG_S4_2025,LNG,2025,0,118000,D4,LNG,0.167274,0.41587494606,10261.75,2052.35,0.167245897968,12314.267245897969,0.46549791615577824,4.0,1.0,7.0,D2
BEV_S4_2026,2026,S4,D2,794430,BEV_S4_2026,BEV,2026,339208,118000,D2,Electricity,0.900664,0.0,16960.4,3392.08,0.152812058224,20352.632812058226,0.6736678233611693,6.0,,,D2
Diesel_S4_2026,2026,S4,D2,794430,Diesel_S4_2026,Diesel,2026,165299,118000,D4,B20,0.219827,0.67016019566,8264.95,1652.99,0.28585863426,9918.225858634261,0.298538079105479,1.0,,,D2
Diesel_S4_2026,2026,S4,D2,794430,Diesel_S4_2026,Diesel,2026,165299,118000,D4,HVO,0.219827,0.107192921048,8264.95,1652.99,0.38607996183,9918.326079961831,0.8266310349630567,8.0,,,D2
LNG_S4_2026,2026,S4,D2,794430,LNG_S4_2026,LNG,2026,211393,118000,D4,LNG,0.164513,0.40901057547,10569.650000000001,2113.93,0.16352444138299999,12683.743524441385,0.4393176725460819,3.0,,,D2
LNG_S4_2026,2026,S4,D2,794430,LNG_S4_2026,LNG,2026,211393,118000,D4,BioLNG,0.164154,0.062122275606000005,10569.650000000001,2113.93,0.17545764443999998,12683.755457644442,0.8191310169304993,7.0,,,D2
Diesel_S4_2025,2026,S4,D3,123252,Diesel_S4_2025,Diesel,2025,0,118000,D4,B20,0.219827,0.67016019566,8024.25,1604.85,0.27990791737,9629.37990791737,0.20296091783453585,2.0,2.0,2.0,D3
Diesel_S4_2026,2026,S4,D3,126715,Diesel_S4_2026,Diesel,2026,165299,118000,D4,B20,0.219827,0.67016019566,8264.95,1652.99,0.28585863426,9918.225858634261,0.1355455446418095,1.0,,,D3
Diesel_S4_2026,2026,S4,D3,126715,Diesel_S4_2026,Diesel,2026,165299,118000,D4,HVO,0.219827,0.107192921048,8264.95,1652.99,0.38607996183,9918.326079961831,0.848944666245502,5.0,,,D3
LNG_S4_2026,2026,S4,D3,126715,LNG_S4_2026,LNG,2026,211393,118000,D4,LNG,0.164513,0.40901057547,10569.650000000001,2113.93,0.16352444138299999,12683.743524441385,0.4073943528989029,3.0,,,D3
LNG_S4_2026,2026,S4,D3,126715,LNG_S4_2026,LNG,2026,211393,118000,D4,BioLNG,0.164154,0.062122275606000005,10569.650000000001,2113.93,0.17545764443999998,12683.755457644442,0.7970390821654642,4.0,,,D3
Diesel_S4_2025,2026,S4,D4,1927,Diesel_S4_2025,Diesel,2025,0,118000,D4,B20,0.219827,0.67016019566,8024.25,1604.85,0.27990791737,9629.37990791737,0.20296091783453585,2.0,1.0,1.0,D4
Diesel_S4_2026,2026,S4,D4,1989,Diesel_S4_2026,Diesel,2026,165299,118000,D4,B20,0.219827,0.67016019566,8264.95,1652.99,0.28585863426,9918.225858634261,0.1355455446418095,1.0,,,D4
Diesel_S4_2026,2026,S4,D4,1989,Diesel_S4_2026,Diesel,2026,165299,118000,D4,HVO,0.219827,0.107192921048,8264.95,1652.99,0.38607996183,9918.326079961831,0.848944666245502,5.0,,,D4
LNG_S4_2026,2026,S4,D4,1989,LNG_S4_2026,LNG,2026,211393,118000,D4,LNG,0.164513,0.40901057547,10569.650000000001,2113.93,0.16352444138299999,12683.743524441385,0.4073943528989029,3.0,,,D4
LNG_S4_2026,2026,S4,D4,1989,LNG_S4_2026,LNG,2026,211393,118000,D4,BioLNG,0.164154,0.062122275606000005,10569.650000000001,2113.93,0.17545764443999998,12683.755457644442,0.7970390821654642,4.0,,,D4
