Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles,Distance
BEV_S1_2034,2034,S1,D3,4474763,BEV_S1_2034,BEV,2034,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.106227311799,138424.4462273118,0.9267056167042146,7.0,,,D3
Diesel_S1_2034,2034,S1,D3,4474763,Diesel_S1_2034,Diesel,2034,117659,102000,D4,B20,0.223016,0.6798821172799999,5882.950000000001,1176.59,0.34316363984,124718.88316363984,0.09128858091181855,1.0,,,D3
Diesel_S1_2034,2034,S1,D3,4474763,Diesel_S1_2034,Diesel,2034,117659,102000,D4,HVO,0.223016,0.108747953984,5882.950000000001,1176.59,0.35916057752,124718.89916057752,0.8402846624124524,5.0,,,D3
LNG_S1_2034,2034,S1,D3,4474763,LNG_S1_2034,LNG,2034,138423,102000,D4,LNG,0.154735,0.38470060965,6921.150000000001,1384.23,0.146761660185,146728.52676166018,0.4290255531131126,3.0,,,D3
LNG_S1_2034,2034,S1,D3,4474763,LNG_S1_2034,LNG,2034,138423,102000,D4,BioLNG,0.154381,0.058423791259,6921.150000000001,1384.23,0.15745472571,146728.5374547257,0.862914604858834,6.0,,,D3
BEV_S1_2032,2034,S1,D4,542921,BEV_S1_2032,BEV,2032,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.115272681258,138424.45527268125,0.9536232837931758,6.0,3.0,6.0,D4
LNG_S1_2033,2034,S1,D4,563313,LNG_S1_2033,LNG,2033,134391,102000,D4,LNG,0.154735,0.38470060965,6719.55,1343.91,0.147624153075,142454.60762415308,0.4328046932644503,3.0,3.0,6.0,D4
BEV_S1_2034,2034,S1,D4,575445,BEV_S1_2034,BEV,2034,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.106227311799,138424.4462273118,0.9536233130231133,7.0,,,D4
Diesel_S1_2034,2034,S1,D4,575445,Diesel_S1_2034,Diesel,2034,117659,102000,D4,B20,0.223016,0.6798821172799999,5882.950000000001,1176.59,0.34316363984,124718.88316363984,0.07246961615868108,1.0,,,D4
Diesel_S1_2034,2034,S1,D4,575445,Diesel_S1_2034,Diesel,2034,117659,102000,D4,HVO,0.223016,0.108747953984,5882.950000000001,1176.59,0.35916057752,124718.89916057752,0.8406266395223103,4.0,,,D4
LNG_S1_2034,2034,S1,D4,575445,LNG_S1_2034,LNG,2034,138423,102000,D4,LNG,0.154735,0.38470060965,6921.150000000001,1384.23,0.146761660185,146728.52676166018,0.4318471995347006,2.0,,,D4
LNG_S1_2034,2034,S1,D4,575445,LNG_S1_2034,LNG,2034,138423,102000,D4,BioLNG,0.154381,0.058423791259,6921.150000000001,1384.23,0.15745472571,146728.5374547257,0.8872638730625803,5.0,,,D4
LNG_S2_2033,2034,S2,D1,1283026,LNG_S2_2033,LNG,2033,178740,106000,D4,LNG,0.155767,0.38726635773,8937.0,1787.4,0.1486087275149999,189464.54860872752,0.4290141965653185,3.0,6.0,12.0,D1
BEV_S2_2034,2034,S2,D1,1344795,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10456677781,201343.9245667778,0.8760809586606007,6.0,,,D1
Diesel_S2_2034,2034,S2,D1,1344795,Diesel_S2_2034,Diesel,2034,143960,106000,D4,B20,0.223852,0.68243073016,7198.0,1439.6000000000001,0.34445002648,152597.9444500265,0.12391904133939935,1.0,,,D1
Diesel_S2_2034,2034,S2,D1,1344795,Diesel_S2_2034,Diesel,2034,143960,106000,D4,HVO,0.223852,0.109155607648,7198.0,1439.6000000000001,0.36050693044,152597.96050693045,0.8419181517252347,4.0,,,D1
LNG_S2_2034,2034,S2,D1,1344795,LNG_S2_2034,LNG,2034,184103,106000,D4,LNG,0.155767,0.38726635773,9205.15,1841.03,0.14774048225699998,195149.32774048226,0.42706289222032884,2.0,,,D1
LNG_S2_2034,2034,S2,D1,1344795,LNG_S2_2034,LNG,2034,184103,106000,D4,BioLNG,0.155039,0.05867280412100001,9205.15,1841.03,0.15812582649000004,195149.3381258265,0.8586804975229442,5.0,,,D1
Diesel_S2_2033,2034,S2,D2,1790314,Diesel_S2_2033,Diesel,2033,139767,106000,D4,B20,0.223852,0.68243073016,6988.35,1397.67,0.3372800469199999,148153.3572800469,0.15617045364460175,2.0,3.0,16.0,D2
LNG_S2_2033,2034,S2,D2,1790314,LNG_S2_2033,LNG,2033,178740,106000,D4,LNG,0.155767,0.38726635773,8937.0,1787.4,0.1486087275149999,189464.54860872752,0.4260154753088648,4.0,5.0,16.0,D2
BEV_S2_2034,2034,S2,D2,1869435,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10456677781,201343.9245667778,0.8438295463553983,7.0,,,D2
Diesel_S2_2034,2034,S2,D2,1869435,Diesel_S2_2034,Diesel,2034,143960,106000,D4,B20,0.223852,0.68243073016,7198.0,1439.6000000000001,0.34445002648,152597.9444500265,0.14499843432173948,1.0,,,D2
Diesel_S2_2034,2034,S2,D2,1869435,Diesel_S2_2034,Diesel,2034,143960,106000,D4,HVO,0.223852,0.109155607648,7198.0,1439.6000000000001,0.36050693044,152597.96050693045,0.8420973732028807,6.0,,,D2
LNG_S2_2034,2034,S2,D2,1869435,LNG_S2_2034,LNG,2034,184103,106000,D4,LNG,0.155767,0.38726635773,9205.15,1841.03,0.14774048225699998,195149.32774048226,0.4230606048216237,3.0,,,D2
LNG_S2_2034,2034,S2,D2,1869435,LNG_S2_2034,LNG,2034,184103,106000,D4,BioLNG,0.155039,0.05867280412100001,9205.15,1841.03,0.15812582649000004,195149.3381258265,0.8319008760904429,5.0,,,D2
LNG_S2_2031,2034,S2,D3,943472,LNG_S2_2031,LNG,2031,168480,106000,D4,LNG,0.155767,0.38726635773,8424.0,1684.8,0.1503606389639999,178588.95036063896,0.4330944458116674,3.0,3.0,9.0,D3
BEV_S2_2032,2034,S2,D3,980430,BEV_S2_2032,BEV,2032,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.11347075102,201343.933470751,0.8849375868379007,6.0,6.0,9.0,D3
BEV_S2_2034,2034,S2,D3,1043936,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10456677781,201343.9245667778,0.8849376054369648,7.0,,,D3
Diesel_S2_2034,2034,S2,D3,1043936,Diesel_S2_2034,Diesel,2034,143960,106000,D4,B20,0.223852,0.68243073016,7198.0,1439.6000000000001,0.34445002648,152597.9444500265,0.11506241316209925,1.0,,,D3
Diesel_S2_2034,2034,S2,D3,1043936,Diesel_S2_2034,Diesel,2034,143960,106000,D4,HVO,0.223852,0.109155607648,7198.0,1439.6000000000001,0.36050693044,152597.96050693045,0.8416329499783435,4.0,,,D3
LNG_S2_2034,2034,S2,D3,1043936,LNG_S2_2034,LNG,2034,184103,106000,D4,LNG,0.155767,0.38726635773,9205.15,1841.03,0.14774048225699998,195149.32774048226,0.427890574526547,2.0,,,D3
LNG_S2_2034,2034,S2,D3,1043936,LNG_S2_2034,LNG,2034,184103,106000,D4,BioLNG,0.155039,0.05867280412100001,9205.15,1841.03,0.15812582649000004,195149.3381258265,0.8652350420798429,5.0,,,D3
BEV_S2_2032,2034,S2,D4,163126,BEV_S2_2032,BEV,2032,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.11347075102,201343.933470751,0.8857921217034801,6.0,1.0,2.0,D4
LNG_S2_2033,2034,S2,D4,168141,LNG_S2_2033,LNG,2033,178740,106000,D4,LNG,0.155767,0.38726635773,8937.0,1787.4,0.1486087275149999,189464.54860872752,0.4295963809519244,3.0,1.0,2.0,D4
BEV_S2_2034,2034,S2,D4,169472,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10456677781,201343.9245667778,0.885792140182241,7.0,,,D4
Diesel_S2_2034,2034,S2,D4,169472,Diesel_S2_2034,Diesel,2034,143960,106000,D4,B20,0.223852,0.68243073016,7198.0,1439.6000000000001,0.34445002648,152597.9444500265,0.11420787829651989,1.0,,,D4
Diesel_S2_2034,2034,S2,D4,169472,Diesel_S2_2034,Diesel,2034,143960,106000,D4,HVO,0.223852,0.109155607648,7198.0,1439.6000000000001,0.36050693044,152597.96050693045,0.8416069069147193,4.0,,,D4
LNG_S2_2034,2034,S2,D4,169472,LNG_S2_2034,LNG,2034,184103,106000,D4,LNG,0.155767,0.38726635773,9205.15,1841.03,0.14774048225699998,195149.32774048226,0.4279662380826085,2.0,,,D4
LNG_S2_2034,2034,S2,D4,169472,LNG_S2_2034,LNG,2034,184103,106000,D4,BioLNG,0.155039,0.05867280412100001,9205.15,1841.03,0.15812582649000004,195149.3381258265,0.865855405573195,5.0,,,D4
Diesel_S3_2033,2034,S3,D1,2820991,Diesel_S3_2033,Diesel,2033,158826,73000,D4,B20,0.224082,0.68313190356,7941.3,1588.26,0.33762659022,168355.89762659022,0.15576983347451606,2.0,5.0,35.0,D1
LNG_S3_2033,2034,S3,D1,2820991,LNG_S3_2033,LNG,2033,203114,73000,D4,LNG,0.153945,0.38273651955,10155.7,2031.14,0.146870457525,215300.98687045756,0.4330147862126703,4.0,14.0,35.0,D1
BEV_S3_2034,2034,S3,D1,2832153,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10516951824399999,228800.04516951824,0.8442301665254839,7.0,,,D1
Diesel_S3_2034,2034,S3,D1,2832153,Diesel_S3_2034,Diesel,2034,163591,73000,D4,B20,0.224082,0.68313190356,8179.55,1635.91,0.34480393668,173406.80480393668,0.14462117419408066,1.0,,,D1
Diesel_S3_2034,2034,S3,D1,2832153,Diesel_S3_2034,Diesel,2034,163591,73000,D4,HVO,0.224082,0.10926776116800001,8179.55,1635.91,0.36087733854000004,173406.82087733853,0.8420852349146289,6.0,,,D1
LNG_S3_2034,2034,S3,D1,2832153,LNG_S3_2034,LNG,2034,209208,73000,D4,LNG,0.153945,0.38273651955000004,10460.400000000001,2092.08,0.14601236809499998,221760.6260123681,0.430039401569068,3.0,,,D1
LNG_S3_2034,2034,S3,D1,2832153,LNG_S3_2034,LNG,2034,209208,73000,D4,BioLNG,0.155192,0.058730705288,10460.400000000001,2092.08,0.15828187272000002,221760.63828187273,0.8322354609251241,5.0,,,D1
BEV_S3_2030,2034,S3,D2,2800498,BEV_S3_2030,BEV,2030,215849,73000,D3,Electricity,0.859516,0.0,10792.45,2158.49,0.1238416438279999,228800.06384164383,0.8549808019828804,7.0,18.0,39.0,D2
Diesel_S3_2033,2034,S3,D2,2974170,Diesel_S3_2033,Diesel,2033,158826,73000,D4,B20,0.224082,0.68313190356,7941.3,1588.26,0.33762659022,168355.89762659022,0.14501919801711957,2.0,7.0,39.0,D2
LNG_S3_2033,2034,S3,D2,2974170,LNG_S3_2033,LNG,2033,203114,73000,D4,LNG,0.153945,0.38273651955,10155.7,2031.14,0.146870457525,215300.98687045756,0.4340228240717663,4.0,14.0,39.0,D2
BEV_S3_2034,2034,S3,D2,3096840,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10516951824399999,228800.04516951824,0.8549808402848629,8.0,,,D2
Diesel_S3_2034,2034,S3,D2,3096840,Diesel_S3_2034,Diesel,2034,163591,73000,D4,B20,0.224082,0.68313190356,8179.55,1635.91,0.34480393668,173406.80480393668,0.13451952301321562,1.0,,,D2
Diesel_S3_2034,2034,S3,D2,3096840,Diesel_S3_2034,Diesel,2034,163591,73000,D4,HVO,0.224082,0.10926776116800001,8179.55,1635.91,0.36087733854000004,173406.82087733853,0.8417775615070783,6.0,,,D2
LNG_S3_2034,2034,S3,D2,3096840,LNG_S3_2034,LNG,2034,209208,73000,D4,LNG,0.153945,0.38273651955000004,10460.400000000001,2092.08,0.14601236809499998,221760.6260123681,0.4314858503678325,3.0,,,D2
LNG_S3_2034,2034,S3,D2,3096840,LNG_S3_2034,LNG,2034,209208,73000,D4,BioLNG,0.155192,0.058730705288,10460.400000000001,2092.08,0.15828187272000002,221760.63828187273,0.8410578061381163,5.0,,,D2
Diesel_S3_2033,2034,S3,D3,1270139,Diesel_S3_2033,Diesel,2033,158826,73000,D4,B20,0.224082,0.68313190356,7941.3,1588.26,0.33762659022,168355.89762659022,0.15576983347451606,2.0,2.0,17.0,D3
LNG_S3_2033,2034,S3,D3,1270139,LNG_S3_2033,LNG,2033,203114,73000,D4,LNG,0.153945,0.38273651955,10155.7,2031.14,0.146870457525,215300.98687045756,0.4330147862126703,4.0,6.0,17.0,D3
BEV_S3_2034,2034,S3,D3,1320768,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10516951824399999,228800.04516951824,0.8442301665254839,7.0,,,D3
Diesel_S3_2034,2034,S3,D3,1320768,Diesel_S3_2034,Diesel,2034,163591,73000,D4,B20,0.224082,0.68313190356,8179.55,1635.91,0.34480393668,173406.80480393668,0.14462117419408066,1.0,,,D3
Diesel_S3_2034,2034,S3,D3,1320768,Diesel_S3_2034,Diesel,2034,163591,73000,D4,HVO,0.224082,0.10926776116800001,8179.55,1635.91,0.36087733854000004,173406.82087733853,0.8420852349146289,6.0,,,D3
LNG_S3_2034,2034,S3,D3,1320768,LNG_S3_2034,LNG,2034,209208,73000,D4,LNG,0.153945,0.38273651955000004,10460.400000000001,2092.08,0.14601236809499998,221760.6260123681,0.430039401569068,3.0,,,D3
LNG_S3_2034,2034,S3,D3,1320768,LNG_S3_2034,LNG,2034,209208,73000,D4,BioLNG,0.155192,0.058730705288,10460.400000000001,2092.08,0.15828187272000002,221760.63828187273,0.8322354609251241,5.0,,,D3
Diesel_S3_2031,2034,S3,D4,242813,Diesel_S3_2031,Diesel,2031,149709,73000,D4,B20,0.224082,0.68313190356,7485.450000000001,1497.09,0.32371557966,158691.86371557968,0.1777850322992355,2.0,2.0,4.0,D4
LNG_S3_2032,2034,S3,D4,250479,LNG_S3_2032,LNG,2032,197198,73000,D4,LNG,0.153945,0.38273651955,9859.9,1971.98,0.14773362714,209030.02773362715,0.4329769311005454,4.0,2.0,4.0,D4
BEV_S3_2034,2034,S3,D4,273053,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10516951824399999,228800.04516951824,0.8222149677007645,6.0,,,D4
Diesel_S3_2034,2034,S3,D4,273053,Diesel_S3_2034,Diesel,2034,163591,73000,D4,B20,0.224082,0.68313190356,8179.55,1635.91,0.34480393668,173406.80480393668,0.14578656113277066,1.0,,,D4
Diesel_S3_2034,2034,S3,D4,273053,Diesel_S3_2034,Diesel,2034,163591,73000,D4,HVO,0.224082,0.10926776116800001,8179.55,1635.91,0.36087733854000004,173406.82087733853,0.8375541040912462,7.0,,,D4
LNG_S3_2034,2034,S3,D4,273053,LNG_S3_2034,LNG,2034,209208,73000,D4,LNG,0.153945,0.38273651955000004,10460.400000000001,2092.08,0.14601236809499998,221760.6260123681,0.4260626383245484,3.0,,,D4
LNG_S3_2034,2034,S3,D4,273053,LNG_S3_2034,LNG,2034,209208,73000,D4,BioLNG,0.155192,0.058730705288,10460.400000000001,2092.08,0.15828187272000002,221760.63828187273,0.8112891673868785,5.0,,,D4
BEV_S4_2033,2034,S4,D1,19951,BEV_S4_2033,BEV,2033,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.1091645749759999,292864.32916457497,0.8881341679286991,5.0,1.0,1.0,D1
BEV_S4_2034,2034,S4,D1,20807,BEV_S4_2034,BEV,2034,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.104794120832,292864.32479412085,0.8881341740526324,6.0,,,D1
Diesel_S4_2034,2034,S4,D1,20807,Diesel_S4_2034,Diesel,2034,209396,118000,D4,B20,0.219827,0.67016019566,10469.800000000001,2093.96,0.33825659798,221960.098256598,0.11186583207130088,1.0,,,D1
Diesel_S4_2034,2034,S4,D1,20807,Diesel_S4_2034,Diesel,2034,209396,118000,D4,HVO,0.219827,0.107192921048,10469.800000000001,2093.96,0.35402478869,221960.1140247887,0.8415368364990777,3.0,,,D1
LNG_S4_2034,2034,S4,D1,20807,LNG_S4_2034,LNG,2034,267786,118000,D4,LNG,0.154278,0.38356442082000003,13389.300000000001,2677.86,0.146328208938,283853.30632820894,0.423394513880192,2.0,,,D1
LNG_S4_2034,2034,S4,D1,20807,LNG_S4_2034,LNG,2034,267786,118000,D4,BioLNG,0.154568,0.05849455935200001,13389.300000000001,2677.86,0.15764544888000004,283853.3176454489,0.8667133827688966,4.0,,,D1
BEV_S4_2033,2034,S4,D2,1013174,BEV_S4_2033,BEV,2033,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.1091645749759999,292864.32916457497,0.8532393041006906,6.0,3.0,9.0,D2
Diesel_S4_2033,2034,S4,D2,1013174,Diesel_S4_2033,Diesel,2033,203297,118000,D4,B20,0.219827,0.67016019566,10164.85,2032.97,0.33121553917,215495.1512155392,0.14676069589930935,2.0,6.0,9.0,D2
BEV_S4_2034,2034,S4,D2,1057133,BEV_S4_2034,BEV,2034,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.104794120832,292864.32479412085,0.8532393111742694,7.0,,,D2
Diesel_S4_2034,2034,S4,D2,1057133,Diesel_S4_2034,Diesel,2034,209396,118000,D4,B20,0.219827,0.67016019566,10469.800000000001,2093.96,0.33825659798,221960.098256598,0.13615512326077675,1.0,,,D2
Diesel_S4_2034,2034,S4,D2,1057133,Diesel_S4_2034,Diesel,2034,209396,118000,D4,HVO,0.219827,0.107192921048,10469.800000000001,2093.96,0.35402478869,221960.1140247887,0.8418253786978195,5.0,,,D2
LNG_S4_2034,2034,S4,D2,1057133,LNG_S4_2034,LNG,2034,267786,118000,D4,LNG,0.154278,0.38356442082000003,13389.300000000001,2677.86,0.146328208938,283853.30632820894,0.41960312423193574,3.0,,,D2
LNG_S4_2034,2034,S4,D2,1057133,LNG_S4_2034,LNG,2034,267786,118000,D4,BioLNG,0.154568,0.05849455935200001,13389.300000000001,2677.86,0.15764544888000004,283853.3176454489,0.8389492981970111,4.0,,,D2
BEV_S4_2032,2034,S4,D3,141391,BEV_S4_2032,BEV,2032,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.113717452544,292864.33371745254,0.88813416185636,5.0,2.0,2.0,D3
BEV_S4_2034,2034,S4,D3,146333,BEV_S4_2034,BEV,2034,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.104794120832,292864.32479412085,0.8881341743598404,6.0,,,D3
Diesel_S4_2034,2034,S4,D3,146333,Diesel_S4_2034,Diesel,2034,209396,118000,D4,B20,0.219827,0.67016019566,10469.800000000001,2093.96,0.33825659798,221960.098256598,0.11186583814364003,1.0,,,D3
Diesel_S4_2034,2034,S4,D3,146333,Diesel_S4_2034,Diesel,2034,209396,118000,D4,HVO,0.219827,0.107192921048,10469.800000000001,2093.96,0.35402478869,221960.1140247887,0.8415368366782846,3.0,,,D3
LNG_S4_2034,2034,S4,D3,146333,LNG_S4_2034,LNG,2034,267786,118000,D4,LNG,0.154278,0.38356442082000003,13389.300000000001,2677.86,0.146328208938,283853.30632820894,0.42339451407858053,2.0,,,D3
LNG_S4_2034,2034,S4,D3,146333,LNG_S4_2034,LNG,2034,267786,118000,D4,BioLNG,0.154568,0.05849455935200001,13389.300000000001,2677.86,0.15764544888000004,283853.3176454489,0.8667133830058493,4.0,,,D3
BEV_S4_2033,2034,S4,D4,2236,BEV_S4_2033,BEV,2033,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.1091645749759999,292864.32916457497,0.8881341679286991,5.0,1.0,1.0,D4
BEV_S4_2034,2034,S4,D4,2280,BEV_S4_2034,BEV,2034,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.104794120832,292864.32479412085,0.8881341740526324,6.0,,,D4
Diesel_S4_2034,2034,S4,D4,2280,Diesel_S4_2034,Diesel,2034,209396,118000,D4,B20,0.219827,0.67016019566,10469.800000000001,2093.96,0.33825659798,221960.098256598,0.11186583207130088,1.0,,,D4
Diesel_S4_2034,2034,S4,D4,2280,Diesel_S4_2034,Diesel,2034,209396,118000,D4,HVO,0.219827,0.107192921048,10469.800000000001,2093.96,0.35402478869,221960.1140247887,0.8415368364990777,3.0,,,D4
LNG_S4_2034,2034,S4,D4,2280,LNG_S4_2034,LNG,2034,267786,118000,D4,LNG,0.154278,0.38356442082000003,13389.300000000001,2677.86,0.146328208938,283853.30632820894,0.423394513880192,2.0,,,D4
LNG_S4_2034,2034,S4,D4,2280,LNG_S4_2034,LNG,2034,267786,118000,D4,BioLNG,0.154568,0.05849455935200001,13389.300000000001,2677.86,0.15764544888000004,283853.3176454489,0.8667133827688966,4.0,,,D4
