Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost,Topsis_Score,Rank,Distance,Year
Diesel_S2_2023,2023,S2,D2,1383196,Diesel_S2_2023,Diesel,2023,104000,106000,D4,B20,0.68243073016,5200.0,1040.0,0.27328747568,110240.27328747568,0.1365912470105294,4.0,D2,2023
Diesel_S2_2023,2023,S2,D2,1383196,Diesel_S2_2023,Diesel,2023,104000,106000,D4,HVO,0.109155607648,5200.0,1040.0,0.40613692212,110240.40613692212,0.9268708648487926,1.0,D2,2023
LNG_S2_2023,2023,S2,D2,1383196,LNG_S2_2023,LNG,2023,133000,106000,D4,LNG,0.41081554941,6650.0,1330.0,0.16715907718,140980.1671590772,0.4292948213561801,3.0,D2,2023
LNG_S2_2023,2023,S2,D2,1383196,LNG_S2_2023,LNG,2023,133000,106000,D4,BioLNG,0.063269324215,6650.0,1330.0,0.1818671867,140980.1818671867,0.8634087529894705,2.0,D2,2023
Diesel_S2_2023,2023,S2,D3,778008,Diesel_S2_2023,Diesel,2023,104000,106000,D4,B20,0.68243073016,5200.0,1040.0,0.27328747568,110240.27328747568,0.1365912470105294,4.0,D3,2023
Diesel_S2_2023,2023,S2,D3,778008,Diesel_S2_2023,Diesel,2023,104000,106000,D4,HVO,0.109155607648,5200.0,1040.0,0.40613692212,110240.40613692212,0.9268708648487926,1.0,D3,2023
LNG_S2_2023,2023,S2,D3,778008,LNG_S2_2023,LNG,2023,133000,106000,D4,LNG,0.41081554941,6650.0,1330.0,0.16715907718,140980.1671590772,0.4292948213561801,3.0,D3,2023
LNG_S2_2023,2023,S2,D3,778008,LNG_S2_2023,LNG,2023,133000,106000,D4,BioLNG,0.063269324215,6650.0,1330.0,0.1818671867,140980.1818671867,0.8634087529894705,2.0,D3,2023
Diesel_S2_2023,2023,S2,D4,133677,Diesel_S2_2023,Diesel,2023,104000,106000,D4,B20,0.68243073016,5200.0,1040.0,0.27328747568,110240.27328747568,0.1365912470105294,4.0,D4,2023
Diesel_S2_2023,2023,S2,D4,133677,Diesel_S2_2023,Diesel,2023,104000,106000,D4,HVO,0.109155607648,5200.0,1040.0,0.40613692212,110240.40613692212,0.9268708648487926,1.0,D4,2023
LNG_S2_2023,2023,S2,D4,133677,LNG_S2_2023,LNG,2023,133000,106000,D4,LNG,0.41081554941,6650.0,1330.0,0.16715907718,140980.1671590772,0.4292948213561801,3.0,D4,2023
LNG_S2_2023,2023,S2,D4,133677,LNG_S2_2023,LNG,2023,133000,106000,D4,BioLNG,0.063269324215,6650.0,1330.0,0.1818671867,140980.1818671867,0.8634087529894705,2.0,D4,2023
BEV_S3_2023,2023,S3,D1,2183475,BEV_S3_2023,BEV,2023,309090,73000,D1,Electricity,0.0,15454.5,3090.9,0.1722288933729999,327635.5722288934,0.645998071394898,3.0,D1,2023
Diesel_S3_2023,2023,S3,D1,2183475,Diesel_S3_2023,Diesel,2023,118181,73000,D4,B20,0.68313190356,5909.05,1181.81,0.2735682688799999,125272.13356826888,0.354001928605102,5.0,D1,2023
Diesel_S3_2023,2023,S3,D1,2183475,Diesel_S3_2023,Diesel,2023,118181,73000,D4,HVO,0.109267761168,5909.05,1181.81,0.40655421342,125272.26655421342,0.8624590791709399,2.0,D1,2023
LNG_S3_2023,2023,S3,D1,2183475,LNG_S3_2023,LNG,2023,151136,73000,D4,LNG,0.40978129437,7556.8,1511.36,0.16673824326,160204.32673824325,0.4989472840244676,4.0,D1,2023
LNG_S3_2023,2023,S3,D1,2183475,LNG_S3_2023,LNG,2023,151136,73000,D4,BioLNG,0.062322848276,7556.8,1511.36,0.17914654888,160204.33914654888,0.8854238554659903,1.0,D1,2023
Diesel_S3_2023,2023,S3,D2,2431901,Diesel_S3_2023,Diesel,2023,118181,73000,D4,B20,0.68313190356,5909.05,1181.81,0.2735682688799999,125272.13356826888,0.1362816051498396,4.0,D2,2023
Diesel_S3_2023,2023,S3,D2,2431901,Diesel_S3_2023,Diesel,2023,118181,73000,D4,HVO,0.109267761168,5909.05,1181.81,0.40655421342,125272.26655421342,0.9253787278369682,1.0,D2,2023
LNG_S3_2023,2023,S3,D2,2431901,LNG_S3_2023,LNG,2023,151136,73000,D4,LNG,0.40978129437,7556.8,1511.36,0.16673824326,160204.32673824325,0.4309127698720038,3.0,D2,2023
LNG_S3_2023,2023,S3,D2,2431901,LNG_S3_2023,LNG,2023,151136,73000,D4,BioLNG,0.062322848276,7556.8,1511.36,0.17914654888,160204.33914654888,0.8637183948501604,2.0,D2,2023
Diesel_S3_2023,2023,S3,D3,1002466,Diesel_S3_2023,Diesel,2023,118181,73000,D4,B20,0.68313190356,5909.05,1181.81,0.2735682688799999,125272.13356826888,0.1362816051498396,4.0,D3,2023
Diesel_S3_2023,2023,S3,D3,1002466,Diesel_S3_2023,Diesel,2023,118181,73000,D4,HVO,0.109267761168,5909.05,1181.81,0.40655421342,125272.26655421342,0.9253787278369682,1.0,D3,2023
LNG_S3_2023,2023,S3,D3,1002466,LNG_S3_2023,LNG,2023,151136,73000,D4,LNG,0.40978129437,7556.8,1511.36,0.16673824326,160204.32673824325,0.4309127698720038,3.0,D3,2023
LNG_S3_2023,2023,S3,D3,1002466,LNG_S3_2023,LNG,2023,151136,73000,D4,BioLNG,0.062322848276,7556.8,1511.36,0.17914654888,160204.33914654888,0.8637183948501604,2.0,D3,2023
Diesel_S3_2023,2023,S3,D4,205426,Diesel_S3_2023,Diesel,2023,118181,73000,D4,B20,0.68313190356,5909.05,1181.81,0.2735682688799999,125272.13356826888,0.1362816051498396,4.0,D4,2023
Diesel_S3_2023,2023,S3,D4,205426,Diesel_S3_2023,Diesel,2023,118181,73000,D4,HVO,0.109267761168,5909.05,1181.81,0.40655421342,125272.26655421342,0.9253787278369682,1.0,D4,2023
LNG_S3_2023,2023,S3,D4,205426,LNG_S3_2023,LNG,2023,151136,73000,D4,LNG,0.40978129437,7556.8,1511.36,0.16673824326,160204.32673824325,0.4309127698720038,3.0,D4,2023
LNG_S3_2023,2023,S3,D4,205426,LNG_S3_2023,LNG,2023,151136,73000,D4,BioLNG,0.062322848276,7556.8,1511.36,0.17914654888,160204.33914654888,0.8637183948501604,2.0,D4,2023
BEV_S4_2023,2023,S4,D1,14576,BEV_S4_2023,BEV,2023,395636,118000,D1,Electricity,0.0,19781.800000000003,3956.36,0.172739249224,419374.3327392492,0.6439025703857569,3.0,D1,2023
Diesel_S4_2023,2023,S4,D1,14576,Diesel_S4_2023,Diesel,2023,151272,118000,D4,B20,0.67016019566,7563.6,1512.72,0.26837359468,160348.58837359468,0.356097429614243,5.0,D1,2023
Diesel_S4_2023,2023,S4,D1,14576,Diesel_S4_2023,Diesel,2023,151272,118000,D4,HVO,0.107192921048,7563.6,1512.72,0.39883432437,160348.71883432436,0.8627848890810305,2.0,D1,2023
LNG_S4_2023,2023,S4,D1,14576,LNG_S4_2023,LNG,2023,193454,118000,D4,LNG,0.41587494606,9672.7,1934.54,0.16921772388,205061.40921772388,0.4863226922023133,4.0,D1,2023
LNG_S4_2023,2023,S4,D1,14576,LNG_S4_2023,LNG,2023,193454,118000,D4,BioLNG,0.062854176632,9672.7,1934.54,0.18067384816,205061.42067384816,0.883527338555827,1.0,D1,2023
Diesel_S4_2023,2023,S4,D2,754717,Diesel_S4_2023,Diesel,2023,151272,118000,D4,B20,0.67016019566,7563.6,1512.72,0.26837359468,160348.58837359468,0.1376956338356678,4.0,D2,2023
Diesel_S4_2023,2023,S4,D2,754717,Diesel_S4_2023,Diesel,2023,151272,118000,D4,HVO,0.107192921048,7563.6,1512.72,0.39883432437,160348.71883432436,0.927974456851911,1.0,D2,2023
LNG_S4_2023,2023,S4,D2,754717,LNG_S4_2023,LNG,2023,193454,118000,D4,LNG,0.41587494606,9672.7,1934.54,0.16921772388,205061.40921772388,0.4098837856455681,3.0,D2,2023
LNG_S4_2023,2023,S4,D2,754717,LNG_S4_2023,LNG,2023,193454,118000,D4,BioLNG,0.062854176632,9672.7,1934.54,0.18067384816,205061.42067384816,0.8623043661643321,2.0,D2,2023
Diesel_S4_2023,2023,S4,D3,118899,Diesel_S4_2023,Diesel,2023,151272,118000,D4,B20,0.67016019566,7563.6,1512.72,0.26837359468,160348.58837359468,0.1376956338356678,4.0,D3,2023
Diesel_S4_2023,2023,S4,D3,118899,Diesel_S4_2023,Diesel,2023,151272,118000,D4,HVO,0.107192921048,7563.6,1512.72,0.39883432437,160348.71883432436,0.927974456851911,1.0,D3,2023
LNG_S4_2023,2023,S4,D3,118899,LNG_S4_2023,LNG,2023,193454,118000,D4,LNG,0.41587494606,9672.7,1934.54,0.16921772388,205061.40921772388,0.4098837856455681,3.0,D3,2023
LNG_S4_2023,2023,S4,D3,118899,LNG_S4_2023,LNG,2023,193454,118000,D4,BioLNG,0.062854176632,9672.7,1934.54,0.18067384816,205061.42067384816,0.8623043661643321,2.0,D3,2023
Diesel_S4_2023,2023,S4,D4,1809,Diesel_S4_2023,Diesel,2023,151272,118000,D4,B20,0.67016019566,7563.6,1512.72,0.26837359468,160348.58837359468,0.1376956338356678,4.0,D4,2023
Diesel_S4_2023,2023,S4,D4,1809,Diesel_S4_2023,Diesel,2023,151272,118000,D4,HVO,0.107192921048,7563.6,1512.72,0.39883432437,160348.71883432436,0.927974456851911,1.0,D4,2023
LNG_S4_2023,2023,S4,D4,1809,LNG_S4_2023,LNG,2023,193454,118000,D4,LNG,0.41587494606,9672.7,1934.54,0.16921772388,205061.40921772388,0.4098837856455681,3.0,D4,2023
LNG_S4_2023,2023,S4,D4,1809,LNG_S4_2023,LNG,2023,193454,118000,D4,BioLNG,0.062854176632,9672.7,1934.54,0.18067384816,205061.42067384816,0.8623043661643321,2.0,D4,2023
BEV_S1_2024,2024,S1,D1,877242,BEV_S1_2024,BEV,2024,177650,102000,D1,Electricity,0.0,8882.5,1776.5,0.164420825859,188309.16442082587,0.7099516152578044,3.0,D1,2024
Diesel_S1_2024,2024,S1,D1,877242,Diesel_S1_2024,Diesel,2024,87550,102000,D4,B20,0.6798821172799999,4377.5,875.5,0.2780563487999999,92803.2780563488,0.2900483847421957,5.0,D1,2024
Diesel_S1_2024,2024,S1,D1,877242,Diesel_S1_2024,Diesel,2024,87550,102000,D4,HVO,0.108747953984,4377.5,875.5,0.4002601961599999,92803.40026019615,0.8538026882680703,2.0,D1,2024
LNG_S1_2024,2024,S1,D1,877242,LNG_S1_2024,LNG,2024,103000,102000,D4,LNG,0.41148184833,5150.0,1030.0,0.16645204497,109180.16645204496,0.4604866676282267,4.0,D1,2024
LNG_S1_2024,2024,S1,D1,877242,LNG_S1_2024,LNG,2024,103000,102000,D4,BioLNG,0.062502606801,5150.0,1030.0,0.17861285214,109180.17861285212,0.8934420543350551,1.0,D1,2024
Diesel_S1_2024,2024,S1,D2,2716195,Diesel_S1_2024,Diesel,2024,87550,102000,D4,B20,0.6798821172799999,4377.5,875.5,0.2780563487999999,92803.2780563488,0.0952805007380369,4.0,D2,2024
Diesel_S1_2024,2024,S1,D2,2716195,Diesel_S1_2024,Diesel,2024,87550,102000,D4,HVO,0.108747953984,4377.5,875.5,0.4002601961599999,92803.40026019615,0.925539057651176,1.0,D2,2024
LNG_S1_2024,2024,S1,D2,2716195,LNG_S1_2024,LNG,2024,103000,102000,D4,LNG,0.41148184833,5150.0,1030.0,0.16645204497,109180.16645204496,0.4305531203873842,3.0,D2,2024
LNG_S1_2024,2024,S1,D2,2716195,LNG_S1_2024,LNG,2024,103000,102000,D4,BioLNG,0.062502606801,5150.0,1030.0,0.17861285214,109180.17861285212,0.9047194992619632,2.0,D2,2024
Diesel_S1_2024,2024,S1,D3,3336604,Diesel_S1_2024,Diesel,2024,87550,102000,D4,B20,0.6798821172799999,4377.5,875.5,0.2780563487999999,92803.2780563488,0.0952805007380369,4.0,D3,2024
Diesel_S1_2024,2024,S1,D3,3336604,Diesel_S1_2024,Diesel,2024,87550,102000,D4,HVO,0.108747953984,4377.5,875.5,0.4002601961599999,92803.40026019615,0.925539057651176,1.0,D3,2024
LNG_S1_2024,2024,S1,D3,3336604,LNG_S1_2024,LNG,2024,103000,102000,D4,LNG,0.41148184833,5150.0,1030.0,0.16645204497,109180.16645204496,0.4305531203873842,3.0,D3,2024
LNG_S1_2024,2024,S1,D3,3336604,LNG_S1_2024,LNG,2024,103000,102000,D4,BioLNG,0.062502606801,5150.0,1030.0,0.17861285214,109180.17861285212,0.9047194992619632,2.0,D3,2024
Diesel_S1_2024,2024,S1,D4,419981,Diesel_S1_2024,Diesel,2024,87550,102000,D4,B20,0.6798821172799999,4377.5,875.5,0.2780563487999999,92803.2780563488,0.0952805007380369,4.0,D4,2024
Diesel_S1_2024,2024,S1,D4,419981,Diesel_S1_2024,Diesel,2024,87550,102000,D4,HVO,0.108747953984,4377.5,875.5,0.4002601961599999,92803.40026019615,0.925539057651176,1.0,D4,2024
LNG_S1_2024,2024,S1,D4,419981,LNG_S1_2024,LNG,2024,103000,102000,D4,LNG,0.41148184833,5150.0,1030.0,0.16645204497,109180.16645204496,0.4305531203873842,3.0,D4,2024
LNG_S1_2024,2024,S1,D4,419981,LNG_S1_2024,LNG,2024,103000,102000,D4,BioLNG,0.062502606801,5150.0,1030.0,0.17861285214,109180.17861285212,0.9047194992619632,2.0,D4,2024
BEV_S2_2024,2024,S2,D1,1043209,BEV_S2_2024,BEV,2024,258400,106000,D1,Electricity,0.0,12920.0,2584.0,0.1651125384,273904.1651125384,0.6661502017853087,3.0,D1,2024
Diesel_S2_2024,2024,S2,D1,1043209,Diesel_S2_2024,Diesel,2024,107120,106000,D4,B20,0.68243073016,5356.0,1071.2,0.2790986735999999,113547.4790986736,0.3338497982146913,5.0,D1,2024
Diesel_S2_2024,2024,S2,D1,1043209,Diesel_S2_2024,Diesel,2024,107120,106000,D4,HVO,0.109155607648,5356.0,1071.2,0.40176061552,113547.60176061552,0.8594621715229214,2.0,D1,2024
LNG_S2_2024,2024,S2,D1,1043209,LNG_S2_2024,LNG,2024,136990,106000,D4,LNG,0.41081554941,6849.5,1369.9,0.16618251469,145209.56618251468,0.4811984892321609,4.0,D1,2024
LNG_S2_2024,2024,S2,D1,1043209,LNG_S2_2024,LNG,2024,136990,106000,D4,BioLNG,0.063269324215,6849.5,1369.9,0.1808038901,145209.5808038901,0.8797921198919502,1.0,D1,2024
Diesel_S2_2024,2024,S2,D2,1391987,Diesel_S2_2024,Diesel,2024,107120,106000,D4,B20,0.68243073016,5356.0,1071.2,0.2790986735999999,113547.4790986736,0.1365912385065386,4.0,D2,2024
Diesel_S2_2024,2024,S2,D2,1391987,Diesel_S2_2024,Diesel,2024,107120,106000,D4,HVO,0.109155607648,5356.0,1071.2,0.40176061552,113547.60176061552,0.926870865571369,1.0,D2,2024
LNG_S2_2024,2024,S2,D2,1391987,LNG_S2_2024,LNG,2024,136990,106000,D4,LNG,0.41081554941,6849.5,1369.9,0.16618251469,145209.56618251468,0.4292948223555655,3.0,D2,2024
LNG_S2_2024,2024,S2,D2,1391987,LNG_S2_2024,LNG,2024,136990,106000,D4,BioLNG,0.063269324215,6849.5,1369.9,0.1808038901,145209.5808038901,0.8634087614934614,2.0,D2,2024
Diesel_S2_2024,2024,S2,D3,807076,Diesel_S2_2024,Diesel,2024,107120,106000,D4,B20,0.68243073016,5356.0,1071.2,0.2790986735999999,113547.4790986736,0.1365912385065386,4.0,D3,2024
Diesel_S2_2024,2024,S2,D3,807076,Diesel_S2_2024,Diesel,2024,107120,106000,D4,HVO,0.109155607648,5356.0,1071.2,0.40176061552,113547.60176061552,0.926870865571369,1.0,D3,2024
LNG_S2_2024,2024,S2,D3,807076,LNG_S2_2024,LNG,2024,136990,106000,D4,LNG,0.41081554941,6849.5,1369.9,0.16618251469,145209.56618251468,0.4292948223555655,3.0,D3,2024
LNG_S2_2024,2024,S2,D3,807076,LNG_S2_2024,LNG,2024,136990,106000,D4,BioLNG,0.063269324215,6849.5,1369.9,0.1808038901,145209.5808038901,0.8634087614934614,2.0,D3,2024
Diesel_S2_2024,2024,S2,D4,133712,Diesel_S2_2024,Diesel,2024,107120,106000,D4,B20,0.68243073016,5356.0,1071.2,0.2790986735999999,113547.4790986736,0.1365912385065386,4.0,D4,2024
Diesel_S2_2024,2024,S2,D4,133712,Diesel_S2_2024,Diesel,2024,107120,106000,D4,HVO,0.109155607648,5356.0,1071.2,0.40176061552,113547.60176061552,0.926870865571369,1.0,D4,2024
LNG_S2_2024,2024,S2,D4,133712,LNG_S2_2024,LNG,2024,136990,106000,D4,LNG,0.41081554941,6849.5,1369.9,0.16618251469,145209.56618251468,0.4292948223555655,3.0,D4,2024
LNG_S2_2024,2024,S2,D4,133712,LNG_S2_2024,LNG,2024,136990,106000,D4,BioLNG,0.063269324215,6849.5,1369.9,0.1808038901,145209.5808038901,0.8634087614934614,2.0,D4,2024
BEV_S3_2024,2024,S3,D1,2239440,BEV_S3_2024,BEV,2024,293636,73000,D1,Electricity,0.0,14681.8,2936.36,0.165334026339,311254.3253340264,0.6663757238668939,3.0,D1,2024
Diesel_S3_2024,2024,S3,D1,2239440,Diesel_S3_2024,Diesel,2024,121727,73000,D4,B20,0.68313190356,6086.35,1217.27,0.2793854376,129030.8993854376,0.3336242761331062,5.0,D1,2024
Diesel_S3_2024,2024,S3,D1,2239440,Diesel_S3_2024,Diesel,2024,121727,73000,D4,HVO,0.109267761168,6086.35,1217.27,0.40217341032,129031.02217341033,0.8594300384752813,2.0,D1,2024
LNG_S3_2024,2024,S3,D1,2239440,LNG_S3_2024,LNG,2024,155670,73000,D4,LNG,0.40978129437,7783.5,1556.7,0.16576413933,165010.36576413934,0.4826021931525789,4.0,D1,2024
LNG_S3_2024,2024,S3,D1,2239440,LNG_S3_2024,LNG,2024,155670,73000,D4,BioLNG,0.062322848276,7783.5,1556.7,0.17809915864,165010.37809915864,0.8807626786125236,1.0,D1,2024
Diesel_S3_2024,2024,S3,D2,2453497,Diesel_S3_2024,Diesel,2024,121727,73000,D4,B20,0.68313190356,6086.35,1217.27,0.2793854376,129030.8993854376,0.1362791723189428,4.0,D2,2024
Diesel_S3_2024,2024,S3,D2,2453497,Diesel_S3_2024,Diesel,2024,121727,73000,D4,HVO,0.109267761168,6086.35,1217.27,0.40217341032,129031.02217341033,0.9253786882034464,1.0,D2,2024
LNG_S3_2024,2024,S3,D2,2453497,LNG_S3_2024,LNG,2024,155670,73000,D4,LNG,0.40978129437,7783.5,1556.7,0.16576413933,165010.36576413934,0.4309131428064169,3.0,D2,2024
LNG_S3_2024,2024,S3,D2,2453497,LNG_S3_2024,LNG,2024,155670,73000,D4,BioLNG,0.062322848276,7783.5,1556.7,0.17809915864,165010.37809915864,0.8637208276810572,2.0,D2,2024
Diesel_S3_2024,2024,S3,D3,1029375,Diesel_S3_2024,Diesel,2024,121727,73000,D4,B20,0.68313190356,6086.35,1217.27,0.2793854376,129030.8993854376,0.1362791723189428,4.0,D3,2024
Diesel_S3_2024,2024,S3,D3,1029375,Diesel_S3_2024,Diesel,2024,121727,73000,D4,HVO,0.109267761168,6086.35,1217.27,0.40217341032,129031.02217341033,0.9253786882034464,1.0,D3,2024
LNG_S3_2024,2024,S3,D3,1029375,LNG_S3_2024,LNG,2024,155670,73000,D4,LNG,0.40978129437,7783.5,1556.7,0.16576413933,165010.36576413934,0.4309131428064169,3.0,D3,2024
LNG_S3_2024,2024,S3,D3,1029375,LNG_S3_2024,LNG,2024,155670,73000,D4,BioLNG,0.062322848276,7783.5,1556.7,0.17809915864,165010.37809915864,0.8637208276810572,2.0,D3,2024
Diesel_S3_2024,2024,S3,D4,208440,Diesel_S3_2024,Diesel,2024,121727,73000,D4,B20,0.68313190356,6086.35,1217.27,0.2793854376,129030.8993854376,0.1362791723189428,4.0,D4,2024
Diesel_S3_2024,2024,S3,D4,208440,Diesel_S3_2024,Diesel,2024,121727,73000,D4,HVO,0.109267761168,6086.35,1217.27,0.40217341032,129031.02217341033,0.9253786882034464,1.0,D4,2024
LNG_S3_2024,2024,S3,D4,208440,LNG_S3_2024,LNG,2024,155670,73000,D4,LNG,0.40978129437,7783.5,1556.7,0.16576413933,165010.36576413934,0.4309131428064169,3.0,D4,2024
LNG_S3_2024,2024,S3,D4,208440,LNG_S3_2024,LNG,2024,155670,73000,D4,BioLNG,0.062322848276,7783.5,1556.7,0.17809915864,165010.37809915864,0.8637208276810572,2.0,D4,2024
BEV_S4_2024,2024,S4,D1,15200,BEV_S4_2024,BEV,2024,375854,118000,D1,Electricity,0.0,18792.7,3758.54,0.165823951032,398405.405823951,0.6643377692176973,3.0,D1,2024
Diesel_S4_2024,2024,S4,D1,15200,Diesel_S4_2024,Diesel,2024,155810,118000,D4,B20,0.67016019566,7790.5,1558.1,0.2740803035999999,165158.8740803036,0.3356622307823028,5.0,D1,2024
Diesel_S4_2024,2024,S4,D1,15200,Diesel_S4_2024,Diesel,2024,155810,118000,D4,HVO,0.107192921048,7790.5,1558.1,0.3945367065199999,165158.9945367065,0.8597215727250893,2.0,D1,2024
LNG_S4_2024,2024,S4,D1,15200,LNG_S4_2024,LNG,2024,199258,118000,D4,LNG,0.41587494606,9962.9,1992.58,0.16822913454,211213.64822913453,0.4690882998861098,4.0,D1,2024
LNG_S4_2024,2024,S4,D1,15200,LNG_S4_2024,LNG,2024,199258,118000,D4,BioLNG,0.062854176632,9962.9,1992.58,0.17961752848,211213.6596175285,0.8787949261641821,1.0,D1,2024
Diesel_S4_2024,2024,S4,D2,780979,Diesel_S4_2024,Diesel,2024,155810,118000,D4,B20,0.67016019566,7790.5,1558.1,0.2740803035999999,165158.8740803036,0.1376970093953284,4.0,D2,2024
Diesel_S4_2024,2024,S4,D2,780979,Diesel_S4_2024,Diesel,2024,155810,118000,D4,HVO,0.107192921048,7790.5,1558.1,0.3945367065199999,165158.9945367065,0.9279744797490208,1.0,D2,2024
LNG_S4_2024,2024,S4,D2,780979,LNG_S4_2024,LNG,2024,199258,118000,D4,LNG,0.41587494606,9962.9,1992.58,0.16822913454,211213.64822913453,0.4098835888692529,3.0,D2,2024
LNG_S4_2024,2024,S4,D2,780979,LNG_S4_2024,LNG,2024,199258,118000,D4,BioLNG,0.062854176632,9962.9,1992.58,0.17961752848,211213.6596175285,0.8623029906046715,2.0,D2,2024
Diesel_S4_2024,2024,S4,D3,122186,Diesel_S4_2024,Diesel,2024,155810,118000,D4,B20,0.67016019566,7790.5,1558.1,0.2740803035999999,165158.8740803036,0.1376970093953284,4.0,D3,2024
Diesel_S4_2024,2024,S4,D3,122186,Diesel_S4_2024,Diesel,2024,155810,118000,D4,HVO,0.107192921048,7790.5,1558.1,0.3945367065199999,165158.9945367065,0.9279744797490208,1.0,D3,2024
