Allocation,Year,Size,Distance_x,Demand (km),ID,Vehicle,Cost ($),Yearly range (km),Distance_y,Operating Year,Fuel,carbon_emissions,insurance_cost,maintenance_cost,fuel_costs,Type,Cost,Topsis_Score,Rank,Distance
Diesel_S1_2023,2023,S1,D4,414315,Diesel_S1_2023,Diesel,85000,102000,D4,2023,B20,69347.97596256,4250.0,850.0,27771.219050879998,Buy,85000.0,0.2530513710593267,4.0,D4
Diesel_S1_2023,2023,S1,D4,414315,Diesel_S1_2023,Diesel,85000,102000,D4,2023,B20,69347.97596256,4250.0,850.0,27771.219050879998,Sell,76500.0,0.2530513710593267,4.0,D4
Diesel_S1_2023,2023,S1,D4,414315,Diesel_S1_2023,Diesel,85000,102000,D4,2023,HVO,11092.291306368,4250.0,850.0,41271.25621392,Buy,85000.0,0.621352817126406,2.0,D4
Diesel_S1_2023,2023,S1,D4,414315,Diesel_S1_2023,Diesel,85000,102000,D4,2023,HVO,11092.291306368,4250.0,850.0,41271.25621392,Sell,76500.0,0.621352817126406,2.0,D4
LNG_S1_2023,2023,S1,D4,414315,LNG_S1_2023,LNG,100000,102000,D4,2023,LNG,41971.14852966,5000.0,1000.0,17077.87951668,Buy,100000.0,0.5497556863917652,3.0,D4
LNG_S1_2023,2023,S1,D4,414315,LNG_S1_2023,LNG,100000,102000,D4,2023,LNG,41971.14852966,5000.0,1000.0,17077.87951668,Sell,90000.0,0.5497556863917652,3.0,D4
LNG_S1_2023,2023,S1,D4,414315,LNG_S1_2023,LNG,100000,102000,D4,2023,BioLNG,6375.2658937020005,5000.0,1000.0,18325.652864760003,Buy,100000.0,0.8820514558250946,1.0,D4
LNG_S1_2023,2023,S1,D4,414315,LNG_S1_2023,LNG,100000,102000,D4,2023,BioLNG,6375.2658937020005,5000.0,1000.0,18325.652864760003,Sell,90000.0,0.8820514558250946,1.0,D4
BEV_S2_2023,2023,S2,D1,995694,BEV_S2_2023,BEV,272000,106000,D1,2023,Electricity,0.0,13600.0,2720.0,18231.8058928,Buy,272000.0,0.5885751116724669,4.0,D1
BEV_S2_2023,2023,S2,D1,995694,BEV_S2_2023,BEV,272000,106000,D1,2023,Electricity,0.0,13600.0,2720.0,18231.8058928,Sell,244800.0,0.5885751116724669,4.0,D1
Diesel_S2_2023,2023,S2,D1,995694,Diesel_S2_2023,Diesel,104000,106000,D4,2023,B20,72337.65739696,5200.0,1040.0,28968.472422079994,Buy,104000.0,0.4455379900314991,5.0,D1
Diesel_S2_2023,2023,S2,D1,995694,Diesel_S2_2023,Diesel,104000,106000,D4,2023,B20,72337.65739696,5200.0,1040.0,28968.472422079994,Sell,93600.0,0.4455379900314991,5.0,D1
Diesel_S2_2023,2023,S2,D1,995694,Diesel_S2_2023,Diesel,104000,106000,D4,2023,HVO,11570.494410688,5200.0,1040.0,43050.51374472,Buy,104000.0,0.6887133317431315,2.0,D1
Diesel_S2_2023,2023,S2,D1,995694,Diesel_S2_2023,Diesel,104000,106000,D4,2023,HVO,11570.494410688,5200.0,1040.0,43050.51374472,Sell,93600.0,0.6887133317431315,2.0,D1
LNG_S2_2023,2023,S2,D1,995694,LNG_S2_2023,LNG,133000,106000,D4,2023,LNG,43546.448237460005,6650.0,1330.0,17718.86218108,Buy,133000.0,0.5936763866241569,3.0,D1
LNG_S2_2023,2023,S2,D1,995694,LNG_S2_2023,LNG,133000,106000,D4,2023,LNG,43546.448237460005,6650.0,1330.0,17718.86218108,Sell,119700.0,0.5936763866241569,3.0,D1
LNG_S2_2023,2023,S2,D1,995694,LNG_S2_2023,LNG,133000,106000,D4,2023,BioLNG,6706.54836679,6650.0,1330.0,19277.9217902,Buy,133000.0,0.8789866906245296,1.0,D1
LNG_S2_2023,2023,S2,D1,995694,LNG_S2_2023,LNG,133000,106000,D4,2023,BioLNG,6706.54836679,6650.0,1330.0,19277.9217902,Sell,119700.0,0.8789866906245296,1.0,D1
Diesel_S2_2023,2023,S2,D2,1383196,Diesel_S2_2023,Diesel,104000,106000,D4,2023,B20,72337.65739696,5200.0,1040.0,28968.472422079994,Buy,104000.0,0.27278367863770686,4.0,D2
Diesel_S2_2023,2023,S2,D2,1383196,Diesel_S2_2023,Diesel,104000,106000,D4,2023,B20,72337.65739696,5200.0,1040.0,28968.472422079994,Sell,93600.0,0.27278367863770686,4.0,D2
Diesel_S2_2023,2023,S2,D2,1383196,Diesel_S2_2023,Diesel,104000,106000,D4,2023,HVO,11570.494410688,5200.0,1040.0,43050.51374472,Buy,104000.0,0.6245957943217609,2.0,D2
Diesel_S2_2023,2023,S2,D2,1383196,Diesel_S2_2023,Diesel,104000,106000,D4,2023,HVO,11570.494410688,5200.0,1040.0,43050.51374472,Sell,93600.0,0.6245957943217609,2.0,D2
LNG_S2_2023,2023,S2,D2,1383196,LNG_S2_2023,LNG,133000,106000,D4,2023,LNG,43546.448237460005,6650.0,1330.0,17718.86218108,Buy,133000.0,0.5428142255424395,3.0,D2
LNG_S2_2023,2023,S2,D2,1383196,LNG_S2_2023,LNG,133000,106000,D4,2023,LNG,43546.448237460005,6650.0,1330.0,17718.86218108,Sell,119700.0,0.5428142255424395,3.0,D2
LNG_S2_2023,2023,S2,D2,1383196,LNG_S2_2023,LNG,133000,106000,D4,2023,BioLNG,6706.54836679,6650.0,1330.0,19277.9217902,Buy,133000.0,0.8334379235389172,1.0,D2
LNG_S2_2023,2023,S2,D2,1383196,LNG_S2_2023,LNG,133000,106000,D4,2023,BioLNG,6706.54836679,6650.0,1330.0,19277.9217902,Sell,119700.0,0.8334379235389172,1.0,D2
Diesel_S2_2023,2023,S2,D3,778008,Diesel_S2_2023,Diesel,104000,106000,D4,2023,B20,72337.65739696,5200.0,1040.0,28968.472422079994,Buy,104000.0,0.27278367863770686,4.0,D3
Diesel_S2_2023,2023,S2,D3,778008,Diesel_S2_2023,Diesel,104000,106000,D4,2023,B20,72337.65739696,5200.0,1040.0,28968.472422079994,Sell,93600.0,0.27278367863770686,4.0,D3
Diesel_S2_2023,2023,S2,D3,778008,Diesel_S2_2023,Diesel,104000,106000,D4,2023,HVO,11570.494410688,5200.0,1040.0,43050.51374472,Buy,104000.0,0.6245957943217609,2.0,D3
Diesel_S2_2023,2023,S2,D3,778008,Diesel_S2_2023,Diesel,104000,106000,D4,2023,HVO,11570.494410688,5200.0,1040.0,43050.51374472,Sell,93600.0,0.6245957943217609,2.0,D3
LNG_S2_2023,2023,S2,D3,778008,LNG_S2_2023,LNG,133000,106000,D4,2023,LNG,43546.448237460005,6650.0,1330.0,17718.86218108,Buy,133000.0,0.5428142255424395,3.0,D3
LNG_S2_2023,2023,S2,D3,778008,LNG_S2_2023,LNG,133000,106000,D4,2023,LNG,43546.448237460005,6650.0,1330.0,17718.86218108,Sell,119700.0,0.5428142255424395,3.0,D3
LNG_S2_2023,2023,S2,D3,778008,LNG_S2_2023,LNG,133000,106000,D4,2023,BioLNG,6706.54836679,6650.0,1330.0,19277.9217902,Buy,133000.0,0.8334379235389172,1.0,D3
LNG_S2_2023,2023,S2,D3,778008,LNG_S2_2023,LNG,133000,106000,D4,2023,BioLNG,6706.54836679,6650.0,1330.0,19277.9217902,Sell,119700.0,0.8334379235389172,1.0,D3
Diesel_S2_2023,2023,S2,D4,133677,Diesel_S2_2023,Diesel,104000,106000,D4,2023,B20,72337.65739696,5200.0,1040.0,28968.472422079994,Buy,104000.0,0.27278367863770686,4.0,D4
Diesel_S2_2023,2023,S2,D4,133677,Diesel_S2_2023,Diesel,104000,106000,D4,2023,B20,72337.65739696,5200.0,1040.0,28968.472422079994,Sell,93600.0,0.27278367863770686,4.0,D4
Diesel_S2_2023,2023,S2,D4,133677,Diesel_S2_2023,Diesel,104000,106000,D4,2023,HVO,11570.494410688,5200.0,1040.0,43050.51374472,Buy,104000.0,0.6245957943217609,2.0,D4
Diesel_S2_2023,2023,S2,D4,133677,Diesel_S2_2023,Diesel,104000,106000,D4,2023,HVO,11570.494410688,5200.0,1040.0,43050.51374472,Sell,93600.0,0.6245957943217609,2.0,D4
LNG_S2_2023,2023,S2,D4,133677,LNG_S2_2023,LNG,133000,106000,D4,2023,LNG,43546.448237460005,6650.0,1330.0,17718.86218108,Buy,133000.0,0.5428142255424395,3.0,D4
LNG_S2_2023,2023,S2,D4,133677,LNG_S2_2023,LNG,133000,106000,D4,2023,LNG,43546.448237460005,6650.0,1330.0,17718.86218108,Sell,119700.0,0.5428142255424395,3.0,D4
LNG_S2_2023,2023,S2,D4,133677,LNG_S2_2023,LNG,133000,106000,D4,2023,BioLNG,6706.54836679,6650.0,1330.0,19277.9217902,Buy,133000.0,0.8334379235389172,1.0,D4
LNG_S2_2023,2023,S2,D4,133677,LNG_S2_2023,LNG,133000,106000,D4,2023,BioLNG,6706.54836679,6650.0,1330.0,19277.9217902,Sell,119700.0,0.8334379235389172,1.0,D4
BEV_S3_2023,2023,S3,D1,2183475,BEV_S3_2023,BEV,309090,73000,D1,2023,Electricity,0.0,15454.5,3090.9,12572.709216229,Buy,309090.0,0.5888426321593094,4.0,D1
BEV_S3_2023,2023,S3,D1,2183475,BEV_S3_2023,BEV,309090,73000,D1,2023,Electricity,0.0,15454.5,3090.9,12572.709216229,Sell,278181.0,0.5888426321593094,4.0,D1
Diesel_S3_2023,2023,S3,D1,2183475,Diesel_S3_2023,Diesel,118181,73000,D4,2023,B20,49868.62895988,5909.05,1181.81,19970.48362824,Buy,118181.0,0.4452661137169145,5.0,D1
Diesel_S3_2023,2023,S3,D1,2183475,Diesel_S3_2023,Diesel,118181,73000,D4,2023,B20,49868.62895988,5909.05,1181.81,19970.48362824,Sell,106362.9,0.4452661137169145,5.0,D1
Diesel_S3_2023,2023,S3,D1,2183475,Diesel_S3_2023,Diesel,118181,73000,D4,2023,HVO,7976.546565264,5909.05,1181.81,29678.457579660004,Buy,118181.0,0.6879692580784262,2.0,D1
Diesel_S3_2023,2023,S3,D1,2183475,Diesel_S3_2023,Diesel,118181,73000,D4,2023,HVO,7976.546565264,5909.05,1181.81,29678.457579660004,Sell,106362.9,0.6879692580784262,2.0,D1
LNG_S3_2023,2023,S3,D1,2183475,LNG_S3_2023,LNG,151136,73000,D4,2023,LNG,29914.03448901,7556.8,1511.36,12171.89175798,Buy,151136.0,0.5948695471283186,3.0,D1
LNG_S3_2023,2023,S3,D1,2183475,LNG_S3_2023,LNG,151136,73000,D4,2023,LNG,29914.03448901,7556.8,1511.36,12171.89175798,Sell,136022.4,0.5948695471283186,3.0,D1
LNG_S3_2023,2023,S3,D1,2183475,LNG_S3_2023,LNG,151136,73000,D4,2023,BioLNG,4549.567924148,7556.8,1511.36,13077.69806824,Buy,151136.0,0.8803847003248435,1.0,D1
LNG_S3_2023,2023,S3,D1,2183475,LNG_S3_2023,LNG,151136,73000,D4,2023,BioLNG,4549.567924148,7556.8,1511.36,13077.69806824,Sell,136022.4,0.8803847003248435,1.0,D1
Diesel_S3_2023,2023,S3,D2,2431901,Diesel_S3_2023,Diesel,118181,73000,D4,2023,B20,49868.62895988,5909.05,1181.81,19970.48362824,Buy,118181.0,0.27247476629399026,4.0,D2
Diesel_S3_2023,2023,S3,D2,2431901,Diesel_S3_2023,Diesel,118181,73000,D4,2023,B20,49868.62895988,5909.05,1181.81,19970.48362824,Sell,106362.9,0.27247476629399026,4.0,D2
Diesel_S3_2023,2023,S3,D2,2431901,Diesel_S3_2023,Diesel,118181,73000,D4,2023,HVO,7976.546565264,5909.05,1181.81,29678.457579660004,Buy,118181.0,0.6236808190424425,2.0,D2
Diesel_S3_2023,2023,S3,D2,2431901,Diesel_S3_2023,Diesel,118181,73000,D4,2023,HVO,7976.546565264,5909.05,1181.81,29678.457579660004,Sell,106362.9,0.6236808190424425,2.0,D2
LNG_S3_2023,2023,S3,D2,2431901,LNG_S3_2023,LNG,151136,73000,D4,2023,LNG,29914.03448901,7556.8,1511.36,12171.89175798,Buy,151136.0,0.5441668317126022,3.0,D2
LNG_S3_2023,2023,S3,D2,2431901,LNG_S3_2023,LNG,151136,73000,D4,2023,LNG,29914.03448901,7556.8,1511.36,12171.89175798,Sell,136022.4,0.5441668317126022,3.0,D2
LNG_S3_2023,2023,S3,D2,2431901,LNG_S3_2023,LNG,151136,73000,D4,2023,BioLNG,4549.567924148,7556.8,1511.36,13077.69806824,Buy,151136.0,0.8346558304585394,1.0,D2
LNG_S3_2023,2023,S3,D2,2431901,LNG_S3_2023,LNG,151136,73000,D4,2023,BioLNG,4549.567924148,7556.8,1511.36,13077.69806824,Sell,136022.4,0.8346558304585394,1.0,D2
Diesel_S3_2023,2023,S3,D3,1002466,Diesel_S3_2023,Diesel,118181,73000,D4,2023,B20,49868.62895988,5909.05,1181.81,19970.48362824,Buy,118181.0,0.27247476629399026,4.0,D3
Diesel_S3_2023,2023,S3,D3,1002466,Diesel_S3_2023,Diesel,118181,73000,D4,2023,B20,49868.62895988,5909.05,1181.81,19970.48362824,Sell,106362.9,0.27247476629399026,4.0,D3
Diesel_S3_2023,2023,S3,D3,1002466,Diesel_S3_2023,Diesel,118181,73000,D4,2023,HVO,7976.546565264,5909.05,1181.81,29678.457579660004,Buy,118181.0,0.6236808190424425,2.0,D3
Diesel_S3_2023,2023,S3,D3,1002466,Diesel_S3_2023,Diesel,118181,73000,D4,2023,HVO,7976.546565264,5909.05,1181.81,29678.457579660004,Sell,106362.9,0.6236808190424425,2.0,D3
LNG_S3_2023,2023,S3,D3,1002466,LNG_S3_2023,LNG,151136,73000,D4,2023,LNG,29914.03448901,7556.8,1511.36,12171.89175798,Buy,151136.0,0.5441668317126022,3.0,D3
LNG_S3_2023,2023,S3,D3,1002466,LNG_S3_2023,LNG,151136,73000,D4,2023,LNG,29914.03448901,7556.8,1511.36,12171.89175798,Sell,136022.4,0.5441668317126022,3.0,D3
LNG_S3_2023,2023,S3,D3,1002466,LNG_S3_2023,LNG,151136,73000,D4,2023,BioLNG,4549.567924148,7556.8,1511.36,13077.69806824,Buy,151136.0,0.8346558304585394,1.0,D3
LNG_S3_2023,2023,S3,D3,1002466,LNG_S3_2023,LNG,151136,73000,D4,2023,BioLNG,4549.567924148,7556.8,1511.36,13077.69806824,Sell,136022.4,0.8346558304585394,1.0,D3
Diesel_S3_2023,2023,S3,D4,205426,Diesel_S3_2023,Diesel,118181,73000,D4,2023,B20,49868.62895988,5909.05,1181.81,19970.48362824,Buy,118181.0,0.27247476629399026,4.0,D4
Diesel_S3_2023,2023,S3,D4,205426,Diesel_S3_2023,Diesel,118181,73000,D4,2023,B20,49868.62895988,5909.05,1181.81,19970.48362824,Sell,106362.9,0.27247476629399026,4.0,D4
Diesel_S3_2023,2023,S3,D4,205426,Diesel_S3_2023,Diesel,118181,73000,D4,2023,HVO,7976.546565264,5909.05,1181.81,29678.457579660004,Buy,118181.0,0.6236808190424425,2.0,D4
Diesel_S3_2023,2023,S3,D4,205426,Diesel_S3_2023,Diesel,118181,73000,D4,2023,HVO,7976.546565264,5909.05,1181.81,29678.457579660004,Sell,106362.9,0.6236808190424425,2.0,D4
LNG_S3_2023,2023,S3,D4,205426,LNG_S3_2023,LNG,151136,73000,D4,2023,LNG,29914.03448901,7556.8,1511.36,12171.89175798,Buy,151136.0,0.5441668317126022,3.0,D4
LNG_S3_2023,2023,S3,D4,205426,LNG_S3_2023,LNG,151136,73000,D4,2023,LNG,29914.03448901,7556.8,1511.36,12171.89175798,Sell,136022.4,0.5441668317126022,3.0,D4
LNG_S3_2023,2023,S3,D4,205426,LNG_S3_2023,LNG,151136,73000,D4,2023,BioLNG,4549.567924148,7556.8,1511.36,13077.69806824,Buy,151136.0,0.8346558304585394,1.0,D4
LNG_S3_2023,2023,S3,D4,205426,LNG_S3_2023,LNG,151136,73000,D4,2023,BioLNG,4549.567924148,7556.8,1511.36,13077.69806824,Sell,136022.4,0.8346558304585394,1.0,D4
BEV_S4_2023,2023,S4,D1,14576,BEV_S4_2023,BEV,395636,118000,D1,2023,Electricity,0.0,19781.800000000003,3956.36,20383.231408432,Buy,395636.0,0.5859569522734303,3.0,D1
BEV_S4_2023,2023,S4,D1,14576,BEV_S4_2023,BEV,395636,118000,D1,2023,Electricity,0.0,19781.800000000003,3956.36,20383.231408432,Sell,356072.4,0.5859569522734303,3.0,D1
Diesel_S4_2023,2023,S4,D1,14576,Diesel_S4_2023,Diesel,151272,118000,D4,2023,B20,79078.90308788,7563.6,1512.72,31668.08417224,Buy,151272.0,0.4479011990873264,5.0,D1
Diesel_S4_2023,2023,S4,D1,14576,Diesel_S4_2023,Diesel,151272,118000,D4,2023,B20,79078.90308788,7563.6,1512.72,31668.08417224,Sell,136144.80000000002,0.4479011990873264,5.0,D1
Diesel_S4_2023,2023,S4,D1,14576,Diesel_S4_2023,Diesel,151272,118000,D4,2023,HVO,12648.764683664,7563.6,1512.72,47062.45027566,Buy,151272.0,0.6932791999687601,2.0,D1
Diesel_S4_2023,2023,S4,D1,14576,Diesel_S4_2023,Diesel,151272,118000,D4,2023,HVO,12648.764683664,7563.6,1512.72,47062.45027566,Sell,136144.80000000002,0.6932791999687601,2.0,D1
LNG_S4_2023,2023,S4,D1,14576,LNG_S4_2023,LNG,193454,118000,D4,2023,LNG,49073.243635080005,9672.7,1934.54,19967.69141784,Buy,193454.0,0.5840183234539797,4.0,D1
LNG_S4_2023,2023,S4,D1,14576,LNG_S4_2023,LNG,193454,118000,D4,2023,LNG,49073.243635080005,9672.7,1934.54,19967.69141784,Sell,174108.6,0.5840183234539797,4.0,D1
LNG_S4_2023,2023,S4,D1,14576,LNG_S4_2023,LNG,193454,118000,D4,2023,BioLNG,7416.792842576001,9672.7,1934.54,21319.514082880003,Buy,193454.0,0.8787447144024786,1.0,D1
LNG_S4_2023,2023,S4,D1,14576,LNG_S4_2023,LNG,193454,118000,D4,2023,BioLNG,7416.792842576001,9672.7,1934.54,21319.514082880003,Sell,174108.6,0.8787447144024786,1.0,D1
Diesel_S4_2023,2023,S4,D2,754717,Diesel_S4_2023,Diesel,151272,118000,D4,2023,B20,79078.90308788,7563.6,1512.72,31668.08417224,Buy,151272.0,0.2745941416527663,4.0,D2
Diesel_S4_2023,2023,S4,D2,754717,Diesel_S4_2023,Diesel,151272,118000,D4,2023,B20,79078.90308788,7563.6,1512.72,31668.08417224,Sell,136144.80000000002,0.2745941416527663,4.0,D2
Diesel_S4_2023,2023,S4,D2,754717,Diesel_S4_2023,Diesel,151272,118000,D4,2023,HVO,12648.764683664,7563.6,1512.72,47062.45027566,Buy,151272.0,0.6288735802397711,2.0,D2
Diesel_S4_2023,2023,S4,D2,754717,Diesel_S4_2023,Diesel,151272,118000,D4,2023,HVO,12648.764683664,7563.6,1512.72,47062.45027566,Sell,136144.80000000002,0.6288735802397711,2.0,D2
LNG_S4_2023,2023,S4,D2,754717,LNG_S4_2023,LNG,193454,118000,D4,2023,LNG,49073.243635080005,9672.7,1934.54,19967.69141784,Buy,193454.0,0.5280952756479346,3.0,D2
LNG_S4_2023,2023,S4,D2,754717,LNG_S4_2023,LNG,193454,118000,D4,2023,LNG,49073.243635080005,9672.7,1934.54,19967.69141784,Sell,174108.6,0.5280952756479346,3.0,D2
LNG_S4_2023,2023,S4,D2,754717,LNG_S4_2023,LNG,193454,118000,D4,2023,BioLNG,7416.792842576001,9672.7,1934.54,21319.514082880003,Buy,193454.0,0.832632906671765,1.0,D2
LNG_S4_2023,2023,S4,D2,754717,LNG_S4_2023,LNG,193454,118000,D4,2023,BioLNG,7416.792842576001,9672.7,1934.54,21319.514082880003,Sell,174108.6,0.832632906671765,1.0,D2
Diesel_S4_2023,2023,S4,D3,118899,Diesel_S4_2023,Diesel,151272,118000,D4,2023,B20,79078.90308788,7563.6,1512.72,31668.08417224,Buy,151272.0,0.2745941416527663,4.0,D3
Diesel_S4_2023,2023,S4,D3,118899,Diesel_S4_2023,Diesel,151272,118000,D4,2023,B20,79078.90308788,7563.6,1512.72,31668.08417224,Sell,136144.80000000002,0.2745941416527663,4.0,D3
Diesel_S4_2023,2023,S4,D3,118899,Diesel_S4_2023,Diesel,151272,118000,D4,2023,HVO,12648.764683664,7563.6,1512.72,47062.45027566,Buy,151272.0,0.6288735802397711,2.0,D3
Diesel_S4_2023,2023,S4,D3,118899,Diesel_S4_2023,Diesel,151272,118000,D4,2023,HVO,12648.764683664,7563.6,1512.72,47062.45027566,Sell,136144.80000000002,0.6288735802397711,2.0,D3
LNG_S4_2023,2023,S4,D3,118899,LNG_S4_2023,LNG,193454,118000,D4,2023,LNG,49073.243635080005,9672.7,1934.54,19967.69141784,Buy,193454.0,0.5280952756479346,3.0,D3
LNG_S4_2023,2023,S4,D3,118899,LNG_S4_2023,LNG,193454,118000,D4,2023,LNG,49073.243635080005,9672.7,1934.54,19967.69141784,Sell,174108.6,0.5280952756479346,3.0,D3
LNG_S4_2023,2023,S4,D3,118899,LNG_S4_2023,LNG,193454,118000,D4,2023,BioLNG,7416.792842576001,9672.7,1934.54,21319.514082880003,Buy,193454.0,0.832632906671765,1.0,D3
LNG_S4_2023,2023,S4,D3,118899,LNG_S4_2023,LNG,193454,118000,D4,2023,BioLNG,7416.792842576001,9672.7,1934.54,21319.514082880003,Sell,174108.6,0.832632906671765,1.0,D3
Diesel_S4_2023,2023,S4,D4,1809,Diesel_S4_2023,Diesel,151272,118000,D4,2023,B20,79078.90308788,7563.6,1512.72,31668.08417224,Buy,151272.0,0.2745941416527663,4.0,D4
Diesel_S4_2023,2023,S4,D4,1809,Diesel_S4_2023,Diesel,151272,118000,D4,2023,B20,79078.90308788,7563.6,1512.72,31668.08417224,Sell,136144.80000000002,0.2745941416527663,4.0,D4
Diesel_S4_2023,2023,S4,D4,1809,Diesel_S4_2023,Diesel,151272,118000,D4,2023,HVO,12648.764683664,7563.6,1512.72,47062.45027566,Buy,151272.0,0.6288735802397711,2.0,D4
Diesel_S4_2023,2023,S4,D4,1809,Diesel_S4_2023,Diesel,151272,118000,D4,2023,HVO,12648.764683664,7563.6,1512.72,47062.45027566,Sell,136144.80000000002,0.6288735802397711,2.0,D4
LNG_S4_2023,2023,S4,D4,1809,LNG_S4_2023,LNG,193454,118000,D4,2023,LNG,49073.243635080005,9672.7,1934.54,19967.69141784,Buy,193454.0,0.5280952756479346,3.0,D4
